U10008: N28855, N1508, N44203, N9513, N26139, N35370, N64037, N13930, N59526, N50080, N37629, N34492, N42163, N23855, N4384, N28876, N38924, N24358, N225, N10831
U10182: N54966, N1539, N56051, N61811, N42457, N48350, N53923, N55943, N49335, N17340, N5981, N42803, N48487, N59022, N18708, N20025, N38442, N64515, N64095, N7121
U10185: N50023, N11622, N7010, N60750, N63421, N46586, N18485, N23657, N40109, N23814, N39620, N4729, N5716, N16081, N16914, N15043, N43936, N63356, N5794, N26940
U1019: N26953, N45479, N496, N11546, N9621, N60018, N33677, N47825, N14478, N46477, N11194, N58656, N54066, N38294, N1952, N8914, N34044, N308, N22442, N56075
U10191: N10876, N55279, N17720, N32053, N59317, N11817, N61532, N37052, N35045, N48693, N49180, N10931, N7347, N60272, N40836, N43699, N54911, N12800, N2624, N64958
U10195: N60975, N51552, N3216, N64037, N44417, N15336, N54315, N22149, N33078, N45001, N62465, N52530, N20838, N34668, N58251, N40094, N4322, N21826, N18972, N23942
U10201: N7010, N36933, N32639, N41492, N57264, N35619, N2844, N2716, N44760, N18032, N4515, N38070, N41626, N31469, N17153, N65025, N11436, N60969, N52782, N40808
U10218: N53284, N37589, N28289, N10050, N43580, N59067, N50514, N48410, N41594, N31376, N30290, N43010, N56665, N60130, N14170, N61571, N41782, N60264, N49082, N36006
U10233: N50029, N32945, N42433, N39463, N7928, N56166, N21290, N24963, N1790, N29168, N47683, N11360, N52447, N43772, N50308, N20836, N23809, N57546, N32990, N37261
U10239: N44305, N37553, N64490, N42196, N1957, N14615, N49335, N36777, N26690, N45950, N34735, N45479, N29952, N42433, N39463, N42670, N22908, N44934, N56459, N11359
U10259: N38263, N62212, N8047, N56051, N31341, N1952, N32900, N49609, N46887, N11961, N41285, N3417, N14391, N48593, N64439, N38461, N30222, N28539, N16396, N57675
U10265: N60750, N21983, N28420, N25669, N16628, N36910, N54260, N31141, N4662, N53113, N60960, N19318, N60887, N52129, N33474, N23589, N28307, N15315, N60421, N21826
U10285: N37261, N31395, N3969, N18708, N26415, N37101, N44967, N33315, N1106, N22825, N50312, N21381, N24509, N56347, N496, N34031, N41549, N52286, N10993, N34048
U10296: N43301, N56969, N32288, N43974, N52438, N16990, N21681, N64954, N9368, N10857, N44249, N63546, N51133, N41040, N56051, N15297, N55435, N64439, N9407, N53322
U1030: N30372, N42112, N41176, N30818, N4700, N1170, N59149, N38164, N53923, N62030, N29462, N6935, N55913, N496, N3763, N60507, N19770, N39204, N52007, N42590
U10306: N48403, N51104, N38697, N23517, N49046, N36408, N51092, N40941, N28800, N35327, N14605, N43530, N48884, N524, N56685, N44795, N7181, N55123, N14756, N35803
U10311: N30049, N6712, N22348, N47263, N15296, N51195, N1790, N5886, N24176, N20270, N39601, N46810, N18774, N50757, N35738, N26352, N17659, N24509, N40664, N17231
U10332: N46178, N43222, N21679, N39189, N49634, N60255, N46484, N1450, N4729, N53476, N54265, N30944, N57049, N44605, N48578, N23602, N30466, N9846, N27545, N36795
U10338: N19292, N22117, N64958, N10931, N57775, N60472, N22975, N15672, N29490, N31192, N59833, N24617, N57546, N12136, N50735, N23517, N27639, N54265, N41697, N13297
U10404: N55421, N12831, N4265, N1663, N37458, N43530, N61338, N2035, N58354, N40194, N64376, N30042, N17672, N28327, N47888, N20477, N61567, N50107, N29212, N65021
U1045: N7041, N34750, N39602, N29830, N4118, N44422, N23955, N10294, N48476, N38173, N62683, N39151, N50167, N4272, N19542, N19109, N64902, N28895, N20285, N64535
U10450: N55221, N1774, N39151, N60255, N26781, N2463, N40152, N42894, N5652, N29917, N50946, N27342, N1768, N33792, N23602, N60539, N17599, N49104, N37783, N6890
U10451: N25256, N29490, N56711, N51009, N677, N15807, N54000, N12588, N33846, N60421, N52020, N55226, N3920, N42223, N30598, N57700, N21468, N9883, N60134, N35418
U10455: N7584, N38461, N24386, N926, N1477, N63805, N428, N4485, N3318, N39489, N20325, N23593, N13347, N6224, N11681, N57403, N55967, N35238, N36689, N35220
U10474: N52295, N25605, N4025, N4700, N30108, N2728, N35815, N277, N24017, N49279, N23455, N10541, N27945, N41176, N37204, N45417, N38070, N44528, N34925, N24386
U10478: N584, N63627, N5472, N6979, N36382, N61429, N29578, N14270, N43772, N49279, N35430, N30207, N23838, N39601, N63412, N28800, N36480, N54113, N9371, N29497
U10482: N32806, N6066, N1353, N62260, N43222, N40438, N12588, N57670, N59577, N5437, N45236, N60960, N61296, N25609, N17936, N48106, N11931, N27102, N61466, N50808
U10491: N57327, N5897, N30466, N64269, N64120, N55303, N20296, N43186, N56023, N43770, N55176, N23942, N3517, N4689, N46484, N61081, N47916, N31893, N59863, N25256
U10507: N9420, N58969, N1458, N1006, N23407, N20478, N39184, N26445, N10786, N7928, N40836, N247, N25191, N41626, N11627, N26792, N64594, N49782, N20838, N11019
U10516: N48448, N44897, N44789, N32053, N20267, N59833, N19001, N42365, N7347, N64120, N7173, N51489, N37250, N50924, N42433, N1477, N2712, N48730, N11415, N11681
U10524: N28569, N58054, N30744, N55943, N61740, N53108, N2592, N25286, N43360, N6706, N46624, N49082, N35291, N44496, N17988, N9243, N2492, N51745, N50060, N24272
U1053: N23807, N29497, N63627, N51745, N40768, N58264, N30207, N11572, N36288, N57546, N15194, N46069, N21752, N10083, N62673, N55198, N35689, N4642, N46749, N63481
U10585: N10522, N43222, N28539, N53113, N32745, N38070, N2592, N16081, N59427, N60255, N20577, N45466, N11648, N53223, N41626, N36795, N62260, N27499, N34679, N23460
U10604: N52286, N4485, N2636, N5329, N30929, N21535, N10786, N2458, N12136, N57049, N24320, N23517, N41612, N7181, N45455, N4390, N60520, N42095, N11572, N32729
U10611: N34035, N40752, N15492, N42224, N3216, N65016, N39586, N35436, N14699, N34709, N27342, N65021, N50990, N25064, N36568, N26780, N14036, N59732, N55070, N20136
U10635: N12300, N9284, N39151, N52675, N57187, N25867, N281, N27079, N41881, N52129, N54571, N46887, N49279, N56051, N6873, N15269, N14780, N7173, N36394, N39184
U10674: N17405, N16120, N8047, N50713, N8373, N63334, N3089, N57329, N61970, N25605, N3313, N2904, N27020, N17475, N4649, N29319, N42365, N29578, N9420, N55123
U10700: N4663, N22457, N44772, N40327, N16260, N29722, N49180, N15738, N65134, N62921, N53346, N10012, N61614, N32053, N61446, N6731, N36545, N2429, N39028, N33576
U10703: N38070, N48340, N19057, N4485, N25609, N11593, N31556, N51585, N40875, N6997, N62393, N57120, N21372, N10278, N22742, N12596, N53222, N22908, N12588, N21825
U10729: N27057, N45967, N43106, N53242, N2120, N13131, N34480, N6371, N52295, N43460, N23807, N21142, N13165, N11218, N33388, N23184, N63272, N30046, N55198, N4754
U10742: N33469, N52492, N10386, N36006, N57403, N60255, N33638, N49180, N36416, N49554, N48106, N3318, N54066, N39442, N11153, N20285, N50107, N23394, N64731, N31556
U10773: N63415, N29468, N28899, N1019, N57329, N2712, N39602, N55347, N54442, N39814, N5088, N4128, N64095, N3123, N46304, N7584, N5450, N58070, N6224, N19643
U10822: N37352, N15066, N62919, N60105, N18708, N13887, N28506, N40899, N37500, N20521, N6471, N35406, N5981, N34044, N11569, N4754, N53630, N10747, N23132, N3075
U1083: N29379, N55633, N47916, N23517, N1336, N56501, N23513, N15838, N39389, N25064, N13930, N15959, N61158, N1450, N50005, N55518, N27932, N47216, N20838, N41626
U10855: N28734, N41626, N38779, N20136, N32053, N28523, N584, N29497, N57546, N11803, N15336, N9870, N53219, N53182, N18253, N62717, N49940, N56569, N23513, N30207
U10862: N22855, N60300, N36186, N30316, N55943, N64594, N60085, N52286, N27499, N37715, N14270, N36779, N18708, N7443, N23195, N3711, N8627, N7181, N1663, N402
U10866: N23942, N4556, N31556, N30668, N63174, N11153, N47846, N53105, N63693, N29462, N19542, N24675, N3123, N6745, N8267, N7328, N4700, N9583, N31939, N7961
U10868: N26139, N45804, N22348, N20676, N4689, N11551, N50023, N38620, N30290, N30648, N62355, N64459, N33611, N2761, N55860, N44605, N33630, N19643, N11153, N18063
U10906: N39602, N39189, N19477, N5716, N29534, N42223, N11019, N53069, N46718, N29107, N64037, N24320, N1228, N6890, N11817, N5077, N19444, N27339, N57354, N43106
U10909: N30481, N53322, N61811, N51239, N33490, N9621, N22825, N55943, N49001, N48487, N33576, N21519, N22613, N4290, N33311, N29994, N46182, N43834, N46477, N29168
U10910: N4556, N29217, N30689, N64037, N34459, N8483, N32158, N51489, N19811, N58129, N41626, N57462, N2159, N12330, N29892, N36495, N55531, N53687, N12843, N29091
U10928: N4485, N42433, N39463, N33439, N1006, N45950, N26538, N49180, N62216, N62856, N60221, N9583, N59076, N43568, N7928, N8733, N49259, N4610, N25673, N19211
U10936: N29497, N34973, N4025, N40119, N63481, N12436, N60134, N56711, N29319, N61068, N38509, N39456, N55242, N60750, N23629, N12136, N41626, N11425, N29917, N26445
U10944: N33469, N48106, N61233, N30481, N20285, N4820, N17228, N58301, N49279, N4700, N39796, N49183, N51560, N11153, N19433, N42196, N3034, N5044, N12588, N47380
U10979: N26445, N63828, N22885, N12921, N402, N57367, N5880, N59427, N50054, N15565, N36408, N64731, N39586, N33397, N46951, N570, N24754, N29722, N3256, N40466
U1098: N39814, N36910, N56075, N55198, N61230, N46501, N53248, N39456, N64735, N26818, N30099, N23502, N6582, N1371, N18118, N40331, N9577, N39151, N40591, N11556
U11007: N41626, N46266, N24320, N1952, N35689, N53587, N52329, N56075, N11803, N9360, N9538, N7965, N20746, N42433, N25183, N39463, N44934, N412, N6706, N57854
U11014: N1952, N1228, N39814, N6638, N7010, N16854, N60700, N46976, N27342, N42365, N49197, N28983, N53069, N62505, N10566, N43269, N39602, N26781, N49180, N38070
U1103: N56051, N63550, N51725, N49180, N44249, N15269, N9284, N63255, N17340, N32567, N57713, N60799, N22457, N36249, N53296, N12300, N23767, N61541, N15811, N32268
U11059: N47151, N38239, N1952, N4215, N11220, N55347, N11425, N34617, N62423, N61230, N31664, N94, N17720, N11153, N48659, N7568, N3606, N55229, N45509, N44645
U11075: N59526, N42365, N64902, N15559, N1443, N41432, N43102, N12910, N57032, N56501, N23855, N43083, N42670, N60762, N6258, N46304, N51239, N7092, N61483, N39213
U11124: N47087, N31050, N15672, N33670, N58656, N39213, N9284, N43834, N13887, N23446, N56051, N15066, N4505, N38779, N41717, N36249, N20838, N55723, N23373, N25657
U11146: N61754, N51898, N43222, N30929, N34764, N8344, N22726, N47094, N28251, N28669, N60639, N61384, N38239, N43498, N60300, N11572, N52635, N12146, N50735, N47938
U11157: N17405, N33297, N23807, N10786, N9420, N36349, N10050, N28132, N57764, N61429, N37261, N64794, N60130, N4119, N3399, N20776, N46915, N26819, N18943, N32196
U11159: N5162, N36459, N36910, N23165, N42433, N39463, N57546, N25639, N37125, N19433, N62717, N45988, N1768, N14478, N2233, N1495, N9538, N11569, N50942, N38131
U11165: N12669, N36779, N27619, N9368, N3075, N41698, N8132, N22613, N15817, N17416, N14359, N36332, N6354, N16431, N32639, N43301, N37352, N30713, N28751, N31080
U11178: N57700, N34081, N34869, N36689, N52662, N7584, N48077, N35430, N6761, N44795, N8114, N428, N22774, N32290, N926, N28876, N13604, N55325, N2728, N30572
U11185: N29652, N27342, N33719, N34617, N63465, N7010, N30207, N53113, N48789, N38764, N1768, N5162, N5796, N39424, N29533, N29126, N1110, N16628, N42845, N24065
U112: N18978, N7119, N20325, N20776, N41626, N4107, N12588, N16953, N52329, N19308, N61190, N49688, N45625, N64794, N45057, N30099, N49878, N60887, N7112, N26819
U1121: N41658, N55067, N32290, N33297, N436, N17228, N35238, N42433, N60960, N53593, N57854, N27219, N39463, N32278, N25881, N44926, N65094, N46960, N33505, N2761
U11232: N41594, N27499, N51545, N22348, N61754, N24509, N22257, N55067, N59905, N51954, N11768, N37126, N44499, N23060, N4661, N44448, N17510, N43574, N61817, N52782
U11250: N976, N40332, N65036, N36360, N64543, N36553, N46966, N36796, N38733, N62610, N6399, N36725, N58814, N52782, N45163, N21375, N61053, N40981, N28091, N27079
U11255: N51951, N61466, N55303, N16117, N63303, N39456, N633, N5288, N8907, N4107, N24802, N53452, N63481, N28987, N12588, N60472, N53863, N31289, N44346, N57818
U11271: N60663, N36382, N63627, N61429, N1952, N39184, N17363, N56075, N63412, N6739, N27342, N51704, N584, N46484, N61446, N6790, N7347, N7874, N5472, N30207
U11274: N20603, N39814, N41626, N21752, N49554, N30207, N58054, N7371, N35216, N17957, N5162, N23807, N35609, N57733, N51570, N27807, N4485, N20985, N61429, N44934
U11277: N53484, N40752, N19444, N23195, N28523, N62700, N6873, N13439, N36611, N54422, N53406, N35436, N16096, N26330, N60921, N53470, N36293, N46736, N45804, N14223
U11292: N17405, N64786, N23730, N39151, N15315, N14169, N23303, N28222, N25088, N40121, N56075, N22556, N39814, N28716, N28669, N52505, N25398, N24358, N43580, N7799
U11304: N4384, N56890, N21253, N29722, N25685, N43222, N60222, N29393, N43269, N2463, N62528, N37587, N55303, N8373, N4913, N39456, N58293, N46484, N37310, N24675
U11316: N51489, N12588, N15807, N27079, N27020, N5472, N45384, N18032, N18978, N23407, N63828, N31958, N64794, N12082, N43568, N23657, N1660, N41492, N277, N62856
U11320: N41612, N3841, N60105, N15066, N7792, N62358, N483, N30162, N27619, N60300, N38490, N60403, N4675, N39907, N38620, N36545, N18151, N23446, N3416, N44737
U11324: N26537, N57625, N60647, N9368, N61429, N61532, N28539, N49279, N62809, N32158, N57700, N46459, N46917, N584, N63627, N49516, N18978, N42365, N5472, N35238
U11340: N4700, N41176, N12043, N46037, N42365, N56194, N9997, N25605, N30481, N14929, N55943, N49554, N308, N7568, N37384, N60686, N57053, N17720, N11360, N23039
U11341: N39184, N55860, N15959, N40221, N49180, N55633, N23446, N28103, N64594, N61429, N64120, N32639, N39602, N36243, N49279, N25064, N40788, N29379, N57625, N48106
U11344: N44897, N57437, N9360, N7462, N53113, N61338, N5162, N57023, N25598, N39463, N5796, N36045, N1849, N42433, N56023, N6914, N64894, N39028, N34617, N10600
U11356: N62465, N60507, N20838, N41491, N48533, N4642, N15315, N31395, N64960, N27945, N8373, N37587, N15066, N115, N26155, N23373, N25657, N46446, N26587, N8618
U11357: N43222, N57813, N3781, N4194, N27342, N6814, N4089, N94, N2233, N53223, N3216, N54630, N35392, N49117, N53615, N51253, N28251, N16096, N45417, N53113
U11453: N35268, N9792, N55067, N47213, N1790, N6873, N41074, N25064, N50023, N32945, N52714, N33630, N40356, N28043, N17826, N30290, N44532, N39181, N62921, N56133
U11454: N45953, N50308, N44448, N58693, N63084, N41176, N36288, N22726, N10278, N57327, N7928, N17031, N49554, N17153, N10786, N59960, N41179, N25256, N30454, N43227
U11465: N57813, N28698, N42365, N17522, N29319, N14194, N29497, N48676, N12436, N57775, N21463, N35392, N27945, N63385, N38509, N61068, N56391, N2904, N61970, N32053
U11473: N57919, N48703, N761, N53113, N43872, N30466, N34041, N25096, N19477, N60750, N56343, N15606, N29494, N57818, N26649, N56746, N31590, N39456, N49188, N40121
U11474: N30108, N34852, N6399, N58345, N39184, N45289, N20270, N41717, N38324, N17720, N31492, N47412, N52782, N61412, N43574, N12300, N42365, N58542, N49554, N14408
U11489: N25605, N39463, N55347, N44897, N42433, N39184, N48403, N20576, N52675, N52129, N49554, N10282, N53615, N23805, N42634, N39151, N50463, N53072, N36332, N29755
U1150: N7799, N51344, N35045, N51745, N47710, N53373, N12588, N58054, N2765, N61429, N21484, N60592, N18793, N23807, N44926, N35609, N5076, N63174, N16256, N58264
U11506: N6582, N5794, N57733, N53113, N5162, N13087, N30466, N12043, N36251, N60130, N18565, N62465, N30553, N18102, N48291, N25286, N60750, N8907, N38718, N41626
U11508: N36408, N49279, N20766, N19661, N15469, N53283, N37204, N7328, N41717, N35689, N30135, N33265, N1989, N37848, N24779, N25064, N3806, N31341, N49516, N38599
U11511: N35147, N39602, N29497, N28477, N32945, N53223, N29319, N22855, N48186, N6890, N50653, N2592, N64490, N52286, N14964, N61532, N27020, N13297, N49881, N50713
U11536: N30668, N54066, N8616, N6471, N49197, N33439, N34709, N49586, N64095, N50895, N3708, N13763, N28751, N30562, N62252, N53346, N36288, N6209, N43269, N43473
U11547: N29497, N30744, N51187, N7826, N36910, N38509, N61068, N43360, N55943, N8878, N38797, N64063, N739, N4290, N14615, N9621, N35430, N63084, N9788, N11864
U11552: N55176, N20676, N30372, N53223, N33474, N33469, N26415, N27195, N31664, N29497, N46024, N13107, N26537, N39602, N18010, N16628, N7132, N34679, N7965, N20776
U11556: N3034, N20394, N17720, N26445, N20603, N2624, N29693, N1427, N63353, N38324, N40943, N32290, N15565, N13887, N277, N28129, N7928, N18476, N28855, N40221
U1158: N32945, N30222, N28477, N30840, N1170, N55943, N58609, N17340, N25605, N50308, N9284, N40752, N4700, N5078, N58553, N42604, N23805, N42634, N28800, N944
U11610: N11681, N46459, N58553, N24754, N570, N16918, N56051, N1952, N38733, N23805, N42457, N3007, N62104, N37783, N28176, N44621, N49279, N57120, N63255, N52295
U1163: N47213, N23060, N26415, N28043, N11593, N20858, N40356, N30834, N6463, N37250, N59602, N50023, N59874, N20267, N54577, N52858, N26515, N49335, N55067, N40466
U11633: N60130, N58054, N60750, N62750, N61682, N2761, N31519, N37125, N45466, N5796, N60848, N40119, N47433, N44192, N55518, N60421, N18032, N13951, N23513, N40094
U11672: N18059, N60000, N18032, N42635, N65016, N3318, N54615, N6916, N28043, N53634, N40523, N13930, N31917, N55123, N36288, N13951, N8657, N55518, N23513, N48740
U11706: N20136, N4089, N28811, N57032, N6224, N25323, N57187, N1849, N27342, N28876, N30933, N5152, N9592, N52286, N50946, N61230, N57919, N3216, N60272, N23513
U11713: N61483, N52007, N36888, N46992, N47737, N4021, N9340, N32012, N35430, N22348, N63415, N30290, N32945, N28203, N17407, N40752, N61595, N46304, N16657, N42365
U11792: N47213, N24272, N20236, N9672, N53572, N26537, N33656, N60686, N30042, N5437, N1539, N1796, N48077, N5659, N48487, N43568, N60762, N50565, N29977, N48285
U11801: N42158, N63990, N5085, N55347, N38324, N62920, N36940, N39998, N42365, N305, N27436, N29344, N14170, N20929, N56075, N57138, N54442, N49249, N64545, N50060
U11828: N47380, N15811, N42890, N16990, N3034, N46379, N54956, N64335, N51337, N56387, N23444, N44305, N42666, N51489, N56080, N48539, N13941, N23489, N32533, N21508
U11858: N1952, N51552, N23855, N53004, N20545, N42604, N11569, N49279, N4265, N57521, N41258, N5822, N18146, N44184, N7957, N25303, N11698, N18010, N16854, N32945
U11876: N63421, N45888, N16021, N17720, N46862, N47213, N366, N47848, N14990, N22664, N26139, N8012, N20394, N61446, N36611, N46959, N677, N34055, N30835, N45319
U11892: N29319, N21290, N24963, N43498, N19003, N60762, N26538, N44795, N8373, N31289, N20270, N53923, N7909, N63828, N27110, N13011, N7328, N30334, N31594, N13022
U11894: N26343, N28340, N43269, N53248, N64037, N2659, N1110, N30290, N36394, N6171, N38060, N3451, N16854, N29393, N6578, N37587, N5796, N9689, N42515, N59323
U11895: N6890, N55943, N35147, N36940, N38142, N32053, N6406, N28884, N30818, N27110, N64731, N36568, N10282, N12999, N56551, N49279, N18118, N59337, N63656, N9805
U11921: N30562, N46736, N4661, N27908, N17647, N9621, N49001, N7674, N21030, N23805, N27545, N55943, N38797, N36293, N1105, N20056, N47087, N3007, N41387, N22664
U11935: N41626, N39184, N55347, N40808, N58828, N28661, N63421, N9295, N57655, N28895, N25256, N17376, N32731, N13907, N20676, N60647, N33611, N55913, N55633, N25163
U11945: N42365, N35147, N16120, N31978, N38442, N41934, N17647, N39814, N40695, N9621, N18644, N55943, N38053, N49001, N1684, N30818, N43772, N57521, N54862, N42803
U11963: N46459, N29578, N57919, N60647, N63793, N57783, N48887, N14436, N43083, N22731, N25191, N6814, N22417, N11425, N43222, N63481, N15672, N57329, N31704, N761
U11979: N26537, N24386, N60255, N18032, N60550, N740, N31917, N24272, N50060, N31664, N35689, N39094, N1539, N26488, N4021, N32158, N27936, N58264, N13951, N7584
U11994: N62717, N1957, N43772, N38620, N46162, N39189, N17973, N56459, N16066, N6582, N50924, N46283, N22666, N40154, N34459, N31632, N35689, N584, N62779, N45950
U12001: N15559, N47938, N61898, N7113, N22891, N54988, N60130, N59427, N529, N62692, N63303, N47190, N28408, N30273, N51009, N19025, N7584, N9883, N40119, N45953
U12023: N62358, N34400, N24509, N12380, N48487, N62521, N7957, N926, N48476, N11360, N25064, N53615, N56166, N8878, N54966, N6056, N31630, N4404, N54315, N8914
U12026: N17289, N41979, N3451, N29497, N7181, N38509, N61068, N43568, N53910, N10786, N30290, N4290, N49892, N46917, N60750, N44305, N33957, N60531, N9360, N56194
U12027: N12902, N39442, N53223, N60300, N4273, N65021, N30466, N26649, N47380, N6549, N11869, N29977, N36624, N23195, N2960, N366, N49527, N51954, N39424, N37587
U12032: N10012, N23942, N27866, N3318, N39890, N38070, N11593, N20576, N39181, N44146, N28786, N21752, N12288, N1952, N36372, N64037, N36332, N29830, N6371, N46917
U12045: N39184, N18653, N31136, N14652, N9997, N25286, N3918, N6463, N20426, N8045, N40184, N18102, N60472, N4247, N26878, N20036, N9409, N94, N22061, N52577
U12091: N9959, N51009, N10522, N2636, N43936, N19477, N8423, N2592, N41626, N32729, N53223, N53497, N63353, N45950, N40326, N29905, N37773, N19025, N2458, N52286
U12108: N11551, N39602, N24802, N4554, N55633, N55303, N23513, N49188, N7342, N49279, N53346, N46726, N60750, N48186, N60848, N13930, N24358, N46459, N43568, N46959
U12124: N13464, N17231, N60255, N39346, N36006, N30069, N27788, N48084, N31893, N62465, N24532, N3492, N28579, N43538, N49279, N41881, N18729, N40409, N51239, N9340
U12146: N49554, N64269, N29448, N41626, N1564, N8455, N62216, N62856, N57919, N2761, N53169, N24617, N44934, N30553, N64409, N30499, N3865, N37078, N32900, N48703
U12147: N49279, N1952, N46634, N38605, N39184, N46887, N25867, N64287, N60750, N8373, N29354, N52492, N25334, N2636, N32158, N41881, N10943, N39998, N16300, N30382
U12148: N15117, N18989, N37126, N19057, N20601, N9420, N16300, N39741, N15678, N3279, N26139, N45236, N26048, N9340, N31884, N31893, N43083, N18151, N14990, N42163
U1215: N32381, N57202, N49516, N32393, N5659, N17720, N60531, N35238, N63481, N7119, N5037, N57854, N42666, N6739, N57598, N60887, N48450, N47975, N18975, N33297
U12166: N59277, N48487, N8074, N4034, N49831, N43491, N39949, N32567, N39184, N24108, N35294, N61595, N2728, N35430, N57713, N36288, N1952, N9284, N8618, N48841
U1217: N64724, N9792, N17475, N63481, N27788, N30069, N26537, N35268, N29889, N31626, N45793, N6642, N9354, N22825, N41621, N7328, N20984, N59526, N13408, N28152
U12183: N23807, N46923, N5472, N26445, N63627, N34998, N18032, N60105, N34617, N5928, N31664, N24320, N45479, N18972, N48351, N31421, N584, N20603, N53496, N27702
U12226: N38764, N8456, N28340, N58569, N2528, N20764, N34297, N1021, N51585, N36394, N8114, N25837, N8889, N55518, N44897, N58656, N50657, N64902, N59526, N42224
U12239: N30466, N60750, N7010, N1768, N12588, N11622, N20819, N16628, N11570, N61682, N31958, N47380, N23502, N23489, N53113, N20676, N30553, N61973, N7674, N51700
U12265: N28112, N17363, N30466, N43115, N8267, N40808, N62921, N1952, N32945, N10294, N60779, N22556, N62939, N32053, N62465, N6638, N33638, N23165, N11153, N39814
U12282: N33363, N19057, N41626, N1952, N19292, N55396, N19013, N30290, N5880, N52939, N633, N3318, N19682, N19990, N50389, N21156, N14478, N1228, N27788, N30069
U12316: N29578, N26537, N23807, N14615, N56746, N18708, N18350, N23502, N29212, N42365, N6642, N49279, N42670, N49118, N51793, N34617, N36777, N63627, N37078, N42796
U12325: N35220, N53201, N20985, N3007, N4485, N42845, N51570, N37384, N29107, N11681, N20603, N53697, N37458, N9991, N35730, N28983, N47710, N11974, N34283, N38206
U12345: N44289, N19001, N62805, N43770, N32105, N43498, N42433, N39463, N55123, N23942, N31594, N48730, N61429, N55067, N7901, N30472, N31556, N28855, N20056, N38381
U12367: N49554, N20112, N10012, N36360, N41626, N2463, N45208, N22908, N13131, N51545, N2822, N47020, N55303, N52606, N40981, N29627, N34225, N51287, N12436, N48762
U1240: N6224, N41979, N56075, N23807, N29497, N14964, N23513, N29319, N7584, N9883, N49279, N9577, N61233, N5078, N44528, N64095, N46624, N3123, N47094, N38509
U12409: N17768, N9420, N36777, N62992, N20267, N56023, N22975, N1458, N26762, N41658, N7965, N64120, N63364, N22731, N8733, N5897, N50775, N11681, N61970, N52560
U12412: N584, N36382, N39814, N38142, N40575, N21752, N4089, N30818, N26445, N5501, N26139, N5472, N18751, N63990, N6739, N58969, N17768, N47290, N10012, N29578
U12425: N3781, N37783, N13094, N13604, N11217, N63860, N41697, N16549, N55067, N20838, N47087, N40752, N21030, N42647, N27342, N53615, N55943, N60663, N4128, N36480
U12430: N18485, N21752, N23642, N5796, N23165, N54729, N38764, N20603, N29693, N46193, N35045, N44926, N23807, N21866, N60848, N48291, N32639, N16628, N42876, N41455
U12452: N40331, N30207, N11217, N27020, N3781, N21679, N54439, N60750, N32556, N30094, N52286, N51793, N22908, N51009, N61190, N30466, N740, N17363, N18253, N38173
U12460: N61787, N63627, N51570, N17153, N5472, N32945, N46304, N1561, N18032, N8914, N28176, N61429, N61740, N53284, N50946, N53001, N33397, N63828, N25444, N12902
