U10008: N16081, N11645, N35495, N27055, N28275, N3996, N34344, N3132, N46396, N44789, N28103, N41258, N18236, N49712, N24275, N31893, N22417, N20270, N38488, N3059
U10700: N49180, N3256, N1952, N24963, N51725, N21290, N16020, N56051, N44422, N28895, N8373, N61811, N27831, N44787, N42457, N48841, N30162, N4936, N53615, N16725
U10703: N31556, N43083, N37126, N20746, N58129, N52577, N23642, N3617, N13374, N29751, N2159, N57995, N23489, N30162, N44926, N56874, N26584, N12823, N36436, N62170
U10729: N4857, N23184, N59385, N26262, N64606, N54571, N50372, N40468, N20372, N40078, N58264, N5981, N23563, N17252, N41651, N7670, N1914, N43460, N6056, N49955
U10742: N41387, N5981, N3128, N52782, N11511, N1567, N8074, N41651, N20372, N47020, N14273, N24176, N43911, N61981, N17252, N40906, N17659, N40078, N27869, N41380
U10773: N7113, N23394, N51364, N34525, N63580, N40887, N36016, N183, N43269, N3064, N22965, N26224, N3340, N31112, N11762, N7895, N30288, N6477, N59337, N23814
U10822: N24109, N28506, N37500, N40899, N1539, N9734, N58264, N28569, N63859, N55897, N38155, N31552, N40324, N63599, N34044, N35389, N16260, N22617, N33871, N62919
U1083: N17031, N16447, N27376, N5897, N7416, N57005, N25064, N4404, N63259, N10250, N38697, N48350, N23942, N37204, N23446, N13729, N1180, N41172, N38779, N44322
U10855: N14370, N61233, N17605, N18828, N47370, N65062, N16081, N27361, N32053, N48730, N59337, N5822, N50924, N62777, N6477, N64794, N54000, N53349, N41493, N46887
U10862: N58462, N31590, N7618, N26649, N14726, N18793, N33155, N32923, N15194, N56517, N18529, N48849, N3234, N11237, N53877, N64184, N51287, N36910, N39184, N14523
U10866: N58656, N49252, N2994, N10541, N6477, N1539, N64037, N59981, N42515, N37250, N20746, N31289, N6916, N43974, N60592, N27906, N55421, N26286, N30725, N57995
U10868: N35803, N15435, N50023, N31621, N46836, N35418, N16445, N21196, N10616, N44183, N46393, N15043, N34226, N45023, N31813, N35045, N6522, N64305, N18063, N32533
U10906: N60695, N37437, N63828, N20296, N61296, N2393, N62777, N38201, N50990, N30108, N27055, N19815, N1396, N40923, N44557, N55440, N26918, N11627, N36821, N62632
U10909: N63550, N50245, N41881, N1887, N45912, N43102, N10541, N23446, N12910, N5652, N36612, N14170, N14408, N19017, N52662, N36480, N6399, N49180, N6371, N42457
U10910: N8373, N49191, N14270, N23180, N33791, N33297, N25605, N51489, N61969, N3034, N60647, N10786, N27906, N15234, N29091, N62170, N4119, N57713, N54845, N37146
U10928: N25064, N58660, N19477, N32641, N48824, N52329, N1768, N4913, N62518, N27928, N3234, N13471, N15807, N60750, N7895, N45523, N30283, N1307, N28899, N48849
U10936: N17886, N36779, N57484, N56391, N29319, N4642, N22977, N23955, N45986, N12973, N14808, N3279, N14266, N21519, N40941, N16051, N34844, N4923, N55123, N46304
U10944: N5940, N48077, N43083, N51287, N38620, N45017, N27318, N15855, N25064, N6578, N47020, N16725, N35216, N63550, N48841, N62518, N44926, N22061, N4034, N7119
U10979: N30207, N32533, N21508, N5435, N26673, N63647, N63174, N13087, N36612, N45361, N52020, N8118, N23490, N2096, N53170, N11237, N13729, N50896, N40331, N49955
U1098: N30290, N61476, N1952, N38869, N1768, N28072, N47380, N65216, N33630, N31150, N43269, N18032, N60750, N34525, N41040, N11556, N16439, N28059, N48849, N51552
U11007: N62128, N9349, N14291, N43083, N14726, N8373, N14436, N35062, N61952, N58462, N47020, N1228, N28934, N60215, N20478, N43738, N38215, N21428, N61571, N42676
U11014: N57359, N49279, N15838, N14857, N28800, N14270, N41626, N4610, N19694, N41596, N51793, N9883, N29036, N55259, N43568, N39184, N23513, N57120, N43738, N62465
U1103: N56051, N23767, N49180, N58553, N9284, N15249, N1952, N18050, N36689, N41165, N43032, N36786, N61811, N48707, N23391, N7112, N5940, N63174, N15269, N21077
U11059: N38620, N17201, N35803, N15435, N51195, N19387, N34492, N22985, N30207, N48410, N28072, N11768, N41698, N48015, N47846, N45023, N3541, N7094, N46283, N23535
U11075: N13729, N23490, N26673, N48146, N56227, N59841, N53084, N27936, N65028, N65202, N4913, N3045, N35854, N16713, N12800, N23101, N6066, N18531, N52606, N18032
U11124: N4663, N44145, N13604, N1019, N40468, N64606, N12300, N58030, N14780, N25124, N6837, N57187, N51287, N31679, N25491, N34400, N15234, N5051, N21219, N57000
U11146: N31954, N10840, N36252, N52308, N35389, N60592, N34794, N33240, N54227, N34930, N50404, N48729, N47151, N42890, N2822, N46501, N29751, N45346, N44146, N57852
U11157: N55943, N28072, N41612, N36480, N25605, N4510, N54903, N36545, N33576, N36612, N63174, N14170, N31884, N15678, N45523, N28640, N37384, N57041, N59981, N28477
U11159: N12910, N33123, N9792, N57081, N7113, N41881, N61740, N57818, N61754, N18729, N1709, N13303, N23081, N62633, N28072, N48898, N62750, N30346, N29212, N40887
U11165: N43738, N49712, N9928, N34724, N59277, N5226, N18236, N54785, N38070, N11417, N41493, N7041, N7852, N14270, N47280, N43115, N46521, N39005, N1774, N42670
U11178: N24176, N49279, N29830, N10250, N60923, N10857, N37384, N46821, N366, N53599, N37702, N62358, N36796, N55943, N15628, N26251, N24429, N55712, N50588, N30089
U11185: N38381, N45361, N32533, N21508, N50896, N65021, N5435, N51858, N32870, N55435, N41714, N11974, N8456, N38029, N1815, N11869, N17543, N33, N15279, N48539
U112: N60647, N49279, N39184, N15155, N57521, N4663, N53599, N49607, N37384, N12300, N26831, N25605, N28477, N15234, N32053, N20576, N6102, N35060, N10250, N9870
U1121: N10541, N58383, N41174, N27518, N1091, N13980, N1575, N49191, N2852, N23642, N19811, N59543, N33212, N56132, N36495, N56777, N42670, N34081, N24624, N55392
U11232: N44460, N46279, N29847, N2120, N55913, N14846, N7842, N53349, N35803, N30648, N24136, N53242, N18151, N31395, N31813, N1106, N52502, N51954, N23417, N51587
U11250: N5364, N30454, N64902, N53013, N46892, N11542, N57754, N366, N19605, N55887, N34400, N54397, N62358, N40324, N62563, N16447, N58020, N22566, N27063, N46577
U11255: N19961, N56471, N36495, N39184, N52098, N28918, N41174, N49872, N37272, N28129, N40390, N59543, N27932, N49252, N55943, N34185, N19811, N57138, N60695, N37899
U11271: N37263, N41934, N12523, N18708, N64515, N60647, N36940, N39184, N20614, N31884, N31782, N19776, N48849, N31469, N23407, N53122, N15838, N39005, N36678, N47216
U11274: N54867, N30207, N30099, N52138, N36673, N47652, N19694, N53013, N37125, N41946, N28408, N11627, N55633, N53524, N25501, N23513, N31782, N9538, N7470, N41917
U11277: N22061, N24981, N7092, N61404, N4034, N61412, N23942, N43143, N15234, N57462, N46592, N43102, N12910, N28987, N35294, N58345, N39151, N24532, N19592, N59149
U11292: N15628, N37384, N1887, N1774, N19241, N19040, N41934, N46326, N18098, N37905, N11363, N9822, N61197, N4021, N47357, N33882, N25088, N32158, N56249, N36224
U11304: N36414, N7901, N35803, N36332, N6578, N4162, N13981, N58693, N37437, N34709, N23814, N31150, N3708, N14273, N22664, N16445, N52520, N63390, N3123, N47401
U11316: N28129, N10786, N34185, N39015, N57981, N4119, N51140, N15559, N59543, N59876, N22855, N46917, N42491, N25015, N3034, N41513, N62518, N27020, N42196, N57854
U11320: N31978, N6347, N37384, N9734, N40973, N2393, N30253, N13887, N40468, N49279, N11645, N60105, N14652, N46923, N59186, N7328, N63381, N48084, N54125, N17647
U11324: N28477, N42196, N15155, N37553, N46304, N25605, N39184, N37391, N60647, N56471, N5152, N15982, N8618, N47380, N48729, N37263, N55967, N45960, N5051, N47206
U11340: N37384, N20576, N49279, N41934, N32158, N25605, N24509, N5652, N62633, N60085, N5880, N39184, N64858, N47412, N34048, N25867, N59323, N62170, N7245, N29889
U11341: N39184, N22348, N60647, N28132, N49527, N5652, N43568, N35216, N49279, N31500, N30253, N10250, N50404, N4485, N25064, N40664, N9997, N17586, N23446, N23838
U11344: N47704, N57484, N47370, N39184, N56194, N60750, N41176, N51793, N60647, N10786, N55633, N29611, N10294, N19694, N5822, N46612, N45466, N27020, N23616, N35392
U11356: N11417, N50404, N10879, N23675, N37437, N17659, N6432, N18032, N30049, N44772, N62632, N35861, N3745, N13981, N8813, N16120, N6735, N63964, N46304, N12682
U11357: N9997, N30290, N3763, N10879, N36414, N47652, N11417, N34436, N11551, N49554, N50404, N7670, N7222, N43102, N27869, N12910, N55913, N23675, N59423, N60750
U11453: N30283, N3234, N811, N16790, N51364, N1307, N4675, N8687, N20036, N44737, N33012, N30658, N36359, N7895, N22978, N29152, N31552, N63859, N25860, N43360
U11454: N1660, N49279, N34601, N56080, N1180, N21196, N17031, N41612, N35803, N42590, N41627, N1106, N29772, N21030, N16445, N44183, N3708, N35486, N38490, N58965
U11465: N41714, N27342, N46836, N39832, N21508, N32533, N41006, N38381, N49831, N45361, N22624, N42653, N38029, N48849, N53599, N60647, N49881, N41737, N34490, N2528
U11473: N15043, N1952, N7121, N60750, N41626, N64409, N25491, N48762, N25471, N6066, N59602, N47902, N1495, N50896, N47370, N51858, N65021, N22221, N64515, N55176
U11474: N49279, N21508, N32533, N10250, N46836, N47370, N31884, N55943, N24435, N4272, N17289, N28640, N45361, N64148, N19661, N54903, N51793, N36910, N7901, N9928
U11489: N706, N38620, N36414, N36332, N15838, N16445, N54315, N17659, N62518, N28477, N60695, N60647, N21196, N11627, N59868, N23675, N22348, N39184, N46393, N44772
U1150: N24963, N21290, N5822, N4384, N24460, N39184, N38215, N2649, N10294, N8373, N35392, N63037, N32776, N25678, N63481, N59905, N53108, N37391, N55123, N48186
U11506: N64858, N14170, N34185, N29490, N10786, N63748, N63656, N60647, N46624, N8029, N41934, N25605, N19661, N9997, N41717, N27289, N32053, N41670, N37352, N54911
U11508: N11645, N19990, N34344, N37688, N18151, N19013, N41258, N53296, N1539, N496, N49279, N16020, N18644, N16081, N28698, N28275, N56471, N19605, N1952, N30291
U11511: N41176, N25657, N23373, N46446, N47380, N55943, N21484, N59868, N51858, N28477, N37125, N46662, N19477, N62465, N55435, N60750, N4729, N1450, N41717, N21826
U11536: N21297, N17605, N49279, N11645, N28569, N30283, N63859, N43360, N3234, N11469, N41493, N8687, N46521, N9182, N13297, N59186, N20036, N62777, N1228, N4936
U11547: N53304, N31884, N41881, N54903, N29212, N37263, N2904, N21186, N557, N9883, N15369, N4247, N47846, N39688, N21866, N21719, N36612, N53170, N28640, N8045
U11552: N46887, N51552, N50879, N10754, N56711, N8373, N35389, N54534, N16020, N41365, N13022, N31954, N61230, N58171, N55322, N63421, N16854, N34397, N33123, N34083
U11556: N10616, N49973, N52329, N57957, N8373, N46501, N55633, N19477, N37125, N32776, N6997, N62632, N36914, N18182, N24435, N43386, N35561, N27906, N11627, N60647
U1158: N9284, N15269, N49180, N10541, N59933, N20025, N50060, N22036, N5051, N61233, N36612, N63656, N8114, N8618, N12980, N52907, N42457, N61811, N19013, N31556
U11610: N42457, N47020, N3007, N4936, N9287, N7500, N64424, N40078, N28327, N49279, N8373, N41549, N35216, N20577, N36816, N10083, N6378, N50312, N60750, N23446
U1163: N60272, N58030, N54571, N23184, N59385, N23272, N9734, N24509, N22036, N43955, N4663, N38578, N37352, N60960, N56665, N64606, N48146, N43460, N34400, N22442
U11633: N55943, N36288, N41881, N16120, N47216, N37125, N60647, N1336, N47370, N11627, N36480, N46446, N23373, N25657, N5051, N53599, N25605, N28477, N8618, N13107
U11672: N47357, N46304, N46917, N54269, N28129, N51239, N20688, N4642, N12812, N11800, N21519, N28716, N29322, N25015, N59543, N50657, N32158, N48717, N49046, N23955
U11706: N39184, N60647, N34763, N60744, N14270, N18010, N22977, N5822, N28477, N36396, N43115, N7041, N46521, N19486, N8464, N16552, N23517, N43738, N50653, N32053
U11713: N41651, N47370, N9340, N47087, N6056, N49252, N6916, N36933, N23547, N31395, N58656, N40078, N1914, N65216, N37338, N41387, N28978, N16344, N6477, N47040
U11792: N60695, N51570, N44422, N54911, N2844, N61787, N5328, N39741, N28786, N26063, N41174, N54, N45178, N35220, N3087, N59277, N13131, N36414, N55371, N33670
U11801: N45912, N14170, N48487, N35393, N52424, N41172, N33332, N1985, N52102, N13827, N33120, N36545, N57713, N32078, N11511, N52312, N22036, N37204, N59277, N54966
U11828: N42196, N5940, N47380, N27318, N4913, N56051, N49191, N64264, N23180, N20764, N20036, N130, N41548, N9284, N24109, N19592, N38461, N8687, N3034, N64335
U11858: N1952, N18828, N44786, N38201, N28811, N14436, N14370, N48578, N891, N53346, N41787, N18151, N13374, N54960, N43834, N26023, N41380, N52560, N41881, N23675
U11876: N58660, N34709, N19444, N43911, N30105, N46917, N64037, N31112, N50404, N56711, N33240, N20478, N42670, N10616, N61981, N14370, N24007, N32381, N17115, N46959
U11892: N5981, N26262, N6916, N16344, N19776, N54571, N1539, N58656, N31556, N47087, N30401, N42634, N49955, N13165, N60550, N62919, N62920, N47040, N6837, N28132
U11894: N33240, N1539, N62128, N4913, N22975, N38578, N49180, N15234, N63656, N64184, N26091, N11846, N48841, N23446, N9284, N33630, N25491, N60592, N48340, N7245
U11895: N49279, N60750, N4936, N60647, N25605, N41934, N46279, N5822, N28477, N55943, N402, N29009, N7129, N24608, N41626, N59868, N20614, N16120, N35392, N10250
U11921: N55943, N30562, N27908, N41176, N12910, N28072, N60750, N28332, N25064, N53635, N51187, N61902, N29009, N33677, N43102, N33611, N55703, N50555, N46279, N60507
U11935: N53304, N17201, N26525, N51954, N11817, N29541, N11768, N23195, N51587, N28895, N20510, N32207, N22029, N55913, N42112, N24467, N7094, N36249, N58030, N29847
U11945: N60272, N34185, N63381, N41258, N23398, N14652, N43738, N57000, N584, N13604, N16035, N21679, N15155, N63415, N15234, N5152, N33490, N18729, N14270, N59082
U11963: N3234, N41881, N53572, N29889, N47704, N4913, N18449, N22975, N26224, N23132, N27936, N11762, N4384, N41717, N28307, N46279, N3123, N6532, N29212, N35609
U11979: N27908, N30562, N29541, N14990, N7330, N20961, N64424, N21128, N26488, N51253, N34865, N18426, N32031, N54238, N13833, N27936, N47576, N30769, N40887, N39907
U11994: N43106, N2120, N57957, N34004, N53242, N34480, N64748, N19683, N23805, N60272, N64037, N61230, N35389, N1952, N23417, N7842, N46501, N1344, N13887, N53349
U12001: N46624, N42634, N36931, N13165, N39442, N46862, N53561, N14170, N15315, N13907, N61969, N27289, N7121, N36351, N63656, N52782, N21147, N34400, N24509, N1539
U12023: N42365, N35861, N63415, N36786, N15234, N15628, N6399, N59868, N36292, N57000, N28876, N43342, N28506, N45590, N37500, N40899, N35060, N34617, N54593, N11360
U12026: N50404, N33240, N52308, N17701, N36252, N31954, N22975, N35815, N19746, N23675, N21571, N22816, N11417, N36016, N36414, N42670, N1920, N61296, N45319, N38578
U12027: N12627, N30207, N47380, N43190, N60750, N3745, N10969, N46862, N62632, N36914, N42196, N30717, N61969, N37553, N20746, N59320, N51119, N23513, N26967, N29830
U12032: N37204, N24686, N47087, N64037, N38578, N16344, N54752, N60895, N27289, N60592, N55703, N58656, N40987, N41165, N45509, N23490, N12910, N43102, N57226, N25088
U12045: N55913, N21196, N50023, N36186, N35803, N13087, N45023, N38490, N46393, N41627, N51704, N44183, N29553, N4059, N16445, N28203, N31813, N29801, N12043, N32533
U12091: N47370, N55029, N13087, N23616, N16081, N9267, N60750, N48100, N15043, N54867, N49328, N41626, N30099, N56194, N26091, N40808, N46887, N12730, N21539, N47020
U12108: N9724, N39184, N26781, N61532, N40941, N4649, N18644, N48186, N36293, N5152, N32257, N49279, N7342, N41505, N20003, N50713, N29319, N34600, N30572, N63415
U12124: N8687, N20036, N7895, N33012, N30283, N34382, N28569, N6477, N63859, N36359, N31005, N31552, N25860, N25980, N51364, N21077, N63415, N60255, N15559, N43360
U12146: N32533, N21508, N61787, N55518, N36673, N51570, N30207, N25501, N28591, N1458, N1561, N27891, N53524, N44823, N45630, N32145, N60059, N35495, N56573, N24894
U12147: N46917, N25605, N19477, N10786, N22855, N60750, N42365, N55943, N60647, N39184, N402, N28477, N60663, N1887, N38029, N46887, N54903, N36480, N14270, N9928
U12148: N36414, N23675, N25165, N8373, N11551, N64305, N44772, N34436, N23196, N60695, N11417, N58693, N5980, N41365, N706, N5288, N61571, N16096, N7819, N64037
U1215: N8373, N35389, N47704, N10786, N22417, N2960, N41365, N60647, N48849, N5822, N39184, N47572, N64037, N2869, N58171, N57484, N154, N55123, N24460, N32776
U12166: N49180, N30253, N15855, N32806, N24981, N26352, N21196, N37204, N38620, N31813, N23942, N42457, N10812, N59149, N4034, N4258, N37702, N7245, N62621, N409
U1217: N29212, N34283, N51711, N49104, N54988, N22575, N14802, N50879, N22483, N21719, N56493, N25623, N53201, N38080, N30108, N59653, N14638, N64724, N13374, N26336
U12183: N38697, N52020, N52329, N18729, N48077, N18485, N30207, N14359, N61429, N61754, N8361, N34998, N60750, N8559, N60647, N38381, N42803, N18332, N54442, N3517
U12226: N50007, N4663, N31050, N60192, N4021, N4118, N20331, N54315, N33871, N33929, N40899, N37500, N45590, N28506, N26967, N4505, N40943, N16260, N24458, N24429
U12239: N48824, N47216, N24435, N4729, N23406, N1336, N55259, N41946, N19694, N9538, N37125, N48796, N64508, N54912, N8361, N43053, N29036, N49279, N21826, N52329
U12265: N57041, N23446, N6926, N6477, N28072, N39399, N53170, N52102, N52129, N6761, N24176, N37204, N41934, N55943, N59277, N42634, N14170, N20614, N15628, N55949
U12282: N29961, N33123, N36016, N28307, N19746, N17458, N21885, N7618, N58462, N16844, N22483, N63421, N35272, N25623, N21719, N1228, N14291, N5050, N47975, N16311
U12316: N57957, N34048, N56132, N7568, N30290, N25471, N1450, N25165, N19694, N38550, N58171, N55942, N8373, N37384, N60322, N15477, N19420, N46393, N23180, N43361
U12325: N32533, N48351, N41714, N21508, N27342, N55435, N38381, N65021, N41006, N1815, N17543, N45361, N38029, N6735, N11974, N33, N51858, N5435, N39832, N22855
U12345: N24109, N49279, N27079, N18708, N20614, N39184, N4404, N20576, N17193, N21310, N41881, N46923, N41934, N3123, N25605, N53069, N7010, N57005, N6790, N58660
U12367: N23513, N41673, N21539, N19477, N4729, N52939, N33123, N61754, N29450, N17605, N11469, N13907, N51793, N22061, N52138, N41817, N62777, N50314, N20836, N24435
U1240: N45523, N64095, N23513, N51793, N57359, N39184, N57484, N28800, N18010, N49279, N36779, N48186, N6735, N52138, N18032, N42365, N55123, N36612, N61682, N20709
U12409: N14270, N28800, N60647, N57734, N8373, N27055, N47151, N28103, N30172, N58237, N7874, N16051, N18010, N16439, N3132, N19998, N5152, N54401, N63913, N16126
U12412: N51552, N35495, N18010, N28800, N5822, N14699, N58131, N11569, N60750, N50924, N7655, N52069, N24460, N8373, N35389, N15043, N43259, N21885, N43383, N19996
U12425: N19661, N5940, N49180, N7901, N409, N3123, N39832, N12300, N42457, N62391, N15855, N3131, N30253, N38578, N54125, N38620, N38733, N57041, N1019, N3126
U12430: N45988, N48351, N15043, N32145, N27891, N19694, N47216, N9806, N37125, N52138, N3957, N28150, N25040, N11627, N1946, N25096, N50514, N11931, N27545, N44823
U12452: N36673, N28150, N30717, N53524, N23675, N19298, N1106, N10651, N36414, N17998, N53013, N51570, N53322, N44772, N62632, N55887, N7470, N11793, N18995, N26818
U12460: N23446, N49180, N63550, N5940, N56051, N42457, N9284, N61811, N15855, N15269, N63174, N3123, N23767, N11681, N20025, N38620, N46624, N10083, N14170, N58553
