U93097: N31373, N23938, N52492, N1575, N64273, N811, N37666, N35671, N9368, N27307, N22816, N49279, N26485, N47020, N13374, N23446, N54562, N53572, N938, N44289
U49248: N811, N37666, N52973, N48740, N35671, N31373, N23938, N36416, N52492, N9368, N1575, N64273, N46783, N24802, N22816, N53572, N27307, N13374, N23616, N54562
U70227: N37666, N52973, N48740, N811, N23938, N27307, N15391, N45416, N36416, N54562, N22816, N31373, N35671, N13374, N26521, N49279, N52492, N1575, N9368, N64273
U1565: N37666, N48740, N811, N52973, N47020, N36416, N31373, N22816, N35671, N23938, N13374, N52492, N1575, N64273, N9368, N383, N26485, N15391, N44289, N53572
U64630: N37666, N48740, N52973, N35671, N22816, N27307, N31373, N54562, N47020, N36416, N49279, N23938, N52492, N1575, N64273, N9368, N41881, N53572, N26485, N57189
U59856: N37666, N811, N22816, N48740, N35671, N29126, N53572, N37261, N54562, N31590, N14291, N32257, N47020, N383, N26485, N36416, N31373, N15391, N10754, N23938
U94057: N48740, N811, N27307, N22816, N23446, N54562, N52103, N938, N13374, N383, N10083, N57189, N38841, N43955, N44289, N14354, N52907, N46749, N49279, N57560
U93422: N47020, N811, N37666, N48740, N52973, N23938, N36416, N52492, N35671, N31373, N54562, N15391, N1575, N64273, N22816, N45416, N383, N13374, N9368, N26485
U52813: N811, N48740, N35671, N52973, N22816, N36416, N31373, N23938, N52492, N1575, N64273, N27307, N9368, N938, N54562, N13374, N383, N49279, N53572, N44289
U58543: N37666, N811, N48740, N47020, N52973, N36416, N31373, N22816, N23938, N15391, N52492, N35671, N1575, N64273, N54562, N383, N27307, N13374, N49279, N45416
U25788: N47020, N31373, N23938, N52492, N811, N1575, N64273, N37666, N13374, N48740, N35671, N54562, N15391, N52973, N22816, N45416, N46379, N8889, N383, N9368
U477: N811, N37666, N48740, N47020, N35671, N27307, N23446, N26485, N31373, N36416, N23938, N49279, N52492, N1575, N22816, N64273, N938, N54562, N15391, N10612
U28934: N811, N35671, N26485, N31373, N53572, N36416, N23938, N22816, N52492, N1575, N64273, N23446, N9368, N27307, N938, N54562, N43955, N383, N13374, N10083
U71949: N48740, N811, N37666, N52973, N938, N9368, N53572, N23446, N31373, N27307, N52492, N36416, N1575, N23938, N64273, N22816, N26485, N35671, N43955, N13374
U1825: N47020, N37666, N23938, N36416, N48740, N811, N52492, N52973, N1575, N64273, N15391, N22816, N54562, N45416, N383, N9368, N46379, N8889, N27307, N53572
U40375: N811, N48740, N37666, N52973, N35671, N36416, N31373, N23938, N54562, N52492, N1575, N938, N47020, N64273, N26485, N383, N9368, N53572, N27307, N13374
U93079: N37666, N811, N35671, N36416, N23938, N31373, N52492, N27307, N1575, N15391, N64273, N22816, N49279, N54562, N9368, N938, N44289, N26485, N45416, N383
U32858: N35671, N811, N37666, N48740, N52973, N22816, N13374, N27307, N54562, N383, N53572, N15391, N47020, N32257, N9368, N938, N18972, N45416, N26485, N44289
U46157: N811, N37666, N52973, N35671, N938, N9368, N36416, N31373, N23938, N53572, N52492, N54562, N1575, N64273, N47020, N27307, N383, N13374, N18063, N38841
U7006: N811, N48740, N37666, N52973, N9368, N35671, N26485, N31373, N36416, N23938, N1575, N52492, N64273, N22816, N27307, N53572, N938, N23446, N54562, N13374
U11489: N48740, N37666, N811, N27307, N35671, N22816, N49279, N36416, N23938, N31373, N13374, N52492, N26485, N9368, N1575, N938, N64273, N54562, N23446, N15391
U16921: N51318, N26595, N14333, N60686, N60895, N37666, N48740, N811, N22816, N21019, N57189, N31373, N36416, N52492, N23938, N54562, N52973, N1575, N64273, N47020
U7467: N811, N36416, N23938, N48740, N13374, N52492, N35671, N1575, N64273, N52973, N22816, N15391, N54562, N27307, N9368, N45416, N49279, N938, N44289, N383
U72347: N48740, N811, N37666, N52973, N47020, N27307, N49279, N35671, N36416, N31373, N23938, N52492, N1575, N41881, N64273, N22816, N15391, N13374, N26485, N23446
U64834: N811, N48740, N52973, N27307, N22816, N54562, N49279, N35671, N383, N15391, N36416, N31373, N23938, N9368, N41881, N53572, N52492, N1575, N13374, N64273
U55426: N811, N37666, N48740, N52973, N22816, N383, N47020, N54562, N35671, N21019, N27307, N938, N9368, N32257, N53572, N38841, N26485, N36416, N31373, N14354
U14873: N52973, N48740, N811, N27307, N37666, N26485, N53572, N35671, N23184, N9368, N22816, N31373, N36416, N23938, N52492, N1575, N64273, N23446, N43955, N54562
U64356: N811, N48740, N37666, N35671, N47020, N52973, N36416, N13374, N31373, N15391, N22816, N23938, N52492, N1575, N64273, N938, N54562, N9368, N45416, N27307
U61694: N811, N52973, N22816, N35671, N26485, N27307, N31373, N36416, N53572, N23938, N52492, N1575, N64273, N47020, N54562, N9368, N938, N383, N11415, N38841
U80535: N47020, N37666, N52973, N36416, N31373, N48740, N811, N52492, N1575, N64273, N35671, N15391, N54562, N13374, N27307, N53572, N22816, N9368, N45416, N37250
U79211: N48740, N52973, N35671, N22816, N36416, N31373, N23938, N1575, N52492, N64273, N53572, N27307, N26485, N938, N23446, N54562, N13374, N57189, N383, N47020
U75003: N811, N52973, N22816, N47020, N27307, N49279, N31373, N36416, N53572, N23938, N52492, N1575, N64273, N9368, N54562, N23446, N938, N383, N15391, N44289
U8952: N48740, N811, N37666, N35671, N26485, N31373, N22816, N36416, N23938, N52492, N1575, N64273, N9368, N27307, N54562, N938, N13374, N47020, N10083, N23446
U33479: N811, N35671, N53572, N31373, N36416, N22816, N23938, N52492, N1575, N64273, N938, N9368, N54562, N383, N59933, N13374, N47020, N49180, N59602, N38841
U90413: N811, N48740, N35671, N47020, N26485, N27307, N52973, N49279, N9368, N45416, N53572, N22816, N13374, N10083, N54562, N59933, N44289, N938, N49180, N57560
U51301: N811, N48740, N37666, N18063, N35671, N36416, N52492, N52973, N31373, N23938, N1575, N12635, N64273, N54562, N47020, N9368, N938, N26485, N23616, N27307
U44701: N47020, N37666, N811, N48740, N36416, N31373, N52973, N35671, N52492, N1575, N64273, N15391, N22816, N27307, N26485, N49279, N45416, N9368, N938, N53572
U23425: N47020, N31373, N36416, N1575, N52492, N64273, N35671, N13374, N37666, N811, N52973, N48740, N36495, N43822, N15391, N39651, N436, N40390, N23446, N52009
U41646: N37666, N811, N36416, N48740, N52973, N23938, N31373, N22816, N13374, N52492, N1575, N64273, N35671, N53572, N47020, N54562, N26485, N9368, N383, N15391
U46367: N47020, N37666, N811, N35671, N36416, N23938, N31373, N48740, N52492, N1575, N64273, N52973, N22816, N46379, N8889, N41541, N54562, N27307, N383, N35725
U46664: N39393, N48740, N37666, N52973, N811, N35671, N23446, N26485, N53572, N32257, N49279, N52103, N31373, N9368, N383, N54562, N27307, N36416, N23938, N22816
U74661: N811, N48740, N13374, N35671, N47020, N22816, N52973, N36416, N31373, N54562, N23938, N15391, N52492, N1575, N64273, N9368, N45416, N383, N38841, N14354
U19054: N47020, N8889, N46379, N37666, N13374, N23938, N36416, N15391, N31373, N35671, N1091, N48740, N52973, N45416, N811, N18972, N1575, N52492, N29004, N64273
U4803: N22816, N35671, N27307, N54562, N9368, N36416, N31373, N26485, N23938, N52492, N938, N1575, N64273, N383, N13374, N47020, N58264, N44289, N23446, N49279
U72051: N811, N48740, N37666, N52973, N22816, N47020, N27307, N36416, N54562, N9368, N31373, N23938, N52492, N13374, N1575, N64273, N383, N53572, N26485, N44289
U47460: N48740, N35671, N37666, N52973, N22816, N47020, N53572, N15391, N8889, N46379, N27307, N9368, N938, N383, N26485, N32257, N45416, N44289, N38841, N35725
U29628: N48740, N811, N37666, N52973, N47020, N22816, N35671, N27307, N49279, N36416, N9368, N23938, N31373, N52492, N1575, N64273, N938, N44289, N26485, N53572
U33182: N811, N48740, N22816, N54562, N35671, N9368, N36416, N47020, N31373, N27307, N23938, N52492, N1575, N64273, N26485, N13374, N38841, N15391, N28597, N14354
U55702: N811, N52973, N37666, N26485, N35671, N36416, N31373, N22816, N23938, N52492, N1575, N64273, N938, N53572, N13374, N54562, N27307, N23446, N383, N47020
U56195: N811, N37666, N48740, N52973, N35671, N26485, N9368, N36416, N938, N31373, N23938, N54562, N52492, N53572, N1575, N64273, N27307, N47020, N38841, N15391
U36876: N32257, N811, N9368, N52973, N13374, N48740, N24320, N37666, N5162, N35671, N31373, N15391, N36416, N23938, N41881, N47020, N53572, N52492, N1575, N64273
U37228: N811, N37666, N48740, N47020, N27307, N52973, N35671, N49279, N54562, N23938, N31373, N36416, N938, N9368, N35725, N1575, N52492, N64273, N15391, N38779
U26452: N37666, N811, N52973, N35671, N26485, N22816, N54562, N938, N36416, N53572, N47020, N9368, N31373, N23938, N52492, N1575, N64273, N38841, N27307, N383
U27618: N47020, N52973, N37666, N48740, N36416, N811, N23938, N31373, N35671, N13374, N52492, N42844, N1575, N26485, N64273, N54562, N28597, N53572, N52103, N26521
U45070: N48740, N35671, N37666, N36416, N31373, N23446, N23938, N52492, N1575, N64273, N26485, N53572, N27307, N22816, N9368, N54562, N938, N43955, N10083, N13374
U36953: N811, N37666, N48740, N52973, N22816, N35671, N26485, N9368, N36416, N47020, N31373, N23938, N54562, N938, N52492, N1575, N64273, N53572, N383, N27307
U43586: N811, N52973, N47020, N22816, N36416, N31373, N23938, N52492, N1575, N64273, N35671, N53572, N27307, N54562, N26485, N938, N9368, N383, N57189, N38841
U59956: N48740, N811, N12761, N37666, N52973, N23938, N35671, N46783, N24802, N53572, N36416, N31373, N52492, N1575, N64273, N13374, N383, N11415, N938, N57189
U84155: N811, N48740, N37666, N52973, N27307, N22816, N35671, N36416, N31373, N23938, N52492, N1575, N26485, N64273, N13374, N41881, N383, N9368, N53572, N15391
U58777: N48740, N811, N52973, N26485, N37666, N36416, N31373, N23938, N52492, N1575, N64273, N23446, N56164, N59933, N32630, N277, N27307, N53572, N9368, N54562
U14950: N811, N37666, N52973, N35671, N22816, N52492, N27307, N26485, N36416, N31373, N23938, N1575, N64273, N9368, N54562, N53572, N23446, N13374, N47020, N938
U89600: N48740, N35671, N37666, N52973, N22816, N13374, N53572, N15391, N26485, N9368, N938, N54562, N27307, N47020, N23446, N383, N41881, N45416, N8889, N46379
U86745: N37666, N811, N48740, N47020, N22816, N35671, N36416, N27307, N31373, N23938, N383, N52492, N1575, N64273, N9368, N53572, N54562, N15391, N26485, N938
U22901: N48740, N811, N52973, N31373, N22816, N36416, N23938, N52492, N1575, N64273, N53572, N26485, N938, N54562, N27307, N47020, N383, N38841, N13374, N23446
U27165: N811, N47020, N52973, N22816, N35671, N27307, N36416, N31373, N15391, N23938, N54562, N52492, N1575, N938, N9368, N64273, N44289, N45416, N13374, N383
U36715: N47020, N811, N37666, N35671, N52973, N13374, N48740, N36416, N31373, N23938, N15391, N1575, N22816, N52492, N64273, N45416, N54562, N53572, N27307, N46379
U11012: N811, N48740, N52973, N35671, N37666, N22816, N27307, N54562, N13374, N938, N47020, N23446, N15391, N383, N45416, N38841, N57189, N43955, N44289, N14354
U49037: N37666, N811, N48740, N52973, N35671, N47020, N36416, N31373, N23938, N52492, N27307, N1575, N383, N64273, N53572, N26485, N49279, N9368, N938, N13374
U12848: N37666, N48740, N811, N47020, N23938, N52973, N22816, N31373, N35671, N36416, N52492, N383, N1575, N13374, N64273, N54562, N9368, N27307, N49279, N15391
U6268: N26485, N52973, N811, N48740, N37666, N35671, N27307, N23446, N59933, N53572, N31373, N10083, N36416, N23938, N52492, N1575, N64273, N52103, N49279, N9368
U35664: N47020, N37666, N23938, N811, N48740, N36416, N52973, N31373, N22816, N52492, N1575, N64273, N15391, N54562, N383, N45416, N9368, N46379, N8889, N27307
U92350: N48740, N52973, N811, N37666, N47020, N9368, N35671, N22816, N53572, N31373, N938, N36416, N23938, N27307, N32257, N1575, N52492, N64273, N11415, N383
U36170: N811, N37666, N52973, N35671, N27307, N36416, N31373, N23938, N52492, N22816, N1575, N64273, N26485, N938, N47020, N53572, N9368, N23446, N13374, N54562
U61146: N48740, N22816, N37666, N35671, N54562, N52973, N52492, N31373, N36416, N23938, N383, N1575, N64273, N938, N53572, N13374, N27307, N26485, N9368, N44289
U37794: N48740, N811, N37666, N35671, N52973, N36416, N31373, N47020, N23938, N52492, N9368, N1575, N938, N64273, N46379, N8889, N27307, N13374, N54562, N15391
U5750: N37666, N811, N22816, N383, N31373, N36416, N35671, N23938, N52492, N54562, N27307, N1575, N64273, N32257, N53572, N938, N9368, N13374, N26485, N38841
U8028: N37666, N36416, N31373, N23938, N52492, N1575, N64273, N811, N47020, N48740, N35671, N52973, N54562, N13374, N53572, N22816, N27307, N15391, N26485, N9368
U7892: N811, N37666, N48740, N52973, N47020, N22816, N27307, N49279, N35671, N54562, N15391, N44289, N13374, N36416, N31373, N23938, N53572, N52492, N45416, N1575
U45134: N811, N37666, N48740, N52973, N22816, N27307, N47020, N35671, N53572, N31373, N36416, N23938, N1575, N52492, N54562, N64273, N26485, N938, N383, N49279
U39696: N811, N35671, N48740, N13374, N47020, N52973, N22816, N15391, N54562, N53572, N45416, N9368, N27307, N26485, N383, N44289, N938, N51867, N49279, N38841
U23950: N811, N48740, N37666, N35671, N22816, N31373, N36416, N23938, N52492, N27307, N1575, N26485, N64273, N53572, N47020, N9368, N23446, N938, N54562, N44289
U8466: N37666, N811, N48740, N52973, N47020, N22816, N27307, N26485, N35671, N36416, N31373, N49279, N23938, N9368, N52492, N383, N1575, N64273, N938, N53572
U3752: N811, N37666, N52973, N36416, N53572, N35671, N31373, N23938, N48740, N26485, N52492, N1575, N57189, N64273, N47020, N54562, N9368, N22816, N23616, N49279
U89007: N47020, N37666, N811, N55281, N16804, N14802, N23938, N13408, N20413, N45498, N35671, N13374, N31373, N48740, N36416, N27307, N22816, N54562, N52973, N52492
U43104: N26650, N811, N37666, N47020, N52973, N22816, N54562, N36416, N35671, N31373, N23938, N52492, N26485, N27307, N383, N1575, N64273, N53572, N938, N49279
U15869: N811, N37666, N52973, N22816, N35671, N9368, N27307, N54562, N31373, N36416, N47020, N23938, N26485, N52492, N1575, N64273, N383, N15391, N13374, N53572
U478: N48740, N37666, N811, N52973, N47020, N35671, N22816, N36416, N31373, N23938, N52492, N1575, N64273, N54562, N27307, N26485, N53572, N42844, N9368, N15391
U2308: N15279, N35671, N811, N938, N37666, N1575, N22816, N36416, N31373, N23938, N52492, N48740, N64273, N38841, N14354, N52907, N383, N52973, N23616, N18063
U16679: N48740, N811, N37666, N47020, N27307, N52973, N44289, N35671, N22816, N938, N26485, N13374, N383, N53572, N42844, N9368, N54562, N15391, N47854, N35725
U63278: N48740, N52973, N22816, N47020, N54562, N35671, N36416, N383, N31373, N23938, N52492, N1575, N64273, N13374, N53572, N26485, N938, N15391, N27307, N9368
U64288: N48740, N37666, N52973, N13374, N54562, N22816, N47020, N27307, N53572, N26485, N15391, N938, N383, N45416, N44289, N38841, N57189, N14354, N52907, N23446
U16862: N811, N37666, N48740, N22816, N9368, N35671, N52973, N52492, N54562, N47020, N383, N36416, N31373, N27307, N1575, N23938, N938, N64273, N26485, N44289
U17962: N37666, N48740, N811, N52973, N11415, N22816, N31373, N36416, N23938, N47020, N52492, N1575, N64273, N27307, N54562, N938, N15391, N38841, N48426, N13374
U53267: N811, N48740, N52973, N26485, N37666, N22816, N27307, N23446, N54562, N9368, N46749, N59933, N10083, N13374, N32257, N938, N52103, N59602, N25620, N43955
U62965: N48740, N811, N37666, N35671, N22816, N26485, N31373, N36416, N23938, N52492, N27307, N1575, N64273, N54562, N23446, N13374, N47020, N11415, N59933, N383
U5931: N811, N48740, N22816, N52973, N47020, N36416, N31373, N52492, N23938, N1575, N35671, N64273, N27307, N26485, N49279, N53572, N54562, N383, N9368, N2034
U16347: N48740, N52973, N23446, N9368, N811, N37666, N26485, N27307, N35671, N36416, N31373, N23938, N52492, N1575, N64273, N53572, N62809, N22816, N11415, N10083
U89681: N37666, N52973, N811, N35671, N26485, N938, N383, N47020, N27307, N31373, N36416, N59602, N23938, N52492, N1575, N54562, N64273, N38841, N55322, N53572
U34263: N52973, N37666, N938, N35671, N31373, N36416, N53572, N23938, N52492, N1575, N27307, N64273, N26485, N54562, N47020, N383, N23446, N11415, N43955, N52103
U20755: N48740, N811, N52973, N53572, N35671, N31373, N36416, N23938, N52492, N1575, N64273, N27307, N9368, N22816, N54562, N23446, N938, N13374, N10083, N11415
U11685: N811, N48740, N37666, N22816, N31373, N36416, N23938, N52492, N1575, N64273, N47020, N54562, N53572, N27307, N938, N26485, N9368, N13374, N38841, N15391
U44804: N48740, N811, N52973, N47020, N37666, N22816, N18063, N9368, N938, N35671, N54562, N36416, N26485, N23938, N31373, N52492, N1575, N64273, N27307, N53572
U15626: N13374, N811, N47020, N52973, N35671, N36416, N22816, N31373, N23938, N52492, N1575, N383, N64273, N27307, N54562, N15391, N26485, N9368, N44289, N53572
U88679: N811, N48740, N52973, N37666, N27307, N31373, N36416, N23938, N52492, N1575, N64273, N53572, N49279, N26485, N35671, N22816, N9368, N54562, N57189, N383
U58294: N811, N37666, N48740, N52973, N26485, N35671, N36416, N31373, N23938, N52492, N1575, N64273, N938, N27307, N383, N9368, N52103, N13374, N38841, N14354
U36032: N48740, N37666, N52973, N22816, N53572, N35671, N31373, N36416, N23938, N27307, N52492, N1575, N64273, N26485, N54562, N938, N13374, N47020, N9368, N383
U71185: N811, N37666, N48740, N22816, N52973, N47020, N35671, N9368, N27307, N383, N31373, N36416, N54562, N44289, N23938, N15391, N13374, N52492, N1575, N64273
U73949: N48740, N37666, N811, N26485, N22816, N52973, N54562, N9368, N47020, N35671, N36416, N58264, N31373, N52492, N23938, N27307, N53572, N1575, N64273, N938
U9463: N811, N48740, N52973, N49279, N35671, N9368, N22816, N36416, N54562, N27307, N31373, N23938, N15391, N52492, N938, N1575, N64273, N13374, N26485, N53572
U33570: N48740, N18063, N12608, N17070, N22816, N37666, N33630, N938, N52973, N31373, N36416, N23938, N1575, N52492, N64273, N9368, N17659, N35671, N1567, N7328
U25938: N811, N48740, N37666, N52973, N35671, N22816, N27307, N13374, N53572, N47020, N9368, N54562, N383, N938, N49279, N26485, N44289, N38841, N41881, N32257
U10062: N37666, N811, N48740, N47020, N27307, N36416, N31373, N23938, N52492, N1575, N64273, N13374, N54562, N383, N9368, N938, N26485, N44289, N41881, N35725
U5878: N811, N37666, N52973, N22816, N54562, N47020, N27307, N53572, N26485, N9368, N383, N44289, N38841, N46379, N8889, N14354, N52907, N32257, N18972, N35725
U24677: N811, N47020, N48740, N37666, N13374, N52973, N22816, N23938, N383, N35671, N36416, N31373, N9368, N54562, N938, N52492, N1575, N64273, N15391, N49279
U49546: N37666, N48740, N47020, N22816, N52973, N36416, N31373, N23938, N52492, N13374, N1575, N64273, N9368, N938, N27307, N15391, N383, N53572, N44289, N46379
U23568: N48740, N811, N52973, N22816, N35671, N36416, N27307, N47020, N31373, N23938, N52492, N53572, N1575, N26485, N64273, N9368, N54562, N938, N49279, N383
U59884: N37666, N48740, N811, N52973, N26485, N35671, N36416, N31373, N23938, N52492, N1575, N22816, N64273, N27307, N9368, N53572, N54562, N47020, N39094, N383
U35178: N811, N48740, N37666, N47020, N52973, N35671, N22816, N13374, N36416, N31373, N54562, N23938, N52492, N1575, N9368, N64273, N15391, N44289, N53572, N383
U68344: N48740, N811, N37666, N52973, N35671, N47020, N22816, N36416, N31373, N9368, N23938, N52492, N1575, N54562, N64273, N27307, N53572, N938, N15391, N26485
U12061: N37666, N811, N48740, N52973, N22816, N35671, N47020, N54562, N938, N13374, N44289, N36416, N27307, N23938, N31373, N52492, N1575, N64273, N9368, N49279
U89435: N811, N48740, N37666, N35671, N22816, N36416, N31373, N23938, N52492, N27307, N1575, N64273, N54562, N13374, N53572, N9368, N26485, N383, N47020, N938
U41689: N48740, N811, N52973, N53572, N35671, N31373, N22816, N36416, N27307, N23938, N52492, N1575, N64273, N9368, N23446, N383, N938, N54562, N52103, N11415
U10282: N47020, N48740, N811, N36416, N52973, N31373, N23938, N35671, N52492, N13374, N15391, N1575, N64273, N45416, N22816, N9368, N54562, N27307, N29087, N26485
U74263: N37666, N48740, N47020, N22816, N35671, N52973, N36416, N52492, N31373, N23938, N27307, N1575, N64273, N938, N44289, N15391, N54562, N383, N49279, N13374
U63884: N811, N48740, N37666, N35671, N52973, N36416, N47020, N27307, N31373, N23938, N52492, N1575, N64273, N53572, N54562, N26485, N383, N49279, N938, N9368
U77892: N811, N54606, N23446, N37666, N7092, N37263, N18024, N47020, N22816, N52103, N52973, N38841, N14354, N52907, N48740, N13374, N32344, N59189, N31782, N2761
U76428: N48740, N811, N37666, N52973, N47020, N35671, N9368, N36416, N31373, N23938, N22816, N52492, N49279, N1575, N64273, N27307, N54562, N938, N383, N26485
U29672: N37666, N48740, N27307, N52973, N35671, N31373, N36416, N52492, N23938, N22816, N1575, N64273, N26485, N47020, N383, N9368, N49279, N44289, N938, N35725
U83570: N48740, N811, N37666, N22816, N47020, N9368, N35671, N27307, N54562, N44289, N36416, N938, N31373, N23938, N52492, N383, N13374, N1575, N64273, N15391
U86138: N37666, N52973, N811, N47020, N35671, N27307, N22816, N36416, N31373, N23938, N15391, N26485, N52492, N1575, N53572, N64273, N54562, N32257, N383, N938
