U10008: N17778, N41551, N409, N4662, N49766, N46137, N26584, N53590, N49510, N50645, N11846, N6935, N15429, N27831, N38898, N30724, N33959, N11627, N63828, N28413
U10700: N12608, N21219, N40154, N60631, N46389, N7007, N30639, N46521, N52520, N28523, N34525, N58941, N21679, N42604, N14871, N31012, N3776, N22975, N63805, N18485
U10703: N27552, N3640, N42844, N724, N38371, N60960, N42890, N23593, N22037, N37263, N45590, N18236, N63974, N34090, N55857, N41074, N3116, N37146, N45586, N53242
U10729: N49831, N26224, N46736, N41513, N32731, N57818, N58693, N8322, N24675, N37636, N48887, N53298, N14809, N58814, N53075, N42803, N36555, N8267, N6532, N5050
U10742: N34925, N31136, N54066, N64459, N58540, N52218, N22468, N15083, N15489, N37146, N26433, N32990, N23695, N22257, N1878, N29517, N29862, N7466, N35340, N21712
U10773: N39050, N6816, N12869, N43478, N34925, N6347, N33265, N45416, N33315, N52208, N32158, N22149, N4034, N11270, N14025, N16844, N43246, N47781, N60858, N1837
U10822: N34044, N47848, N2563, N16323, N3806, N36394, N40854, N36664, N44448, N29892, N24424, N3618, N57301, N29128, N50167, N36779, N40493, N51457, N37786, N39949
U1083: N46338, N41640, N12344, N38697, N48515, N35803, N34750, N41737, N1021, N61068, N11698, N41979, N5908, N57426, N40695, N23589, N45590, N16854, N55622, N50389
U10855: N53075, N17975, N12239, N29442, N54422, N47095, N58881, N26155, N46452, N39005, N57952, N57189, N34642, N45509, N43115, N17586, N34940, N64671, N10142, N19592
U10862: N29917, N9335, N6566, N26057, N15894, N36516, N47087, N50912, N62341, N36394, N45243, N5655, N36045, N353, N42928, N53108, N1110, N32074, N59186, N26819
U10866: N27252, N32012, N3437, N4642, N44146, N35682, N40119, N51344, N52776, N46862, N30717, N28771, N7245, N7789, N48302, N42378, N34764, N62111, N37786, N21437
U10868: N52424, N61699, N33169, N32277, N5076, N37527, N1330, N34998, N5370, N54401, N51140, N54562, N42644, N50007, N28918, N39219, N44427, N4258, N8361, N58609
U10906: N54049, N40887, N20709, N52850, N22257, N56884, N21519, N14170, N49881, N3361, N53113, N49892, N11036, N14056, N2761, N4118, N10278, N52153, N55029, N23101
U10909: N53897, N38145, N57000, N36394, N37531, N31519, N47764, N4554, N21679, N57972, N46703, N2277, N3996, N19770, N10051, N40403, N59577, N39346, N50912, N17778
U10910: N42491, N21004, N55668, N2636, N51898, N59749, N2960, N64735, N59186, N40854, N50990, N49074, N63627, N36480, N23778, N58656, N57332, N35854, N6258, N57813
U10928: N51704, N4089, N61571, N12910, N60639, N7336, N50166, N60757, N54277, N41133, N53304, N49001, N31703, N15541, N13834, N2762, N8595, N11237, N62880, N12029
U10936: N15881, N29228, N59307, N20521, N27063, N47846, N10278, N3969, N28420, N33894, N31948, N53923, N40365, N28998, N53754, N23508, N45384, N42972, N50006, N61404
U10944: N11469, N39883, N50023, N21019, N63773, N59186, N18182, N6664, N2041, N33526, N59749, N61657, N8029, N2530, N16323, N45812, N23805, N53406, N31469, N19003
U10979: N21077, N18118, N29856, N53562, N61412, N46336, N16118, N52750, N7799, N48533, N23977, N23398, N25501, N39318, N34852, N5582, N43227, N9318, N58569, N27831
U1098: N31948, N32776, N36628, N42590, N14597, N36516, N34457, N15285, N19080, N56620, N5928, N55191, N51800, N57700, N21372, N21752, N63793, N46084, N30108, N22600
U11007: N1573, N56716, N21535, N39890, N14328, N45967, N40752, N34925, N39602, N54869, N47916, N3920, N2624, N34735, N31763, N28734, N5652, N25411, N35575, N2447
U11014: N36786, N8616, N21866, N55435, N51010, N3589, N12391, N62170, N31086, N26172, N27110, N7288, N5610, N34949, N46992, N49038, N45338, N36910, N42538, N45988
U1103: N41979, N18063, N40656, N61228, N55378, N47490, N2852, N48100, N7658, N6255, N42491, N34490, N729, N62777, N44422, N8114, N12517, N13498, N5472, N761
U11059: N47916, N57085, N10278, N3190, N12910, N28962, N3742, N56113, N52635, N37589, N16931, N16741, N57034, N55609, N20776, N2528, N53593, N61286, N6066, N28345
U11075: N1323, N35815, N42981, N28539, N10930, N38166, N30944, N32288, N36933, N64372, N62673, N4314, N34642, N25124, N39853, N23603, N12703, N28176, N16931, N35200
U11124: N20233, N54443, N42981, N12299, N33332, N34930, N35430, N12343, N40154, N22816, N59926, N4857, N37468, N64794, N38080, N25637, N37994, N50179, N38490, N8733
U11146: N64902, N32267, N25323, N37146, N42180, N13556, N22985, N62621, N60550, N55275, N28059, N24991, N10747, N31395, N17393, N34794, N20270, N19605, N20811, N20227
U11157: N50440, N6281, N23942, N11309, N28669, N3506, N25509, N55378, N20766, N60779, N9580, N57783, N5329, N41073, N5259, N32641, N64794, N11648, N26415, N3761
U11159: N34469, N33123, N26271, N7792, N36285, N3279, N10747, N24224, N5472, N45701, N47238, N57403, N44687, N11789, N35576, N43443, N45590, N55483, N25024, N47803
U11165: N28636, N29313, N27860, N62683, N38490, N53046, N47988, N6171, N50607, N50312, N17975, N22825, N39796, N35773, N4369, N48929, N53296, N3761, N19996, N40331
U11178: N39189, N31050, N43822, N63303, N12547, N24717, N16118, N47119, N43386, N29107, N48683, N41447, N19694, N16854, N47813, N4912, N25509, N31423, N11718, N16733
U11185: N64627, N65145, N42223, N46810, N26968, N22977, N41447, N49516, N21253, N3421, N1693, N36673, N9154, N44645, N56569, N39602, N15489, N9335, N56897, N7181
U112: N35994, N47167, N60018, N6664, N51951, N46887, N22468, N12391, N25323, N54866, N9371, N21681, N279, N19542, N62003, N30251, N29369, N31626, N11036, N28448
U1121: N5009, N10786, N25980, N58884, N21654, N14333, N8065, N6926, N39338, N17531, N47612, N23406, N56897, N12613, N53528, N18010, N38540, N23563, N14273, N57888
U11232: N48597, N24951, N52714, N32185, N49249, N32651, N58264, N64744, N28751, N17701, N60320, N12351, N45095, N55950, N42115, N52606, N64130, N51954, N23176, N6890
U11250: N58188, N21965, N30725, N34059, N43580, N7041, N4760, N11681, N30835, N37125, N43143, N15292, N51848, N6390, N1427, N38987, N59833, N42011, N57011, N23730
U11255: N36664, N28060, N27619, N58251, N42499, N10015, N7272, N28103, N52102, N24424, N31337, N63231, N33, N59149, N24525, N46393, N31948, N61898, N35063, N52907
U11271: N3544, N32053, N46336, N16311, N62170, N7173, N5288, N45280, N50005, N22825, N37352, N12300, N52782, N36914, N16851, N54456, N31500, N19017, N59602, N529
U11274: N56194, N13604, N53923, N17393, N8029, N53955, N38356, N7247, N28592, N6390, N62692, N5695, N4277, N35854, N1106, N32139, N29905, N1684, N22353, N49510
U11277: N4741, N32647, N24509, N584, N55950, N1796, N58427, N32531, N13907, N21253, N8627, N44145, N56533, N28043, N57763, N24963, N6343, N65016, N412, N36032
U11292: N21542, N46726, N20929, N22215, N53283, N34297, N64477, N20510, N52939, N39298, N44516, N53084, N42800, N41065, N58506, N42928, N28884, N1307, N38556, N22468
U11304: N24171, N36555, N39213, N42163, N55193, N12029, N24429, N27307, N59904, N5197, N44608, N50502, N8616, N37994, N48365, N36495, N8988, N9763, N31329, N49249
U11316: N60923, N14726, N5223, N239, N13887, N38239, N13704, N26733, N23394, N25637, N1110, N54603, N1023, N1180, N17681, N60264, N60658, N15851, N43445, N30502
U11320: N21042, N32649, N23977, N60600, N41853, N63682, N11119, N21863, N47811, N50581, N27234, N37381, N13648, N17510, N36779, N44865, N53296, N49284, N20912, N49074
U11324: N60826, N58365, N53529, N9371, N20015, N61197, N16547, N26057, N21077, N16931, N11698, N48510, N30835, N42647, N26155, N13640, N1067, N39978, N13707, N25605
U11340: N13022, N49600, N25664, N50942, N56641, N42607, N39651, N759, N13262, N19080, N15851, N48416, N48843, N13887, N60192, N35418, N3243, N1578, N46960, N23603
U11341: N17513, N47902, N808, N50076, N59471, N15628, N35381, N40523, N58098, N2749, N16914, N5652, N7874, N61885, N50555, N56533, N6258, N43587, N58944, N62355
U11344: N44401, N53001, N25315, N584, N32774, N45417, N18978, N6171, N18359, N15325, N32703, N729, N18426, N24951, N44009, N11622, N61230, N10294, N13486, N17242
U11356: N62563, N50004, N57000, N18118, N35998, N40130, N54830, N37204, N10282, N45804, N50895, N55723, N15772, N31948, N3034, N24065, N62003, N2904, N62252, N9971
U11357: N13941, N3174, N1540, N61039, N20331, N10282, N30436, N55198, N29905, N1450, N32188, N63773, N38235, N524, N40194, N9196, N30069, N51104, N49259, N46960
U11453: N46132, N9724, N22285, N62049, N43834, N55488, N52560, N40329, N62856, N47652, N11269, N49292, N3492, N41697, N54018, N53497, N13347, N35757, N35047, N59833
U11454: N3128, N37500, N37346, N2429, N9040, N23398, N63746, N57264, N32394, N59835, N43246, N54862, N26918, N15947, N48875, N14721, N44645, N44853, N55421, N5891
U11465: N11308, N33957, N33176, N44682, N6745, N43360, N11944, N14699, N30089, N7909, N58570, N13080, N38488, N52040, N23346, N18059, N28129, N2035, N28059, N21615
U11473: N37126, N64439, N33877, N29445, N4442, N26154, N56473, N58765, N41387, N26792, N62976, N48351, N53373, N2393, N24213, N20074, N62252, N6281, N51800, N29379
U11474: N54302, N32221, N19727, N20394, N1952, N24584, N28682, N17672, N9805, N58579, N5044, N38578, N41547, N31036, N59655, N3399, N57725, N17768, N11622, N7328
U11489: N45338, N42678, N53815, N49188, N21508, N5076, N10544, N11931, N41491, N60834, N62563, N23067, N53562, N28640, N16096, N35381, N34995, N11269, N61040, N55460
U1150: N2528, N39832, N5591, N14181, N52069, N10612, N42909, N4884, N18995, N39424, N10881, N20688, N22348, N63962, N57625, N39742, N37589, N6731, N3957, N50023
U11506: N38267, N59867, N3997, N39015, N14637, N60887, N60222, N20670, N5226, N17153, N61567, N8927, N3318, N56225, N19605, N19669, N62991, N18375, N5259, N64477
U11508: N46836, N412, N25091, N14871, N57344, N35273, N10088, N23682, N32427, N19155, N20947, N14878, N9135, N1020, N42076, N32854, N39393, N31337, N23481, N12843
U11511: N41697, N21219, N2960, N30166, N50942, N57515, N43715, N28973, N2844, N62880, N40078, N61593, N43032, N63828, N7342, N10825, N15429, N32344, N23629, N3168
U11536: N64960, N60921, N32729, N23559, N47975, N8347, N19614, N45804, N2970, N8464, N64744, N28592, N44203, N32053, N27936, N41513, N64372, N28661, N3788, N42845
U11547: N60577, N55949, N39204, N5796, N20388, N11789, N23527, N18253, N16125, N3704, N35216, N55132, N36740, N26956, N33, N16020, N46612, N21147, N18032, N7043
U11552: N6209, N48552, N281, N23460, N56523, N4290, N8464, N64490, N7540, N48539, N53717, N38390, N36003, N38404, N35291, N14285, N5591, N23629, N56934, N48663
U11556: N25669, N40085, N15315, N27659, N16065, N46713, N45967, N36816, N16806, N3421, N34817, N52505, N24985, N27860, N43471, N40403, N47627, N40221, N24467, N39795
U1158: N30421, N57327, N353, N11460, N42668, N50645, N1658, N35045, N31594, N44487, N37547, N10020, N30495, N8137, N47406, N48627, N47646, N17031, N24386, N33240
U11610: N21719, N20227, N58030, N14483, N422, N64372, N46864, N44516, N12921, N2458, N6463, N50167, N12433, N652, N42144, N52750, N36612, N46389, N52728, N35609
U1163: N51195, N31556, N32433, N60264, N56685, N30870, N2970, N6814, N59814, N5610, N3069, N15382, N30401, N5838, N15728, N61228, N25954, N1410, N7416, N12902
U11633: N49046, N60620, N17873, N7470, N61571, N3996, N25980, N557, N58477, N49467, N3451, N57225, N23303, N47627, N14057, N11186, N46917, N14601, N39389, N48490
U11672: N24965, N19211, N28307, N55747, N55668, N61233, N7443, N47862, N21030, N62633, N4884, N7181, N13439, N47906, N56808, N28640, N9407, N8746, N740, N53219
U11706: N25096, N16323, N22215, N22556, N22416, N3159, N64335, N3984, N52850, N33388, N2819, N1185, N42876, N34238, N9805, N21679, N4649, N22813, N35769, N54016
U11713: N21381, N57187, N11675, N11186, N27539, N57972, N62820, N25130, N57546, N58935, N35730, N52502, N55723, N5050, N40493, N8373, N57625, N31409, N19321, N49284
U11792: N46738, N1692, N11253, N29751, N58365, N16051, N24358, N12043, N41065, N31884, N32267, N21885, N56641, N46923, N7568, N28961, N291, N22468, N41726, N48096
U11801: N12627, N59308, N59385, N39061, N32710, N10335, N15628, N11784, N17342, N19635, N63785, N64130, N24460, N31060, N44487, N62992, N62252, N57189, N57001, N1107
U11828: N41491, N48796, N7181, N13568, N1573, N37261, N39595, N62401, N53807, N16117, N20325, N25091, N45243, N27294, N24065, N59856, N2728, N41065, N36664, N40695
U11858: N62779, N28477, N8878, N21381, N14809, N52742, N61053, N20746, N10386, N50797, N30346, N15750, N5693, N46319, N51776, N30630, N13408, N44460, N41726, N54439
U11876: N9801, N30503, N43887, N63860, N20819, N7995, N52984, N27518, N60403, N55977, N55123, N29322, N33719, N21186, N29977, N53298, N38780, N45734, N21679, N53335
U11892: N19954, N1684, N29450, N34750, N60035, N39890, N13941, N57403, N53894, N20112, N62003, N24136, N24619, N47572, N3216, N23563, N7215, N14154, N32542, N8464
U11894: N64543, N40411, N8267, N18571, N21914, N62518, N26652, N40475, N32639, N25966, N50355, N58656, N25226, N53686, N38952, N28805, N291, N10197, N23502, N48486
U11895: N64919, N49188, N28281, N7494, N56777, N15051, N64632, N29217, N9040, N10825, N34724, N62170, N44084, N54966, N59320, N19080, N13133, N49881, N23336, N58129
U11921: N31688, N740, N28103, N21461, N18995, N64816, N62030, N22468, N18992, N42904, N26343, N47612, N42515, N16062, N3126, N11772, N584, N16035, N24991, N61190
U11935: N51364, N18865, N29228, N39008, N16138, N32918, N48843, N28324, N59174, N39601, N24176, N23603, N25107, N9299, N21461, N54049, N34238, N29319, N59457, N41877
U11945: N44746, N37125, N61952, N18024, N38509, N61922, N16260, N47206, N64327, N14507, N42660, N14372, N8090, N59067, N22029, N30741, N15429, N59307, N55371, N57041
U11963: N41830, N25444, N12380, N36459, N44412, N57805, N14638, N32918, N25325, N31035, N20676, N52530, N17510, N22301, N40565, N6354, N23355, N37905, N45338, N20858
U11979: N7017, N63475, N31150, N8012, N29009, N59905, N60281, N20074, N56474, N7993, N44476, N8132, N12613, N28876, N48416, N58506, N55967, N38987, N4226, N3168
U11994: N30724, N52153, N58081, N59577, N41782, N19230, N41698, N53075, N55860, N13261, N37266, N37104, N21660, N41113, N39389, N19047, N38070, N49285, N5695, N43655
U12001: N26236, N1443, N13951, N36779, N36480, N47848, N6816, N49954, N46477, N44789, N34915, N46289, N19415, N3256, N52750, N27832, N44717, N35682, N33791, N62673
U12023: N16280, N32806, N21196, N52312, N54988, N58785, N49335, N14408, N53174, N5152, N409, N54398, N28275, N6664, N5949, N59457, N12608, N34580, N5700, N42499
U12026: N23977, N54911, N35252, N25183, N9912, N61306, N3303, N15020, N39890, N51816, N29379, N2700, N9788, N25315, N55405, N31012, N23778, N53484, N8656, N4637
U12027: N11551, N22445, N28408, N19036, N10757, N35405, N44737, N22414, N20521, N32986, N49279, N37384, N5048, N57734, N15568, N62044, N11974, N30572, N60631, N10388
U12032: N15855, N17261, N15682, N41455, N57426, N52674, N25303, N22301, N64535, N43498, N1578, N32188, N23195, N12344, N1313, N33240, N740, N31626, N4404, N39974
U12045: N17691, N58965, N47248, N64490, N45551, N6399, N63381, N46407, N64392, N52742, N8233, N18212, N759, N29497, N49082, N36840, N35252, N17070, N40982, N14354
U12091: N38733, N32268, N35575, N46749, N28716, N10401, N53308, N34504, N24062, N43580, N62928, N52675, N5610, N47902, N39109, N63385, N38155, N5428, N56838, N48096
U12108: N15015, N61949, N29856, N30614, N45701, N62505, N36673, N48100, N55483, N13944, N58129, N27545, N2429, N2277, N64545, N47906, N41946, N27742, N56777, N61740
U12124: N41548, N30273, N40356, N36360, N37437, N33872, N26650, N5450, N54630, N16280, N54803, N584, N56072, N11194, N29208, N30135, N30481, N19770, N25170, N46266
U12146: N32467, N5088, N41698, N41726, N19661, N37078, N26762, N57104, N14359, N30421, N51725, N21372, N47290, N57854, N45760, N16568, N62065, N14501, N47114, N63952
U12147: N21681, N20614, N14057, N12018, N37553, N43491, N30162, N65103, N48416, N23452, N33005, N17187, N8560, N58354, N62393, N1946, N23671, N57216, N44998, N26125
U12148: N46662, N34459, N19459, N4105, N51585, N1313, N8657, N43473, N31964, N31624, N31670, N50942, N56681, N20003, N47737, N36931, N33877, N48762, N28408, N40808
U1215: N15043, N1170, N54442, N17368, N36414, N47040, N31813, N20386, N62894, N59415, N58092, N63552, N40987, N16954, N33728, N4741, N38319, N45340, N47167, N44499
U12166: N34641, N45980, N64228, N3426, N12517, N9139, N17975, N24435, N17234, N55851, N39998, N41513, N29107, N60085, N24802, N26781, N8468, N6837, N53986, N7085
U1217: N29693, N30472, N5329, N56777, N4021, N11378, N33, N6074, N37468, N48487, N11436, N32649, N14170, N52989, N32277, N52438, N34495, N57049, N25437, N20267
U12183: N25226, N25015, N54845, N38368, N18312, N31621, N2960, N25650, N31448, N27579, N54049, N23180, N29128, N39015, N58251, N19013, N3075, N51099, N31984, N14871
U12226: N42904, N41040, N31511, N46880, N48365, N59495, N9527, N86, N409, N20624, N55198, N36741, N6258, N2872, N22731, N54587, N39109, N28275, N43433, N42515
U12239: N6761, N37272, N1561, N39448, N36182, N17672, N48683, N59526, N37233, N4663, N11652, N23502, N23629, N47325, N29306, N41088, N27908, N20858, N31086, N50542
U12265: N41930, N17681, N57733, N3416, N13297, N39369, N56471, N23002, N14929, N30089, N21030, N22301, N13626, N6837, N11955, N6312, N53897, N14054, N19687, N5197
U12282: N59471, N17599, N42607, N25325, N64671, N37527, N40094, N53735, N35067, N2649, N31782, N7868, N17242, N27742, N4277, N41493, N53170, N3131, N9299, N40743
U12316: N59162, N47490, N39907, N22575, N6066, N23692, N3788, N6890, N2324, N30118, N57236, N40943, N27234, N3426, N41526, N62692, N8327, N14036, N3506, N57344
U12325: N31962, N3297, N761, N51986, N19949, N4884, N39795, N47872, N37589, N58171, N4404, N35576, N8373, N41265, N19003, N42972, N31141, N30372, N14372, N43171
U12345: N24981, N51133, N3804, N28523, N23807, N61241, N34844, N7382, N57301, N2324, N39866, N44971, N39005, N49733, N46393, N21372, N36888, N17510, N23254, N27307
U12367: N56113, N57011, N34283, N57001, N1106, N36288, N23044, N16552, N27975, N54593, N4905, N7007, N115, N27738, N23695, N62880, N30931, N37547, N23691, N59494
U1240: N16271, N45757, N7085, N20545, N30207, N20372, N36569, N49222, N6312, N36134, N53735, N13865, N49878, N56746, N21983, N34930, N21539, N50179, N26538, N61699
U12409: N61476, N11800, N33240, N412, N61811, N1477, N11808, N17201, N3292, N21654, N47020, N60521, N29533, N6224, N11929, N16081, N43227, N64895, N51700, N13270
U12412: N57138, N7657, N25163, N4253, N3997, N42115, N8427, N1110, N53011, N9139, N50775, N53615, N26155, N7950, N30598, N19004, N43016, N2530, N51210, N63546
U12425: N44854, N34495, N42655, N46024, N6013, N20187, N34763, N39890, N52322, N18751, N36436, N24525, N25441, N11762, N28682, N15951, N27101, N23489, N53122, N45293
U12430: N57591, N31299, N23455, N52606, N55059, N31289, N23196, N50946, N15492, N39002, N7330, N46407, N29292, N65027, N52938, N35159, N17681, N50034, N13439, N54866
U12452: N65035, N1663, N43530, N7470, N23455, N38637, N23184, N54593, N26719, N34973, N63580, N1369, N10051, N17475, N34724, N11698, N64632, N14125, N14871, N63481
U12460: N22592, N40288, N24171, N31893, N63546, N9758, N63259, N25107, N5676, N37899, N12761, N49733, N46836, N5838, N6343, N26013, N25165, N7540, N20003, N62212
