U10008: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10404: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U1045: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10450: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10451: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10455: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10474: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10478: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10482: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10491: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10507: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10516: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10524: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U1053: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10585: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10604: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10611: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10635: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10674: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10700: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10703: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10729: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10742: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10773: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10822: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U1083: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10855: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10862: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10866: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10868: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10906: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10909: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10910: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U10928: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U10936: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10944: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U10979: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U1098: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11007: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11014: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U1103: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11059: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11075: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11124: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11146: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11157: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11159: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11165: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11178: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11185: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U112: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U1121: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11232: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11250: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11255: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11271: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11274: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11277: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11292: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11304: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11316: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11320: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11324: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11340: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11341: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11344: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11356: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11357: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11453: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11454: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11465: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11473: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11474: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11489: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U1150: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11506: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11508: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11511: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11536: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11547: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11552: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11556: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U1158: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11610: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U1163: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11633: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11672: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11706: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11713: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11792: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11801: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11828: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11858: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11876: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11892: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11894: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11895: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11921: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U11935: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11945: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11963: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U11979: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U11994: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12001: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12023: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12026: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12027: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12032: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12045: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12091: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12108: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12124: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12146: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12147: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12148: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U1215: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12166: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U1217: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12183: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12226: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12239: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12265: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12282: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12316: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12325: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12345: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12367: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U1240: N32918, N35447, N2492, N11436, N53072, N35957, N45734, N34679, N27361, N3160, N6670, N11217, N17234, N29087, N44853, N46214, N38898, N16680, N37326, N63007
U12409: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12412: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12425: N22456, N16914, N29124, N14132, N18794, N38390, N15748, N53332, N4644, N23508, N18865, N44746, N62341, N28785, N47734, N30888, N12843, N7990, N47198, N51858
U12430: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
U12452: N23864, N11556, N59814, N10335, N46263, N18485, N25669, N31212, N11931, N59044, N29226, N21077, N33670, N3216, N40156, N22363, N61466, N47872, N6712, N23244
