U93097: N1020, N28747, N55347, N7043, N48552, N14736, N32784, N64273, N3417, N1575, N52492, N31373, N23938, N45757, N43528, N9883, N13353, N41004, N44737, N13133
U37981: N45015, N40411, N28029, N36382, N8456, N29847, N25999, N63481, N2844, N9039, N32145, N35389, N7371, N24386, N14252, N40956, N9870, N60969, N16256, N52835
U2638: N52973, N811, N48740, N37666, N35671, N13374, N383, N53572, N9370, N938, N45293, N18972, N26485, N46162, N3678, N46783, N45416, N15391, N44289, N30944
U76083: N16854, N29490, N37666, N811, N48740, N22816, N52973, N13374, N9368, N47020, N17070, N40403, N383, N35671, N3678, N46162, N2034, N41432, N1567, N42593
U78702: N7094, N27945, N11253, N50757, N31294, N31552, N34672, N58098, N2758, N46713, N63303, N29517, N40475, N43143, N31112, N24675, N19632, N412, N18063, N36414
U8591: N55668, N36555, N21809, N34930, N14049, N35737, N53335, N61973, N63748, N15894, N37531, N54315, N30617, N54, N26626, N50894, N37384, N18653, N48740, N52973
U86561: N13980, N39932, N29217, N4905, N16914, N35381, N62673, N62341, N62393, N58383, N55531, N23938, N53756, N36416, N11092, N12613, N60599, N2159, N52492, N1091
U297: N17073, N53986, N31031, N3489, N42796, N35011, N50879, N6767, N31978, N39890, N11150, N56890, N42334, N61567, N5138, N59761, N51816, N50023, N19057, N21941
U39972: N6463, N58109, N45067, N6051, N7119, N50055, N28636, N44760, N63309, N21914, N11436, N18059, N14125, N34925, N32277, N42808, N56523, N38164, N15942, N6890
U89041: N35436, N19891, N15105, N59022, N29442, N10472, N36249, N52129, N1443, N15244, N41910, N1692, N42909, N16447, N57560, N9257, N59933, N47868, N43269, N25441
U71794: N29363, N47703, N45986, N51963, N3972, N29319, N14684, N55036, N48176, N58609, N52973, N52675, N37666, N40941, N56133, N60647, N11019, N38324, N54152, N6471
U20287: N34672, N1667, N61162, N291, N42676, N31154, N30528, N2758, N9118, N44772, N57560, N18312, N10960, N22457, N17586, N32489, N21196, N49180, N811, N51745
U63851: N33670, N35957, N15982, N32923, N27737, N45384, N18375, N36045, N32118, N20036, N32427, N30598, N51795, N47938, N21312, N33155, N1006, N59526, N5981, N22592
U71454: N35393, N811, N12299, N37326, N28947, N26485, N53528, N53572, N48015, N37666, N938, N23446, N383, N38540, N35671, N58965, N7328, N2463, N58264, N36293
U82527: N63990, N52286, N30668, N11469, N51858, N50607, N50896, N51581, N14370, N59655, N56681, N43115, N64748, N31027, N20285, N56791, N45515, N1166, N25650, N22896
U15827: N28983, N55067, N18653, N234, N8709, N33469, N34185, N16553, N15489, N5695, N23039, N35671, N59586, N11974, N53572, N35094, N48740, N42491, N11940, N31373
U58245: N14929, N25334, N25064, N5358, N37157, N34633, N26915, N17073, N56523, N48663, N61081, N49834, N20545, N62805, N38131, N6767, N7462, N41979, N25315, N38201
U92624: N35067, N58383, N51700, N62673, N64835, N30291, N13628, N39932, N18571, N4034, N29952, N20816, N29977, N60244, N64933, N23444, N50463, N61466, N56474, N36689
U1267: N13981, N10566, N58569, N59070, N44746, N46810, N50355, N57515, N43016, N8361, N37848, N56045, N60952, N34736, N63542, N58881, N18531, N27252, N25650, N46137
U77139: N28785, N14036, N33620, N29755, N34185, N22728, N32015, N57625, N42844, N13980, N63542, N26202, N40985, N32833, N35854, N8047, N7043, N1540, N3969, N29517
U70385: N59933, N26485, N42647, N1878, N56456, N46749, N23446, N48740, N22036, N16344, N8233, N10083, N59602, N52973, N38319, N53572, N59469, N34130, N63656, N33120
U61350: N43574, N36796, N39489, N22188, N10930, N24224, N17720, N27098, N58427, N28994, N48898, N37007, N49259, N9792, N4515, N57331, N291, N21372, N41099, N41725
U29820: N42653, N56884, N23373, N46446, N25657, N52530, N58414, N19019, N35272, N65073, N20372, N22813, N32702, N11436, N24985, N53697, N20296, N22816, N25437, N55931
U76352: N30744, N50312, N9182, N43360, N7826, N4258, N40470, N55253, N41365, N13133, N60620, N23675, N49335, N23730, N49633, N53984, N63974, N55347, N11417, N22348
U10936: N17073, N41492, N40438, N48186, N63334, N40420, N60747, N30042, N13498, N30536, N48729, N11019, N40164, N36622, N46263, N49973, N57244, N37142, N56934, N12433
U2315: N55242, N30888, N32626, N5088, N49733, N32427, N30598, N57591, N25988, N33169, N52973, N14169, N53861, N811, N52009, N37666, N48740, N53572, N22816, N13261
U31254: N59149, N42644, N35011, N57023, N62003, N12788, N8125, N13690, N37251, N41910, N35220, N17510, N28704, N54606, N36516, N12635, N64424, N6549, N27545, N57258
U6016: N25509, N64794, N26518, N58828, N34973, N25598, N38323, N7655, N28973, N22042, N59076, N60726, N34794, N51133, N52562, N45548, N1508, N38324, N57311, N64933
U49248: N33611, N48706, N12043, N29229, N44192, N1768, N54803, N51364, N26624, N35430, N39002, N10776, N27252, N22728, N35682, N20533, N729, N8733, N29746, N32268
U70227: N34844, N15238, N63381, N45779, N30725, N17721, N8468, N13980, N64933, N52577, N53913, N18020, N53484, N28592, N46100, N18751, N20384, N46178, N301, N20285
U1565: N14990, N39651, N43115, N14802, N62195, N1665, N52201, N50775, N6281, N37666, N38733, N56567, N29627, N27579, N11253, N36624, N62030, N48740, N26521, N26584
U64630: N59044, N1660, N48350, N9257, N20711, N5228, N37666, N41069, N8162, N21542, N41881, N57189, N43491, N49279, N30201, N48740, N10083, N26525, N54562, N17513
U59856: N29126, N11572, N47198, N43010, N50076, N15382, N11648, N24832, N9577, N57013, N10754, N31590, N14291, N38764, N37261, N56791, N21156, N21111, N58212, N56808
U94057: N57560, N39393, N22188, N39204, N23446, N48740, N52103, N42647, N46749, N22036, N39094, N811, N10083, N45912, N63255, N8233, N43955, N27831, N27307, N65134
U93422: N29404, N38461, N57007, N183, N22564, N59044, N39651, N29977, N64933, N30725, N34090, N4034, N53443, N22896, N44554, N20074, N17017, N6549, N22423, N20165
U52813: N12239, N54753, N41069, N51649, N30834, N8468, N40565, N45302, N22917, N64627, N49833, N43927, N22321, N12812, N53253, N17870, N47596, N15912, N3781, N41126
U58543: N27252, N45779, N60921, N46377, N35238, N41621, N60343, N12713, N48789, N59543, N43715, N53913, N4034, N35693, N43415, N23452, N34459, N29952, N15568, N23955
U25788: N4820, N14194, N44166, N13980, N32489, N3957, N31500, N42796, N3708, N37146, N64372, N6051, N12843, N64409, N52938, N44417, N7995, N47020, N12613, N14507
U477: N7874, N14270, N30105, N8327, N15777, N61532, N17122, N7909, N63793, N17447, N30667, N33959, N1561, N40808, N48224, N40466, N4025, N62365, N25191, N19057
U28934: N5501, N26485, N43955, N23446, N42647, N811, N53572, N35671, N23864, N39094, N23184, N40836, N8233, N6051, N22036, N16344, N10083, N58098, N59375, N63656
U71949: N33932, N28222, N23778, N43574, N47263, N57625, N43016, N5582, N45757, N61040, N52098, N31948, N34672, N48410, N57536, N12259, N61541, N30528, N26940, N25980
U1825: N15060, N42144, N37899, N3380, N32433, N18992, N21681, N47290, N51700, N45676, N47020, N31509, N26063, N7865, N41174, N2058, N12288, N64954, N39932, N12843
U40375: N62065, N25315, N64012, N49766, N43707, N17070, N15469, N27098, N48740, N811, N23196, N37666, N2006, N7328, N19568, N21265, N27252, N938, N46377, N39338
U93079: N43115, N26781, N46592, N30614, N63746, N4119, N41621, N37801, N21101, N65058, N25133, N16431, N41040, N46738, N37352, N14456, N35238, N1105, N20498, N10046
U32858: N60660, N50978, N5472, N3279, N48084, N23060, N52040, N34469, N20394, N8327, N11194, N19815, N35609, N59189, N5138, N27625, N25278, N64858, N18311, N35671
U46157: N811, N18063, N63272, N938, N37666, N9368, N17070, N4331, N42112, N32031, N52973, N43580, N53572, N17161, N54562, N2034, N58264, N1567, N383, N4912
U7006: N7792, N57258, N7094, N50657, N15948, N36553, N61326, N33469, N48597, N41526, N25988, N23039, N51587, N31050, N25678, N27945, N94, N57026, N39448, N16062
U11489: N29952, N16931, N6814, N50559, N55997, N37666, N40523, N48740, N49279, N15942, N46917, N27307, N31552, N62393, N11681, N811, N23446, N53031, N13374, N4107
U16921: N51318, N60686, N10088, N31948, N34397, N55977, N24021, N14333, N60895, N26595, N24985, N53346, N62485, N1597, N43155, N14808, N22592, N3268, N42849, N35159
U7467: N29494, N56387, N16990, N16914, N13980, N61969, N20215, N29124, N45353, N62341, N47380, N6615, N13374, N5838, N34568, N28591, N62393, N31556, N21866, N3426
U72347: N11823, N20394, N21004, N6202, N729, N61044, N39204, N6171, N779, N41881, N49279, N39393, N47020, N25509, N23254, N8709, N8132, N52973, N30503, N24176
U64834: N54534, N24062, N13486, N42972, N48025, N36425, N19019, N30283, N48455, N54401, N46917, N1006, N20816, N64835, N53877, N30725, N2852, N49279, N28816, N17531
U55426: N29363, N47703, N45986, N51963, N3972, N49284, N29319, N55036, N14684, N62844, N19117, N6471, N49576, N23644, N33439, N14637, N18862, N57329, N10934, N11864
U14873: N23184, N2892, N40836, N32295, N9000, N52973, N33120, N20072, N42849, N42647, N6399, N12409, N62227, N41172, N39094, N43955, N26485, N53572, N45548, N16344
U64356: N14194, N20165, N42972, N409, N60960, N25411, N43522, N57034, N51309, N61817, N49766, N5854, N56459, N40670, N30291, N14699, N33656, N59044, N49505, N64919
U61694: N53894, N63328, N52973, N11415, N47854, N811, N26485, N37250, N61044, N60675, N48426, N53572, N43955, N48510, N22816, N22099, N5051, N35671, N409, N52103
U80535: N12330, N24665, N14604, N53381, N59213, N61951, N24424, N5146, N43974, N36664, N40168, N28973, N58383, N56573, N20816, N26537, N15296, N25664, N51700, N43822
U79211: N42672, N61648, N3920, N58881, N94, N65058, N21101, N61878, N46342, N51210, N52973, N48740, N35671, N4741, N23446, N15292, N53572, N41165, N8047, N57189
U75003: N64960, N12343, N39215, N52424, N60631, N60621, N14076, N33540, N41950, N56545, N34641, N56391, N18793, N51793, N21719, N977, N30598, N8711, N41492, N9154
U8952: N59385, N15238, N18862, N48740, N811, N10083, N26485, N46749, N31978, N9368, N16344, N59933, N59602, N25441, N35671, N57560, N58638, N50372, N26953, N37702
U33479: N59907, N43871, N49180, N59933, N811, N53572, N57560, N11762, N21037, N35671, N26262, N59602, N37204, N46749, N19592, N56551, N13648, N16344, N938, N26380
U90413: N41660, N16680, N63913, N8114, N31509, N5838, N29772, N45067, N21037, N32703, N11270, N57413, N51725, N42457, N12488, N57560, N13916, N29116, N16000, N32158
U51301: N64724, N17543, N34090, N12635, N36914, N44554, N7893, N60343, N38835, N12713, N1394, N2482, N48351, N17952, N9287, N63353, N33448, N57202, N15279, N35693
U44701: N11359, N46100, N15912, N49541, N61466, N52438, N59009, N29952, N7865, N6443, N39932, N17419, N48084, N58383, N50463, N60531, N28975, N9407, N23642, N53168
U23425: N38073, N9193, N39651, N54911, N56874, N25664, N40204, N21710, N43822, N62528, N26781, N58129, N52009, N43400, N47040, N37547, N26063, N29217, N2159, N34031
U41646: N17261, N325, N53807, N57805, N13951, N10105, N25096, N38267, N4891, N14057, N44687, N41088, N54, N26220, N29693, N11436, N23218, N59308, N19003, N46441
U46367: N23180, N54845, N32759, N18295, N41541, N33121, N7568, N46012, N53986, N94, N48533, N58024, N6432, N14507, N10885, N1477, N24697, N11823, N17194, N34668
U46664: N26236, N39393, N64613, N53350, N20510, N49831, N6312, N22722, N41697, N59022, N1006, N45015, N4667, N6928, N49001, N27532, N44648, N35338, N17655, N12149
U74661: N37263, N31782, N18024, N8327, N5908, N4637, N20479, N38201, N24991, N36821, N3544, N3173, N62683, N23260, N17084, N52691, N40327, N28539, N51800, N10831
U19054: N46012, N7568, N18020, N29404, N39595, N51700, N62673, N4034, N58383, N35381, N62001, N59022, N60658, N43223, N22042, N13262, N52577, N21386, N39932, N2447
U4803: N14857, N22617, N40768, N5519, N39688, N59385, N22816, N496, N38780, N55347, N58264, N56194, N20576, N12409, N7043, N35389, N17647, N28506, N42800, N938
U72051: N40094, N61697, N50757, N55086, N31299, N31031, N50404, N26811, N22731, N49082, N50004, N11770, N34525, N6051, N8347, N60826, N42846, N8559, N8616, N7826
U47460: N60695, N41265, N3497, N22942, N20533, N35671, N19396, N46379, N8889, N64409, N3460, N48740, N22816, N11955, N32257, N34480, N52973, N40468, N38235, N13689
U29628: N41133, N10857, N41447, N36793, N52286, N3128, N30253, N33265, N41073, N48740, N32295, N28895, N47020, N4741, N49279, N37666, N52973, N14652, N52484, N26940
U33182: N25509, N34297, N41950, N20413, N45498, N43053, N36980, N2548, N28597, N38267, N6979, N24190, N54606, N811, N9298, N42635, N48740, N2761, N47370, N46662
U55702: N54534, N30201, N27552, N20372, N65073, N35067, N47862, N16553, N26485, N23563, N45760, N23955, N52973, N59933, N43955, N46749, N33719, N811, N44453, N938
U56195: N6312, N4404, N58944, N42248, N48552, N26293, N1693, N61909, N28669, N8137, N54281, N24507, N16619, N25639, N47811, N10912, N10902, N35405, N22896, N46012
U36876: N557, N24320, N43872, N34041, N7011, N26572, N29226, N34467, N47710, N29816, N12547, N32729, N41929, N10522, N47490, N47712, N54426, N24480, N53909, N60762
U37228: N22666, N60900, N40332, N13087, N12703, N31915, N33265, N26649, N61922, N51364, N30920, N10088, N11869, N62049, N32015, N32118, N19611, N7618, N3426, N50581
U26452: N52691, N56023, N54326, N31063, N58131, N29208, N58693, N61162, N48515, N26293, N59277, N27376, N38235, N29491, N41006, N5135, N29950, N52562, N26159, N1105
U27618: N15238, N58024, N60176, N48849, N30196, N31299, N19387, N281, N62673, N5476, N10105, N34525, N18751, N14604, N47811, N4226, N27659, N14282, N64835, N46921
U45070: N60105, N59415, N20372, N65073, N57560, N23446, N59469, N48740, N8709, N43955, N10083, N15855, N35671, N26485, N234, N16344, N58553, N53572, N14483, N46749
U36953: N60960, N28785, N46193, N20072, N12921, N496, N40164, N60621, N17647, N30725, N44717, N10912, N58212, N17720, N16619, N28895, N10993, N49104, N46132, N37500
U43586: N52286, N20661, N5435, N11789, N1660, N14305, N9607, N6343, N64634, N20147, N27101, N59856, N59761, N12703, N52294, N39949, N7330, N25623, N31053, N64228
U59956: N14511, N60887, N60176, N36638, N12761, N14605, N58054, N18978, N43887, N57670, N17599, N43254, N58545, N44492, N36689, N15234, N32918, N62111, N52424, N58462
U84155: N46545, N55819, N32708, N50607, N50896, N51858, N30668, N11469, N27342, N19915, N518, N53497, N811, N1768, N59622, N42223, N23132, N61476, N26433, N15083
U58777: N32630, N277, N56164, N59933, N26485, N23446, N50588, N33490, N42647, N7540, N16344, N22036, N36480, N46749, N25441, N10083, N63656, N8233, N28751, N39601
U14950: N44746, N55703, N50559, N26336, N29306, N37553, N52562, N23558, N3168, N55673, N50166, N40941, N60244, N57226, N12253, N58693, N47764, N52606, N60018, N37308
U89600: N63155, N22000, N52562, N37251, N53763, N17936, N32918, N55070, N57211, N12253, N62089, N47764, N3056, N55488, N761, N19420, N51963, N45986, N51253, N13833
U86745: N29322, N60264, N27318, N24985, N11803, N59874, N47406, N22985, N34711, N37666, N383, N7113, N59867, N48740, N41174, N55253, N811, N52675, N36664, N9985
U22901: N58092, N19080, N42668, N14929, N32774, N48740, N52973, N811, N33871, N6642, N22816, N56045, N53572, N938, N12553, N31373, N1575, N52492, N16525, N64273
U27165: N23935, N20545, N22423, N54903, N21931, N19300, N12324, N19047, N38578, N43655, N49188, N6903, N57026, N5476, N17522, N18291, N30334, N27057, N32900, N12627
U36715: N42334, N14282, N25678, N6432, N60600, N30614, N31503, N8627, N39015, N35557, N50588, N32427, N63693, N17073, N39998, N17458, N22445, N53986, N22188, N40438
U11012: N59863, N41929, N17261, N21615, N44322, N55193, N52973, N35671, N27742, N18975, N18118, N48740, N811, N22099, N29354, N65134, N46749, N22816, N37666, N55460
U49037: N29363, N47703, N45986, N51963, N3972, N29319, N55036, N14684, N6471, N49576, N23644, N33439, N14637, N37666, N57329, N10934, N13689, N44346, N60027, N12343
U12848: N2393, N62207, N36898, N4948, N60600, N6790, N25024, N56493, N36549, N4384, N64741, N58785, N30126, N64735, N9985, N1847, N26915, N41221, N27928, N64954
U6268: N26518, N60621, N49104, N11237, N35359, N6102, N5050, N59933, N59469, N42647, N16256, N26485, N63817, N55325, N3234, N3123, N26953, N25509, N46477, N10083
U35664: N42767, N27905, N58024, N24697, N64954, N31179, N52742, N11015, N45676, N50797, N45947, N21681, N60599, N29004, N22566, N63356, N25992, N16616, N46283, N56133
U92350: N25664, N60221, N29920, N29533, N46084, N45280, N15469, N27436, N12216, N10912, N15942, N17510, N46069, N28052, N32806, N16619, N60631, N4179, N46270, N39934
U36170: N10754, N22942, N57560, N52973, N59933, N63255, N15855, N22099, N37666, N811, N14483, N23446, N60692, N6761, N20498, N938, N22036, N18644, N10083, N8233
U61146: N15678, N39733, N59003, N38764, N54960, N52939, N61760, N57216, N9579, N7540, N24617, N12344, N8045, N9758, N48683, N15117, N18146, N44184, N56897, N34817
U37794: N18202, N26624, N9724, N50757, N13288, N29152, N60692, N33540, N19568, N64195, N6258, N46923, N33630, N52606, N38080, N49925, N63007, N48740, N51253, N45793
U5750: N63481, N7010, N32870, N796, N38599, N5897, N57706, N52208, N63480, N64735, N46726, N45302, N15072, N26733, N62992, N31915, N53916, N51318, N36568, N1989
U8028: N37258, N30744, N34995, N6745, N38884, N48898, N28994, N53524, N17122, N50735, N19117, N308, N14057, N22985, N22978, N46592, N8375, N36910, N54443, N42328
U7892: N32467, N3399, N16929, N24375, N62779, N56075, N6142, N62001, N11253, N40332, N6787, N8964, N14285, N11762, N3138, N58617, N51552, N5981, N10831, N10776
U45134: N10472, N27807, N29292, N5009, N39601, N51943, N40523, N3737, N21983, N11648, N17153, N16914, N48729, N64634, N13165, N43587, N36836, N4290, N11675, N60520
U39696: N45612, N64269, N11041, N61951, N42196, N44309, N36914, N63627, N20688, N8483, N28975, N23642, N9407, N60531, N42950, N6928, N63356, N5377, N55531, N22917
U23950: N47095, N3489, N40973, N36178, N47102, N7654, N53079, N5259, N15947, N45793, N17575, N20507, N42981, N33630, N16477, N58354, N25954, N23409, N23196, N58638
U8466: N43770, N14270, N39346, N50586, N57521, N55860, N41365, N41877, N8618, N53528, N54260, N41492, N45323, N12136, N10556, N59114, N25191, N3972, N55123, N55397
U3752: N42653, N10278, N6642, N308, N2819, N58540, N62683, N43715, N34844, N24991, N3788, N3761, N59653, N1564, N7132, N30606, N16520, N52040, N164, N22803
U89007: N55281, N3798, N48789, N1307, N38461, N33012, N1561, N33959, N21508, N32533, N16804, N14802, N46178, N13408, N29977, N8114, N2340, N25183, N54729, N13261
U43104: N26650, N53079, N57007, N40206, N6382, N50898, N39776, N21310, N57331, N17405, N64130, N1665, N42723, N21156, N21111, N32237, N8929, N53075, N32394, N15072
U15869: N19885, N42491, N18202, N39399, N56806, N14604, N31958, N16549, N31552, N45417, N31477, N32923, N26251, N48410, N17605, N6566, N41285, N724, N33311, N52782
U478: N13980, N926, N50312, N41549, N19017, N7419, N39902, N34724, N34031, N53528, N53687, N53741, N15682, N49633, N48077, N8941, N56249, N12703, N42844, N43655
U2308: N15279, N19396, N24638, N10379, N60059, N13601, N42668, N24617, N63860, N6979, N8375, N65160, N38155, N15606, N44554, N47553, N36914, N50653, N6388, N12635
U16679: N17721, N13628, N24007, N32188, N24965, N19926, N2961, N16256, N50039, N38131, N29462, N48176, N19605, N51897, N59186, N31329, N37348, N7947, N39028, N50029
U63278: N59060, N19486, N50245, N41365, N64183, N63309, N12780, N35737, N2749, N61068, N24991, N16549, N53741, N15682, N48740, N24599, N37261, N54562, N13573, N383
U64288: N17975, N28132, N31590, N14291, N39028, N11722, N9971, N20624, N30528, N22809, N35769, N4314, N26343, N21004, N44390, N19891, N29313, N59814, N34925, N23517
U16862: N59850, N27928, N11652, N20331, N46393, N17444, N10757, N38155, N29494, N25170, N26614, N56838, N59876, N13964, N60520, N42095, N4390, N1665, N16520, N33363
U17962: N25064, N62532, N17468, N7125, N20545, N61081, N43655, N3517, N32548, N7462, N20647, N37157, N41884, N33332, N19017, N37577, N40368, N48663, N11415, N38550
U53267: N32630, N277, N56164, N1878, N23824, N3056, N25620, N28569, N5501, N42144, N26485, N46749, N57560, N3292, N31150, N28448, N45912, N14929, N9583, N53837
U62965: N48740, N811, N59933, N26485, N32295, N11415, N4247, N23446, N14607, N63650, N16344, N43955, N35671, N12553, N23081, N46749, N33265, N10083, N52782, N8233
U5931: N61902, N31519, N25286, N61740, N57992, N28307, N14478, N17586, N26438, N32237, N2034, N12029, N15269, N57011, N33630, N63255, N41432, N24460, N31769, N811
U16347: N26878, N29445, N30105, N20372, N65073, N15777, N61532, N20180, N21111, N8327, N57675, N53169, N2530, N62809, N45283, N43471, N23446, N42928, N59469, N14483
U89681: N39742, N55322, N5138, N43491, N21914, N46069, N23809, N5152, N48486, N64183, N57000, N11217, N18324, N3763, N33120, N18102, N64857, N30630, N46024, N49929
U34263: N1427, N54016, N48510, N23107, N61079, N9805, N43528, N22353, N63803, N4644, N28947, N61044, N22539, N60300, N33456, N41004, N35047, N4258, N13916, N938
U20755: N60757, N27906, N37348, N729, N63381, N37738, N31036, N48215, N17975, N9259, N21004, N16323, N6566, N23864, N64296, N8687, N33203, N15887, N46736, N26213
U11685: N59907, N31112, N30713, N41447, N28895, N22414, N19080, N24375, N759, N811, N34276, N48740, N48096, N61, N37666, N54049, N31868, N22816, N33959, N26154
U44804: N36249, N59067, N13219, N19687, N39369, N47087, N10423, N18063, N29462, N23196, N34062, N17070, N60300, N3303, N17865, N43102, N23409, N12029, N33630, N36888
U15626: N49117, N41877, N26852, N24083, N6555, N51980, N2541, N43383, N64895, N43634, N30929, N26139, N45283, N50845, N6020, N20073, N13374, N30421, N41852, N4241
U88679: N46034, N47068, N12351, N8137, N63084, N28961, N65035, N40973, N36178, N45264, N49222, N39369, N20912, N35220, N57805, N58617, N58030, N36382, N62700, N1887
U58294: N811, N26485, N37666, N52103, N39601, N48740, N24190, N52973, N31978, N21019, N20413, N60858, N45498, N9370, N35671, N58264, N28597, N938, N383, N51895
U36032: N18485, N55860, N7215, N54197, N9734, N53572, N48740, N49222, N4515, N28340, N46662, N22816, N9370, N37666, N61593, N36886, N59908, N35671, N2825, N52973
U71185: N894, N50735, N43887, N24224, N64638, N14125, N56641, N36840, N5037, N6390, N64269, N14036, N36956, N11570, N7634, N3788, N12359, N31184, N32139, N50076
U73949: N61162, N45283, N28855, N23563, N27342, N58098, N49467, N43016, N38985, N29847, N44853, N48676, N28843, N30699, N4238, N9912, N17153, N29994, N38884, N12403
U9463: N796, N10612, N63155, N20015, N21539, N49279, N1313, N811, N52973, N22000, N48740, N19211, N677, N5135, N36886, N41910, N34633, N65036, N57005, N31376
U33570: N27234, N31041, N35907, N23081, N40403, N14736, N22348, N17659, N19643, N1920, N12608, N33630, N59653, N61363, N44772, N52635, N50404, N64296, N17070, N23675
U25938: N20729, N48659, N35671, N52973, N22816, N811, N48740, N37666, N13374, N27307, N383, N32257, N53572, N9368, N41881, N49279, N938, N18972, N8889, N46379
U10062: N47020, N37666, N279, N27307, N48740, N811, N41881, N2852, N4642, N7173, N13374, N31884, N677, N383, N53443, N35725, N36886, N10612, N33456, N44289
U5878: N17416, N5838, N35018, N28060, N58129, N15238, N4556, N3798, N1307, N37666, N33012, N13347, N52973, N811, N26063, N42988, N27738, N28052, N8306, N54562
U24677: N38029, N3138, N33493, N50713, N40204, N62485, N55461, N8907, N37773, N35159, N40451, N30421, N35737, N55622, N53206, N43587, N50029, N47020, N16952, N36816
U49546: N46100, N20384, N13601, N18461, N30744, N32527, N58941, N50312, N51133, N51980, N39620, N47102, N7371, N48982, N3297, N21019, N33240, N64895, N57085, N1946
U23568: N2822, N48539, N48729, N30929, N2811, N11648, N15052, N27788, N31704, N14756, N35980, N64802, N944, N44687, N4270, N36006, N61081, N49510, N24480, N28751
U59884: N11718, N36673, N63990, N35628, N53373, N19486, N39094, N29693, N54630, N41365, N63356, N20073, N2120, N54912, N17261, N61786, N8364, N46441, N32533, N21508
U35178: N27552, N1768, N12343, N24083, N42644, N47020, N39651, N59067, N28947, N61588, N30374, N53308, N62252, N7852, N16680, N37666, N3243, N60429, N19003, N1597
U68344: N7505, N35557, N50559, N31063, N48515, N39003, N58131, N55237, N7443, N15403, N29306, N45317, N565, N29950, N6388, N15947, N4038, N3173, N25256, N28019
U12061: N6903, N53011, N24386, N31500, N32646, N15305, N41432, N49252, N35991, N43699, N14049, N37142, N21310, N11569, N52007, N28345, N45017, N54401, N12224, N9822
U89435: N51898, N26687, N35147, N34490, N14408, N27234, N55397, N35671, N811, N22816, N32221, N48740, N37666, N13374, N54562, N60900, N57189, N31373, N9368, N46379
U41689: N34729, N7874, N54743, N14270, N59162, N43032, N46037, N43190, N27832, N56983, N54785, N21463, N1427, N52069, N944, N39028, N55253, N15269, N45779, N31041
U10282: N6432, N56777, N8483, N28975, N60531, N9407, N23642, N49183, N39796, N51560, N56474, N50463, N37899, N23489, N23444, N61466, N29977, N56045, N12769, N50565
U74263: N31031, N56884, N46193, N7799, N58765, N38029, N30283, N46446, N25657, N23373, N50776, N65094, N52530, N44575, N47094, N1110, N58212, N18145, N58748, N3169
U63884: N42767, N3737, N45671, N42655, N46545, N19396, N18862, N64634, N60186, N38235, N811, N36836, N20147, N58264, N59856, N557, N43587, N58638, N19300, N7895
U77892: N37263, N18024, N59189, N31782, N19815, N11194, N20479, N4637, N28539, N7092, N23260, N7634, N51401, N51800, N10831, N1313, N18032, N5908, N11681, N3173
U76428: N16854, N36796, N27579, N20510, N25024, N49252, N34055, N38718, N20227, N52606, N46263, N21590, N51725, N6903, N55885, N26159, N47960, N59323, N59003, N38324
