U10008: N31893, N49712, N34344, N28324, N33212, N30630, N17073, N19882, N6873, N61466, N32641, N2649, N19635, N11645, N37629, N25774, N3996, N1344, N31294, N44789
U10474: N48490, N25015, N49973, N28324, N4290, N51140, N50463, N4485, N48717, N41006, N28129, N26057, N45353, N27737, N51745, N28072, N37272, N51099, N39015, N50946
U10478: N58612, N47572, N45017, N28324, N57521, N20602, N21950, N62128, N58660, N26792, N33877, N26057, N6816, N53346, N43738, N557, N13640, N1344, N775, N13219
U10482: N40184, N52202, N41285, N28324, N4287, N20602, N5088, N23805, N1952, N33634, N32536, N56347, N11817, N3678, N52034, N46379, N13498, N1344, N54439, N38540
U10491: N41946, N47370, N59908, N28324, N39463, N55668, N20270, N63231, N2235, N32489, N11569, N56347, N16806, N22726, N61786, N42670, N28281, N308, N30639, N36436
U10507: N5553, N1477, N52492, N28324, N17936, N48824, N34973, N16813, N48084, N26762, N4610, N9321, N13834, N31373, N6347, N31036, N46203, N16461, N59526, N18751
U10516: N58054, N6873, N41498, N28324, N24109, N58950, N41258, N26023, N11083, N50372, N11569, N61466, N15772, N9912, N30374, N11930, N59586, N5886, N35671, N46477
U10524: N58969, N47975, N18151, N28324, N28072, N32255, N45953, N62128, N6471, N15194, N40451, N41640, N26687, N9592, N57329, N47370, N13640, N16461, N3138, N65216
U1053: N58054, N59526, N24424, N53335, N17936, N31519, N50076, N46407, N39463, N4610, N48084, N62436, N6555, N52138, N29126, N62033, N59960, N46037, N40451, N49279
U10585: N57226, N45561, N60472, N28324, N18449, N37441, N35815, N54442, N33469, N9321, N20576, N46915, N51120, N46103, N64275, N62820, N50775, N51187, N61973, N53599
U10604: N62988, N18485, N37458, N28324, N32196, N57706, N34973, N8090, N35436, N63681, N59526, N8889, N9295, N28523, N7491, N39463, N28983, N16461, N61973, N49279
U10611: N9047, N34601, N39932, N28324, N3007, N46624, N23513, N483, N38901, N46703, N53630, N16066, N15469, N18943, N64515, N59685, N8711, N41400, N35671, N32105
U10635: N49279, N4128, N64372, N28324, N27866, N48841, N5088, N61811, N28072, N33469, N64469, N46178, N22595, N18118, N23942, N5288, N39932, N51187, N36689, N22855
U10674: N50536, N41006, N13498, N28324, N33469, N35951, N8214, N22595, N20576, N63746, N57521, N23682, N27342, N60663, N48403, N25015, N51690, N51187, N48084, N7344
U10700: N36545, N1952, N34344, N28324, N28448, N34400, N5838, N61811, N29363, N21290, N31676, N53593, N50007, N9912, N65134, N30689, N49878, N46037, N61466, N633
U10703: N30553, N32139, N30288, N28324, N29722, N3421, N10840, N42590, N31676, N39463, N30422, N41064, N53242, N58171, N51704, N6767, N31556, N46037, N46915, N22061
U10729: N7328, N58656, N8162, N28324, N1539, N18708, N34130, N48843, N8907, N4857, N29541, N61466, N48350, N41651, N20770, N60550, N39932, N5886, N61929, N1019
U10742: N32053, N23603, N2704, N28324, N9135, N44746, N25620, N25064, N6371, N18449, N32277, N9409, N63480, N23370, N36553, N22975, N30288, N47433, N35671, N36243
U10773: N6051, N23547, N2704, N28324, N40356, N154, N27737, N6926, N31395, N24213, N33469, N41387, N44737, N51008, N22564, N64273, N8162, N34031, N41497, N6477
U10822: N60658, N54752, N24424, N28324, N54571, N35406, N50653, N54862, N1952, N27532, N53630, N37500, N5370, N52675, N36931, N60105, N26537, N5886, N61466, N57754
U1083: N38697, N64095, N57001, N28324, N11083, N2712, N23657, N23490, N29450, N33469, N48717, N56347, N13729, N33332, N17031, N11015, N53011, N51187, N27738, N57005
U10855: N42433, N35436, N43438, N28324, N32641, N15043, N8318, N15051, N19477, N65103, N34805, N26057, N34225, N28043, N61233, N18332, N40221, N46037, N61973, N32053
U10862: N18529, N50942, N40752, N28324, N39463, N6814, N21950, N7125, N15194, N15331, N17778, N56347, N54442, N53346, N48849, N35436, N52588, N5886, N35671, N26733
U10866: N43360, N33877, N26584, N28324, N24701, N25406, N52742, N57560, N12843, N16066, N12613, N61466, N51700, N35381, N26305, N57225, N26537, N16461, N54437, N7928
U10868: N60639, N4610, N40752, N28324, N32196, N33611, N52329, N8468, N19623, N2235, N25130, N53728, N20267, N64594, N23165, N23409, N677, N21590, N61973, N12043
U10906: N25966, N56897, N18295, N28324, N29322, N29124, N3489, N20267, N53201, N52577, N45960, N61363, N34063, N56966, N26991, N20331, N15559, N11551, N32196, N46146
U10909: N20025, N48487, N51690, N28324, N14170, N3123, N39050, N26380, N61541, N59526, N61241, N1860, N29462, N60663, N55949, N15811, N13498, N308, N35671, N39442
U10910: N14507, N1477, N27553, N28324, N12613, N58024, N33273, N9815, N44903, N5734, N41497, N28152, N62632, N3356, N41174, N28420, N43438, N16461, N33297, N37527
U10928: N48841, N8889, N27906, N28324, N48077, N25406, N23557, N53242, N16577, N18895, N42890, N61466, N45479, N51008, N63962, N36249, N26537, N46037, N301, N24108
U10936: N63828, N5085, N24275, N28324, N4290, N59060, N12403, N22595, N28800, N38504, N41497, N40670, N4649, N22977, N485, N39298, N56434, N5886, N64469, N51963
U10944: N46236, N38733, N31556, N28324, N35238, N17416, N57244, N51700, N19685, N32489, N47380, N61466, N28203, N41548, N17228, N5940, N11289, N46037, N35671, N51704
U10979: N41817, N47902, N37272, N28324, N31454, N61682, N34973, N25064, N61973, N18485, N31036, N53593, N14993, N49328, N15347, N16066, N52588, N46037, N59526, N8361
U1098: N18032, N28072, N31556, N28324, N33469, N3984, N34973, N29905, N42670, N21142, N4610, N61466, N45095, N49328, N9883, N936, N43646, N46037, N53381, N27327
U11007: N43415, N1185, N13640, N28324, N33469, N32734, N44516, N55936, N61466, N33212, N4287, N16117, N24985, N9592, N28307, N47975, N45612, N51187, N3138, N52102
U11014: N6814, N29364, N59960, N28324, N4290, N57733, N5088, N25678, N33469, N58354, N61929, N51875, N3268, N40700, N14270, N62436, N43646, N16461, N54439, N15746
U1103: N56051, N33469, N60599, N28324, N30536, N23391, N57244, N61811, N5940, N59367, N36689, N40670, N35216, N22457, N58553, N59981, N13498, N46037, N775, N32268
U11059: N21310, N19477, N13498, N28324, N34805, N52016, N60663, N51120, N5693, N48455, N25130, N20764, N19099, N34794, N2960, N56211, N11041, N46037, N61929, N29652
U11075: N23044, N39149, N53011, N28324, N28448, N10544, N19050, N25064, N52312, N33469, N11569, N23682, N23490, N33332, N19300, N8907, N57001, N16461, N33623, N38306
U11124: N22353, N59685, N57403, N28324, N23409, N5981, N12403, N28091, N40670, N50372, N59367, N24458, N19770, N28150, N25286, N46703, N33326, N16461, N61973, N63580
U11146: N20819, N17936, N51690, N28324, N47380, N37463, N35815, N62128, N23603, N53515, N42890, N46915, N51700, N47151, N22221, N22575, N53013, N1344, N54437, N36624
U11157: N14266, N28072, N53308, N28324, N28640, N10867, N45953, N23671, N31884, N36612, N33469, N24458, N26687, N37587, N4642, N41640, N25837, N16461, N40451, N53599
U11159: N21866, N5940, N57403, N28324, N47975, N57818, N1450, N58857, N39184, N18449, N53837, N46915, N58748, N36459, N24435, N11789, N43438, N46037, N59526, N8656
U11165: N32639, N7568, N40221, N28324, N36916, N14104, N28523, N45602, N25130, N41064, N64412, N46915, N45317, N10840, N37577, N21290, N38869, N46037, N36689, N19013
U11178: N49279, N33469, N45017, N28324, N20576, N53599, N52675, N25491, N36612, N6873, N40451, N28072, N31917, N32923, N27307, N49712, N57001, N16461, N53630, N17599
U11185: N11869, N35436, N28983, N28324, N33634, N33, N9538, N27928, N53443, N15279, N46586, N53728, N50990, N49328, N26649, N33469, N37458, N34031, N61973, N11974
U112: N3279, N53201, N59908, N28324, N33212, N13827, N41380, N30503, N34953, N25015, N41658, N56347, N27869, N28855, N29125, N15194, N45017, N25163, N36689, N46236
U1121: N56585, N28420, N60599, N16461, N33297, N58024, N20388, N9815, N64469, N28152, N19811, N8889, N12299, N50463, N58383, N16117, N43361, N51187, N48302, N5223
U11232: N16081, N50484, N53013, N28324, N17952, N47213, N58171, N1106, N6578, N40906, N33469, N40324, N41698, N35094, N21654, N19025, N59908, N2994, N3293, N12043
U11250: N9997, N42670, N57001, N28324, N42877, N43342, N42666, N44476, N43460, N45760, N41497, N45163, N43143, N42698, N44422, N48659, N45017, N16461, N53630, N43699
U11255: N28816, N57763, N26537, N28324, N18978, N59060, N25664, N58857, N59543, N18895, N48302, N32288, N25124, N23557, N25286, N1477, N21063, N46037, N39015, N59749
U11271: N14780, N39298, N45017, N28324, N1539, N31192, N38371, N51700, N39184, N26762, N57521, N23682, N19292, N50653, N63334, N62436, N53013, N16461, N59526, N53916
U11274: N53916, N27891, N43646, N28324, N19623, N42678, N44897, N45095, N46178, N16804, N38898, N61466, N63231, N12588, N24894, N62820, N59960, N51187, N54437, N26614
U11277: N62358, N33469, N45017, N28324, N32393, N59149, N30472, N54315, N5288, N40906, N6873, N40324, N28895, N35815, N14846, N52764, N4107, N25163, N27866, N51745
U11292: N7328, N51875, N50775, N28324, N11930, N12300, N23370, N30648, N30639, N13464, N32393, N35619, N7443, N18118, N35389, N42670, N52201, N5886, N33623, N35370
U11304: N29892, N21156, N40221, N28324, N35436, N36436, N54988, N36414, N21290, N20325, N19433, N40324, N3640, N62805, N37310, N62092, N20394, N46037, N3138, N62692
U11316: N43801, N25015, N56434, N28324, N4290, N53650, N5450, N22731, N28129, N26762, N64469, N5940, N31917, N28855, N42491, N46178, N43646, N46037, N4556, N53584
U11320: N6347, N30562, N28983, N28324, N14170, N28112, N6066, N36178, N34495, N48084, N28129, N3007, N34044, N39050, N44926, N20331, N43646, N47433, N56347, N41787
U11324: N43702, N46379, N44166, N28324, N42890, N44145, N14049, N44648, N10008, N46703, N4556, N46162, N45095, N42666, N43871, N1477, N44645, N46037, N41387, N43911
U11340: N36480, N47572, N45017, N28324, N33469, N61817, N34218, N44855, N46917, N31423, N7173, N18449, N46137, N18118, N8364, N39184, N31014, N11551, N63390, N17865
U11341: N23446, N48084, N60472, N4661, N33212, N49279, N46132, N57560, N46917, N61363, N7173, N40906, N61811, N57000, N61233, N23184, N43646, N28324, N33469, N56051
U11344: N18828, N35436, N38869, N28324, N39463, N60750, N40700, N55936, N47370, N29268, N33469, N53728, N4485, N28523, N51745, N15194, N62001, N5886, N59526, N59863
U11356: N61588, N62894, N53308, N28324, N28643, N3128, N33332, N1106, N18312, N936, N29268, N53728, N50502, N39050, N48176, N20478, N13498, N11551, N7173, N52662
U11357: N40326, N18332, N40221, N28324, N19623, N37437, N17115, N27869, N19025, N62820, N61973, N51875, N28895, N53606, N28408, N49712, N41285, N1344, N53728, N34930
U11453: N51364, N33469, N28983, N28324, N28448, N16118, N27737, N34382, N7826, N3007, N41497, N23547, N811, N52138, N7895, N23559, N26537, N21590, N41387, N51745
U11454: N9997, N4610, N53308, N28324, N48407, N46279, N23557, N13270, N45561, N61973, N4287, N40906, N45095, N23513, N23517, N46703, N24424, N16461, N52577, N4644
U11465: N53599, N6209, N13498, N28324, N33469, N39832, N22624, N6745, N6471, N27866, N9354, N41387, N22595, N37384, N57211, N6916, N8711, N46037, N30639, N42653
U11473: N9040, N39463, N18151, N28324, N40899, N30207, N1450, N5037, N1952, N18485, N11569, N40324, N25303, N25673, N15921, N36689, N41498, N5886, N6873, N17522
U11474: N49279, N40451, N37346, N35252, N33469, N62809, N32923, N26687, N936, N41640, N35436, N40324, N22595, N45953, N60762, N47975, N45017, N51187, N48084, N50302
U11489: N7655, N27532, N45017, N28324, N57521, N13981, N33474, N50404, N58660, N18485, N17778, N46915, N28496, N31373, N3128, N1952, N41285, N16461, N35671, N9340
U1150: N24963, N1952, N13640, N28324, N33469, N4384, N29735, N3256, N21290, N20478, N43246, N61466, N26023, N9592, N22885, N3138, N18151, N52835, N6873, N4510
U11506: N23373, N5519, N50775, N28324, N31454, N64508, N45953, N6020, N64095, N11652, N61973, N38333, N13834, N64808, N45178, N17342, N57403, N46037, N27738, N325
U11508: N19661, N55555, N24275, N28324, N4290, N7344, N41651, N21030, N44640, N32288, N33469, N28072, N23195, N56966, N19040, N38053, N40575, N5886, N39015, N3506
U11511: N9997, N52502, N52492, N28324, N53443, N281, N52138, N28029, N28072, N51867, N29363, N26262, N28203, N28150, N52103, N27891, N21063, N47433, N30639, N2825
U11536: N52973, N1185, N13640, N28324, N7826, N20036, N23557, N22423, N6578, N3007, N43246, N40324, N28895, N1058, N43738, N7568, N37346, N46037, N36689, N63859
U11547: N19682, N28643, N28983, N28324, N33469, N38644, N53606, N29905, N31884, N8889, N59526, N34457, N20510, N45953, N55281, N936, N64372, N16461, N54439, N58212
U11552: N30920, N42499, N24275, N28324, N33469, N32053, N20270, N9719, N52502, N47572, N5576, N46915, N33315, N12800, N61233, N7568, N40221, N1344, N40324, N46887
U11556: N3190, N42223, N29217, N28324, N48407, N64228, N25664, N24985, N29363, N39463, N61973, N29533, N23805, N9538, N55198, N29920, N46203, N5886, N1091, N35389
U1158: N57546, N3007, N28983, N28324, N48487, N42845, N18118, N61811, N59526, N26781, N18978, N62092, N23805, N20215, N18010, N5693, N43646, N308, N48084, N47020
U11610: N9763, N31978, N56270, N28324, N15194, N55943, N57244, N57560, N60550, N55555, N61241, N40324, N2986, N38371, N42457, N30689, N11289, N39399, N24458, N53296
U1163: N9997, N37589, N24424, N28324, N62894, N21196, N58171, N57995, N20576, N59067, N48084, N60105, N57919, N23557, N58345, N56456, N59908, N5886, N7173, N41594
U11633: N41881, N38311, N33326, N28324, N33469, N23039, N32923, N57560, N26262, N48077, N40451, N28072, N26687, N45953, N60750, N46703, N64372, N16461, N35671, N10867
U11672: N46304, N25015, N18571, N28324, N48717, N32158, N49046, N33828, N28129, N28448, N7173, N56456, N31917, N5450, N50912, N31423, N56434, N5886, N30639, N53584
U11706: N7655, N59494, N47190, N28324, N33212, N38206, N3116, N15051, N19998, N39298, N32393, N56347, N7336, N16954, N37391, N19477, N37346, N46037, N61973, N45551
U11713: N26438, N29541, N62001, N28324, N28327, N36933, N12800, N36742, N61363, N59685, N46586, N41387, N7443, N41380, N15807, N7330, N33326, N38797, N33623, N36914
U11792: N30481, N15811, N52492, N28324, N62820, N62049, N34130, N36178, N4034, N23409, N33297, N46915, N54315, N9912, N24802, N63746, N28571, N16461, N39015, N30553
U11801: N41612, N14170, N45017, N28324, N33469, N4667, N4500, N26380, N24109, N48487, N59526, N36612, N45095, N1336, N26595, N11083, N51690, N5886, N35671, N37636
U11828: N23444, N8889, N33326, N28324, N33469, N20776, N22457, N51700, N27318, N20764, N30536, N62820, N39369, N56459, N26967, N5940, N57403, N47433, N54437, N46236
U11858: N5798, N48084, N18151, N46037, N3007, N41787, N41258, N7600, N1952, N61466, N32196, N17360, N36742, N23370, N64613, N42670, N24424, N28324, N33469, N6343
U11876: N7950, N46917, N21063, N28324, N4610, N2758, N63475, N34055, N47380, N61466, N38733, N8889, N51700, N22624, N65028, N35619, N2159, N11551, N46915, N63962
U11892: N20770, N13941, N39932, N28324, N1539, N1019, N41651, N14054, N6916, N33469, N33623, N24109, N9621, N34130, N5981, N58656, N8162, N5886, N41387, N9047
U11894: N57260, N58070, N46501, N28324, N8709, N18751, N16854, N25064, N39463, N6371, N48084, N11652, N18476, N34973, N63962, N3865, N30288, N41400, N59526, N41074
U11895: N41492, N5085, N45017, N28324, N28072, N48448, N16552, N22595, N706, N47975, N40451, N41640, N26687, N14964, N29319, N12477, N13498, N46037, N59526, N53599
U11921: N32012, N7330, N8162, N28324, N39463, N7655, N3116, N7443, N34601, N30562, N20576, N24458, N36178, N12403, N1495, N49252, N31014, N38797, N33623, N3303
U11935: N50592, N38142, N13498, N28324, N58030, N28947, N33078, N51954, N7568, N33469, N31676, N21290, N34492, N58171, N6787, N18350, N34344, N25163, N3138, N61782
U11945: N21219, N28327, N46203, N28324, N33212, N1170, N21950, N33448, N64095, N11083, N14170, N53728, N19882, N5152, N59126, N49712, N53011, N5886, N27738, N22816
U11963: N42800, N46917, N57403, N28324, N29363, N56675, N57344, N33957, N56456, N48077, N28851, N61466, N14601, N35381, N18032, N42877, N18151, N5886, N46915, N61782
U11979: N57368, N30562, N28983, N28324, N37553, N57032, N28523, N20961, N30929, N53443, N10885, N3007, N45479, N56966, N2825, N44765, N42196, N2994, N3841, N54606
U11994: N42212, N26130, N16725, N28324, N39463, N46261, N53634, N7462, N61760, N50942, N35671, N37007, N21030, N34130, N11378, N11930, N62001, N5886, N24458, N40109
U12001: N32556, N11652, N31556, N28324, N18449, N13556, N35340, N9815, N59685, N46915, N62033, N62820, N9719, N46132, N30553, N8907, N40221, N1344, N29627, N51553
U12023: N24176, N33469, N62001, N28324, N43460, N54577, N48476, N64816, N60105, N30614, N27731, N3138, N19292, N48416, N17647, N48487, N53308, N5886, N59526, N35486
U12026: N12570, N59494, N59908, N28324, N45960, N34633, N35815, N12299, N33469, N61466, N32641, N19477, N3742, N27219, N51745, N9135, N50565, N51187, N29627, N2659
U12027: N23060, N52929, N11931, N28324, N17936, N62049, N1768, N6021, N301, N23184, N30536, N11652, N1435, N9538, N14878, N31289, N37458, N46037, N64469, N65021
U12032: N55949, N62820, N28983, N28324, N26762, N39061, N28716, N48887, N1663, N41387, N29369, N3007, N2872, N63475, N1323, N6371, N2704, N11551, N19536, N28747
U12045: N39919, N29533, N9846, N28324, N4610, N26220, N1450, N38490, N46441, N59685, N25130, N53728, N6020, N34973, N53476, N23409, N45612, N25163, N30639, N54443
U12091: N47710, N52502, N40221, N28324, N50670, N60750, N3678, N7600, N28072, N35436, N61973, N47370, N24675, N20270, N44682, N6873, N46203, N25163, N63390, N50080
U12108: N9997, N6578, N13640, N28324, N23409, N47068, N36459, N46892, N7568, N4290, N63390, N55555, N46407, N64594, N41708, N26762, N26537, N38797, N7173, N31621
U12124: N9997, N33469, N26537, N28324, N51489, N35609, N38371, N34382, N7826, N40078, N28851, N46915, N27869, N39050, N32542, N39149, N53013, N41400, N41497, N32630
U12146: N14638, N49834, N52492, N28324, N19623, N39853, N49328, N46407, N27891, N31454, N4610, N53728, N10757, N28150, N34041, N52299, N50775, N46037, N61973, N30553
U12147: N56545, N5085, N52588, N28324, N4290, N19030, N14964, N45317, N56211, N33634, N29363, N46915, N22595, N60663, N61532, N17952, N24275, N25163, N41497, N51963
U12148: N5854, N39298, N60599, N28324, N33212, N59060, N252, N27869, N33469, N24467, N39015, N47572, N18212, N36332, N51745, N26781, N64077, N11551, N32393, N26352
U1215: N39620, N47975, N38869, N28324, N31454, N7342, N30472, N21885, N33469, N45561, N47848, N46915, N38550, N16854, N16844, N38142, N13640, N1344, N31294, N524
U12166: N56051, N29528, N41285, N28324, N33469, N42457, N9912, N61811, N5940, N48084, N48302, N37055, N54315, N12288, N9284, N15811, N56270, N46037, N36689, N1180
U1217: N34869, N53201, N34081, N28324, N48302, N62809, N42698, N48539, N39184, N21142, N21941, N61466, N58545, N20056, N55950, N18020, N64077, N2994, N5576, N59749
U12183: N64508, N37007, N16725, N28324, N29920, N52020, N15838, N28340, N39463, N27891, N50942, N28420, N33957, N9538, N42433, N44765, N24424, N51099, N53728, N23406
U12226: N20912, N1477, N28571, N28324, N12613, N56142, N57462, N31917, N4034, N3007, N60035, N41387, N38442, N3356, N48613, N20331, N1575, N43386, N1091, N19795
U12239: N64269, N39463, N28983, N28324, N62820, N61898, N38371, N13834, N47652, N3007, N35436, N61466, N8090, N34973, N19584, N47380, N26537, N16461, N61973, N23028
U12265: N20838, N41387, N39932, N6056, N20576, N12029, N16851, N12156, N35671, N52312, N7112, N3007, N39094, N32923, N51344, N4128, N11289, N39399, N59526, N24435
U12282: N46024, N61466, N46203, N46037, N8306, N14436, N23455, N15051, N60550, N47572, N48084, N29722, N33791, N48261, N57754, N40324, N18151, N51187, N8709, N12043
U12316: N31332, N18895, N64933, N28324, N18978, N7995, N23180, N5370, N1091, N1477, N48659, N15194, N39741, N18118, N56874, N10869, N64077, N1344, N62423, N24539
U12325: N44605, N53443, N61969, N28324, N28643, N2482, N22624, N27928, N15279, N17952, N14978, N23682, N47786, N60000, N62049, N29930, N40752, N5886, N41497, N11974
U12345: N40268, N31782, N9846, N28324, N4610, N20614, N40656, N7600, N47216, N15194, N48084, N26762, N15469, N1450, N11627, N1860, N43438, N51187, N61466, N27020
U12367: N41074, N47652, N30288, N28324, N62820, N7655, N38371, N4485, N59653, N31676, N33469, N39463, N53242, N9538, N1323, N30929, N40221, N43386, N46915, N41626
U1240: N23373, N18312, N45017, N28324, N20576, N19592, N14049, N31917, N57521, N26762, N59526, N5940, N5259, N18118, N13930, N1667, N24275, N5886, N3138, N25657
U12409: N22885, N58354, N21063, N28324, N38733, N46236, N26719, N25678, N61466, N27318, N47380, N50670, N51700, N52520, N25605, N24467, N13640, N16461, N54437, N25954
U12412: N8455, N61466, N34344, N53910, N11569, N35389, N16854, N26023, N6578, N21290, N6873, N3138, N28496, N14049, N22885, N49712, N13640, N1344, N61929, N24108
U12425: N56051, N48084, N13498, N4661, N33469, N23391, N22624, N35216, N5940, N13916, N38733, N41387, N37793, N12288, N42457, N56211, N52201, N51187, N36689, N7344
U12430: N51745, N37007, N26537, N28324, N33469, N19611, N23513, N49467, N39463, N27891, N4610, N53728, N32870, N50076, N63481, N1914, N13498, N1344, N59526, N57260
U12452: N24224, N19623, N52588, N28324, N26762, N50735, N44897, N63231, N27891, N39463, N33469, N61466, N51700, N28150, N10105, N56132, N52492, N16461, N54437, N50034
U12460: N15855, N5940, N33326, N28324, N42890, N23446, N1768, N61811, N61541, N33469, N48407, N20764, N14993, N57244, N3123, N38733, N45017, N51187, N54437, N42457
