U10008: N16081, N28800, N34344, N44249, N31676, N44789, N11645, N50924, N49712, N6873, N39432, N3138, N27055, N53242, N35495, N46130, N61296, N43386, N61929, N38488
U10133: N16138, N46917, N47433, N43361, N46586, N55421, N44394, N55747, N34004, N28129, N51489, N46915, N61326, N16568, N1660, N48717, N46501, N11551, N61973, N43053
U10152: N9724, N26781, N15559, N46037, N4290, N4923, N22977, N4649, N39184, N41640, N40451, N25015, N8214, N6745, N64794, N36612, N28281, N16461, N39015, N60921
U1017: N409, N1952, N28324, N41285, N49955, N9047, N57764, N57344, N103, N62894, N43460, N33623, N4663, N33332, N64801, N6916, N38797, N33326, N40324, N23176
U10182: N23394, N54571, N51187, N40752, N7173, N56051, N28751, N57344, N58656, N48487, N28072, N53381, N61811, N15249, N9284, N47087, N279, N12330, N46915, N23767
U10185: N53877, N47652, N25163, N53011, N63390, N20729, N38490, N19057, N47370, N29363, N37007, N61973, N50924, N14964, N65021, N23603, N1344, N13498, N19536, N32533
U1019: N38294, N55555, N55723, N9846, N24458, N12523, N22483, N15838, N59981, N60105, N41640, N19536, N46923, N58171, N64228, N7112, N41172, N33326, N59526, N20614
U10191: N63550, N36612, N36037, N1344, N52577, N44698, N22036, N4119, N58660, N28072, N28640, N20764, N53304, N33474, N62700, N35725, N58264, N15559, N48487, N7757
U10195: N30099, N60939, N40221, N11551, N53728, N48824, N7462, N28179, N53515, N26271, N26690, N20764, N4485, N445, N6522, N44765, N30288, N1344, N29627, N36624
U10201: N17289, N47087, N279, N53013, N301, N21484, N45416, N64786, N6916, N42890, N48407, N20764, N27932, N8468, N53350, N59833, N57403, N16461, N29627, N16713
U10218: N41717, N49252, N18295, N39399, N46915, N1228, N30648, N10350, N50484, N55397, N62423, N24458, N33791, N57344, N36351, N52502, N55229, N43386, N56347, N22417
U10233: N37437, N64095, N38797, N53013, N33623, N52447, N23513, N28132, N29364, N47380, N5940, N61929, N35094, N35216, N32257, N39463, N58264, N8162, N24458, N15269
U10239: N55943, N56456, N47190, N25163, N48084, N54000, N16616, N33929, N19811, N24458, N27318, N9734, N25992, N8876, N41174, N47572, N26537, N39399, N20764, N24017
U10259: N14370, N47370, N1344, N42196, N30834, N49335, N50924, N10616, N6578, N29930, N63390, N33634, N53349, N16806, N38263, N35436, N58264, N13498, N53728, N65216
U10265: N33123, N15194, N30288, N4661, N61973, N11846, N55977, N15481, N6578, N53443, N1539, N41387, N35570, N48476, N8559, N59653, N25163, N40575, N52577, N23816
U10285: N41549, N11681, N43386, N2704, N24458, N50588, N9621, N23089, N23184, N41658, N3841, N29627, N4663, N42698, N50312, N13408, N38797, N56804, N53630, N30253
U10296: N63174, N26262, N44249, N8162, N40324, N49180, N48350, N55747, N48487, N15811, N24109, N48084, N61811, N24272, N5048, N60550, N11289, N39399, N9409, N54912
U1030: N60647, N55555, N59960, N52835, N19536, N46736, N53346, N25064, N39184, N24458, N6767, N5085, N27932, N36288, N49279, N64095, N36037, N47433, N59526, N12029
U10306: N19990, N6578, N11551, N56270, N63390, N19013, N36414, N38371, N15194, N64183, N2649, N19536, N14751, N53346, N14436, N35436, N59960, N5886, N59526, N41176
U10311: N15574, N22975, N11551, N57034, N53630, N31154, N36414, N29889, N41113, N26690, N47572, N63390, N44183, N55253, N15435, N20947, N40468, N28571, N9409, N21428
U10332: N61740, N39463, N46501, N11551, N61973, N14744, N52138, N36414, N47216, N11652, N47553, N51867, N16851, N38550, N19694, N29450, N37346, N1344, N52577, N4729
U10338: N25471, N47216, N51187, N60472, N53630, N59602, N15838, N25678, N36612, N4610, N14170, N61466, N23513, N9621, N58054, N39184, N39399, N11289, N48084, N45912
U10404: N23394, N12682, N11551, N50775, N41387, N15817, N27869, N9538, N40906, N1952, N18312, N35671, N1790, N1336, N3745, N47216, N47433, N9846, N53630, N7670
U1045: N47412, N39184, N60472, N52835, N53381, N4510, N64858, N46592, N5288, N2530, N16477, N27738, N53304, N35815, N28987, N26262, N11551, N30288, N63390, N59149
U10450: N25605, N64606, N57403, N43386, N24458, N22417, N37157, N53346, N28800, N3841, N43460, N52577, N3589, N14049, N37204, N60550, N5886, N34344, N40324, N37326
U10451: N41493, N42670, N11931, N41400, N54437, N17605, N47868, N34225, N49712, N19811, N29363, N61466, N56645, N19882, N52308, N57451, N40575, N2994, N31294, N32053
U10455: N33005, N52502, N44249, N34344, N19536, N41717, N41698, N10616, N58660, N36249, N17952, N63390, N51587, N22457, N36931, N6916, N1344, N57034, N53728, N14370
U10474: N34185, N25015, N59385, N8711, N39015, N32567, N24272, N33828, N30689, N60105, N61241, N26057, N49046, N11940, N19661, N26262, N15559, N2994, N28129, N4021
U10478: N8559, N47370, N15559, N34031, N35436, N17193, N62128, N53346, N39184, N39463, N14809, N46915, N49197, N6816, N21310, N26781, N40575, N2994, N61973, N23816
U10482: N32533, N50484, N43386, N57034, N40324, N35495, N4663, N27055, N61760, N7112, N39463, N19536, N44460, N23632, N29491, N42655, N34344, N2994, N24458, N55544
U10491: N14370, N37553, N3996, N46037, N301, N18828, N11645, N16806, N35436, N41221, N47380, N61466, N27499, N7125, N46396, N5693, N61296, N16461, N19536, N2822
U10507: N20838, N31782, N15559, N11551, N4290, N4729, N1336, N33828, N47216, N17936, N28072, N48084, N52138, N21186, N25657, N41640, N61970, N43361, N4610, N9267
U10516: N35486, N60550, N44249, N8162, N40324, N16260, N34709, N53346, N26262, N63390, N11083, N29541, N55931, N15947, N17031, N60192, N25163, N34344, N56347, N3708
U10524: N60750, N47370, N51187, N15559, N58030, N35392, N62128, N44516, N28072, N64095, N29930, N63390, N57354, N52138, N61952, N47216, N18295, N47433, N40324, N65216
U1053: N14699, N32641, N38869, N1344, N40451, N42678, N21885, N40700, N41640, N28800, N29920, N31294, N5152, N6547, N14181, N60939, N34344, N34031, N46915, N23616
U10585: N25639, N49712, N24424, N1344, N29627, N24435, N6066, N35147, N1539, N557, N38901, N9409, N55913, N15838, N10250, N43460, N3996, N39399, N61973, N23563
U10604: N55633, N47370, N11931, N308, N61973, N49279, N15838, N37251, N58660, N37007, N4610, N46915, N23513, N60834, N29379, N5693, N34031, N8162, N31294, N24435
U10611: N54911, N8375, N53011, N2994, N61973, N2844, N6066, N9815, N38333, N27891, N47902, N35671, N27932, N35570, N740, N6916, N30288, N47433, N53728, N13601
U10635: N15234, N54571, N57403, N6056, N40451, N36545, N61811, N39050, N36612, N1539, N47087, N48084, N45416, N58748, N16777, N58656, N11289, N46037, N7173, N17599
U10674: N19661, N41006, N21063, N46037, N48084, N24608, N27342, N14964, N39184, N5085, N31884, N26057, N8214, N57041, N25605, N5940, N13498, N39399, N19536, N53599
U10700: N49180, N21290, N16725, N47433, N54439, N24963, N3256, N23089, N1952, N60105, N11569, N3138, N51725, N3318, N16020, N28800, N30288, N1344, N56347, N8373
U10703: N43083, N8889, N58129, N38797, N52577, N20746, N23642, N57995, N11681, N28420, N12613, N3007, N13374, N7443, N37126, N41221, N2159, N1344, N4556, N3617
U10729: N20372, N54571, N59385, N31014, N24458, N5981, N41651, N4663, N4857, N50372, N43460, N53630, N40982, N53634, N23563, N50058, N41400, N49038, N40906, N47040
U10742: N5981, N41387, N58264, N41285, N4857, N43911, N41651, N27869, N40906, N60550, N54571, N9409, N41380, N44772, N3128, N1539, N46501, N11551, N53630, N52782
U10773: N7113, N42670, N30288, N11551, N9409, N36016, N43269, N23089, N57451, N7826, N9971, N61973, N28978, N21513, N23394, N27936, N2704, N41400, N41387, N3064
U10822: N28506, N1539, N58264, N47190, N40324, N16260, N38155, N13374, N24109, N7826, N20331, N52577, N63599, N41380, N28569, N17342, N2994, N40575, N24458, N1105
U1083: N17031, N48487, N41172, N57001, N33623, N27376, N16447, N41258, N60550, N3841, N11569, N40324, N25064, N33332, N5897, N62894, N33120, N53168, N59526, N7416
U10855: N14370, N47370, N11931, N16461, N39015, N17605, N50924, N53349, N19477, N35436, N32641, N32288, N9295, N16568, N61233, N49712, N42196, N1344, N37553, N27361
U10862: N58462, N15194, N53910, N13498, N59526, N31590, N32923, N56517, N39184, N47902, N39463, N61973, N3234, N15838, N7618, N41113, N39399, N30288, N63390, N26649
U10866: N6477, N49252, N2994, N4107, N47087, N42515, N43974, N57995, N58656, N1539, N54571, N41387, N30725, N3517, N64037, N59981, N27906, N51099, N10885, N37250
U10868: N35803, N46283, N53335, N34344, N31294, N31621, N10616, N44183, N18063, N51489, N11652, N61973, N23784, N16851, N15435, N7568, N53013, N11551, N61466, N50023
U10906: N60695, N59367, N61296, N6056, N33623, N37437, N50990, N27055, N20413, N14809, N34817, N41387, N36821, N18943, N63828, N41221, N28281, N38797, N53381, N2393
U10909: N63550, N36612, N51187, N39932, N35671, N45912, N43102, N38070, N14170, N5940, N48077, N20764, N43143, N48416, N50245, N63746, N12330, N51099, N4556, N23446
U10910: N8373, N19685, N27906, N16461, N36689, N3034, N49191, N33791, N33297, N5940, N40451, N15194, N23180, N28059, N14270, N10869, N62170, N1344, N64469, N15234
U10928: N48824, N19477, N11931, N11551, N46915, N4913, N25064, N52329, N58660, N58030, N32641, N53728, N1768, N27928, N13471, N31395, N61296, N308, N61973, N15807
U10936: N17886, N24109, N15559, N59385, N57521, N4923, N22977, N35147, N64095, N61363, N4290, N3138, N40941, N60834, N36779, N26781, N34344, N2994, N40451, N1170
U10944: N43083, N5940, N62170, N16461, N36689, N51287, N25064, N62518, N48077, N37553, N27318, N20764, N35216, N49183, N38620, N6578, N4107, N51187, N38733, N47020
U10979: N30207, N36612, N44249, N39932, N53728, N63647, N23490, N4500, N49955, N8375, N28072, N61973, N53170, N52329, N32533, N30929, N28324, N21063, N29930, N63174
U1098: N30290, N28072, N38869, N1344, N19536, N33630, N1768, N43269, N1952, N46915, N47380, N60059, N28059, N43498, N61476, N47370, N29217, N34031, N54439, N34525
U11007: N9349, N57451, N30288, N11551, N63390, N14291, N62128, N33474, N20478, N47975, N21290, N53630, N61571, N63342, N43083, N41113, N37346, N1344, N52577, N14436
U11014: N57359, N2649, N36037, N47433, N54439, N49279, N15838, N20287, N28800, N21290, N4610, N20764, N23513, N15469, N14857, N26781, N11931, N1344, N59526, N9883
U1103: N56051, N1952, N18295, N46037, N36689, N58553, N15249, N61811, N7112, N5940, N31884, N3138, N44558, N22457, N23767, N46130, N51187, N15559, N48077, N41165
U11059: N38620, N46283, N42196, N46037, N3541, N15435, N34492, N21513, N19387, N4905, N28072, N19536, N41698, N22457, N17201, N56471, N22985, N16461, N20764, N30207
U11075: N26673, N27936, N25163, N53011, N63390, N48146, N13729, N12800, N3045, N40078, N27866, N52577, N23490, N6066, N56227, N29541, N26488, N8162, N33623, N53084
U11124: N44145, N60550, N47433, N56270, N33623, N1019, N4663, N57000, N64606, N62894, N24109, N7173, N25124, N22457, N13604, N58030, N40468, N57403, N53728, N14780
U11146: N31954, N59494, N59908, N51187, N301, N36252, N10840, N50404, N42890, N5940, N51489, N61466, N34794, N51700, N52308, N29533, N61296, N308, N54437, N35389
U11157: N55943, N28072, N41172, N15559, N28640, N41612, N15678, N37384, N36612, N14170, N62894, N53728, N57041, N22457, N36480, N24109, N33120, N34344, N40451, N4510
U11159: N12910, N47216, N30288, N11551, N61973, N9792, N53170, N15481, N28072, N28640, N62750, N53381, N48539, N21513, N33123, N40985, N50775, N51187, N54439, N57081
U11165: N43738, N49712, N40221, N308, N29627, N34724, N59277, N38070, N7852, N9135, N42670, N46915, N7041, N30049, N9928, N47572, N10541, N1344, N3138, N5226
U11178: N24176, N34949, N51187, N34344, N31676, N49279, N37384, N55712, N1952, N2530, N28640, N3138, N36796, N49831, N29830, N24686, N28324, N12330, N33831, N10250
U11185: N45361, N15279, N42196, N25163, N29930, N33, N38381, N59257, N53443, N23603, N33634, N61973, N32870, N50831, N32533, N8375, N21063, N41400, N41387, N48351
U112: N60647, N36612, N38797, N37346, N24458, N15155, N4663, N37384, N39184, N24109, N57521, N9409, N16553, N52675, N49279, N20576, N6056, N60472, N33623, N53599
U1121: N58383, N16477, N10541, N34031, N1091, N2852, N49191, N28203, N19811, N28152, N59543, N28420, N23642, N50007, N41174, N9135, N13980, N2994, N64469, N55392
U11232: N46279, N52502, N52835, N34344, N40324, N16918, N44460, N53349, N31395, N63390, N40906, N6873, N55913, N35094, N29847, N14990, N21590, N40575, N9409, N29830
U11250: N30454, N40324, N53013, N45754, N16431, N57754, N5364, N13051, N57451, N3045, N53837, N3138, N46892, N44516, N64902, N6578, N34344, N52835, N63390, N11542
U11255: N19961, N56471, N52098, N46037, N9409, N28918, N36495, N43269, N39184, N28152, N40390, N26057, N27932, N3234, N41174, N3541, N22985, N51099, N39015, N60695
U11271: N37263, N31782, N36037, N16461, N46915, N12523, N15838, N36288, N39184, N17936, N31884, N20764, N14964, N60834, N41934, N47216, N51187, N43361, N28640, N18708
U11274: N54867, N31782, N53013, N308, N54437, N30099, N52138, N50990, N47652, N39463, N29920, N61973, N23513, N43932, N30207, N7470, N9846, N11551, N28420, N36673
U11277: N22061, N49712, N30288, N308, N28420, N7092, N43143, N57462, N4034, N31423, N20576, N26057, N46592, N43102, N24981, N39184, N2704, N11551, N27738, N23942
U11292: N15628, N14978, N47190, N41172, N24458, N1887, N37384, N45353, N30422, N63746, N28448, N52577, N50653, N47786, N1774, N51875, N62001, N308, N29627, N19241
U11304: N7901, N22664, N13498, N11551, N63390, N35803, N36414, N36332, N6578, N28072, N29363, N53728, N34709, N52520, N4162, N2649, N53011, N25163, N19536, N13981
U11316: N10786, N25015, N15559, N61970, N41658, N51140, N4119, N62632, N28129, N26781, N39015, N27532, N62518, N39369, N34185, N5940, N42196, N46037, N24213, N22855
U11320: N6347, N31978, N46037, N37346, N48084, N2393, N37384, N40973, N9734, N60550, N24458, N24213, N11645, N46923, N30253, N6532, N39399, N11289, N53630, N13887
U11324: N28477, N37553, N42196, N4661, N7112, N48849, N5152, N36288, N39184, N27532, N301, N1667, N48729, N50404, N15155, N63746, N2159, N38797, N54437, N6735
U11340: N49279, N20576, N39932, N61970, N53381, N41934, N37384, N64858, N39184, N47572, N59367, N28420, N60085, N14929, N32158, N6578, N62170, N308, N53630, N24509
U11341: N22348, N39184, N21590, N60472, N48084, N49527, N28132, N36332, N40906, N58660, N33831, N53381, N35216, N50653, N60647, N26781, N44249, N15559, N47087, N43568
U11344: N47704, N39184, N60472, N34031, N40451, N41176, N54269, N6312, N47370, N35436, N39463, N61973, N30888, N36821, N57484, N19477, N1344, N40221, N7173, N46612
U11356: N11417, N12682, N15559, N16461, N706, N10879, N50404, N48476, N29363, N26781, N52299, N35671, N23675, N11309, N37437, N20325, N11551, N21063, N63390, N17659
U11357: N9997, N47652, N11551, N61296, N53630, N3763, N36414, N16568, N22975, N40906, N29363, N28420, N50404, N50727, N30290, N19477, N21590, N60472, N61973, N10879
U11453: N30283, N7826, N53910, N57034, N9409, N22978, N3234, N29889, N18449, N49252, N29722, N63390, N811, N30888, N16790, N33505, N58264, N34344, N24458, N29152
U11454: N1660, N51489, N38797, N45017, N59526, N49279, N42590, N45416, N34601, N46586, N29920, N61973, N41627, N1336, N56080, N47216, N53013, N46037, N40324, N3708
U11465: N41714, N39184, N21063, N28324, N12703, N46836, N27342, N22624, N41006, N7852, N29930, N40451, N38381, N22977, N39832, N15279, N13498, N46037, N46915, N60647
U11473: N15043, N1952, N8711, N1344, N19536, N64409, N25491, N6066, N47902, N11569, N47370, N59526, N10757, N50653, N7121, N29930, N28103, N2994, N61973, N25471
U11474: N49279, N31884, N13980, N28324, N28640, N21508, N15838, N54442, N47370, N40451, N41640, N48077, N1450, N27342, N32533, N46917, N51187, N15559, N35436, N46836
U11489: N38620, N706, N11551, N27906, N1091, N16445, N36414, N36332, N39184, N39463, N4610, N32288, N15838, N54315, N17659, N32641, N17510, N29217, N4556, N60695
U1150: N24963, N39184, N60472, N34031, N63390, N4384, N25678, N56645, N21290, N20478, N47975, N54439, N62128, N14964, N5822, N2649, N1344, N30288, N46915, N24460
U11506: N34185, N47902, N21063, N3416, N48084, N63748, N64858, N7041, N14170, N557, N57521, N24458, N30713, N37384, N29490, N26781, N42196, N44249, N53443, N10786
U11508: N19990, N1539, N34344, N4661, N40324, N37688, N11645, N34044, N56471, N27532, N6873, N3138, N41258, N57764, N19013, N1952, N61472, N41400, N31676, N496
U11511: N41176, N47380, N46037, N59960, N61973, N21484, N1450, N38381, N19477, N4610, N31884, N20764, N5152, N3589, N25657, N557, N21063, N16461, N19536, N51858
U11536: N21297, N40078, N11551, N61472, N48084, N17605, N11645, N3234, N35725, N38053, N7826, N24458, N44737, N14456, N49279, N31289, N3416, N40575, N52577, N28569
U11547: N41881, N557, N16461, N13498, N40451, N9883, N53304, N37384, N31884, N36612, N28640, N53728, N21186, N19057, N54903, N2649, N51187, N62393, N40956, N29212
U11552: N46887, N59494, N61296, N1344, N63390, N51552, N58171, N21885, N59867, N32641, N6873, N46915, N16854, N47906, N50879, N1914, N40221, N11551, N31294, N10754
U11556: N57957, N19477, N43386, N27906, N46915, N8373, N10616, N62632, N32641, N7568, N4610, N61466, N52329, N38381, N55633, N37553, N49973, N1344, N61973, N6997
U1158: N9284, N36612, N18295, N308, N24458, N15269, N22036, N28855, N47572, N48487, N39184, N20764, N61811, N53346, N49180, N5519, N10541, N34031, N64469, N59933
U11610: N42457, N31289, N1344, N26584, N41387, N8373, N7500, N6378, N3007, N51033, N28327, N301, N35216, N19057, N47020, N60550, N39399, N62170, N56347, N10083
U1163: N60272, N54571, N59385, N28571, N52577, N24509, N23272, N60960, N58030, N50372, N43460, N301, N22036, N22416, N38578, N6767, N41172, N8162, N56347, N34400
U11633: N55943, N47370, N51187, N42196, N28640, N53599, N36288, N1336, N47216, N28072, N60105, N35671, N57041, N1450, N41881, N31782, N38797, N30288, N53728, N16120
U11672: N47357, N25015, N44166, N61970, N40451, N12812, N54269, N50404, N46917, N9409, N28129, N55531, N28716, N28978, N46304, N23547, N1575, N51099, N39015, N32158
U11706: N60647, N41064, N37346, N46037, N24458, N34763, N22977, N50924, N39184, N34360, N33212, N3138, N7041, N14929, N60744, N57521, N45017, N2994, N53381, N43115
U11713: N9340, N49252, N41400, N13640, N41387, N36933, N41651, N28978, N47370, N54571, N3007, N7173, N23089, N59841, N65216, N47087, N6056, N37346, N9409, N37338
U11792: N60695, N26063, N52098, N16461, N27738, N51570, N39741, N45676, N33670, N7852, N64264, N28420, N59277, N62518, N44422, N19811, N31556, N308, N36689, N54911
U11801: N45912, N14170, N41172, N39932, N27738, N35393, N33332, N22036, N48487, N52312, N38333, N35671, N59277, N27932, N52424, N36612, N308, N57403, N24458, N52102
U11828: N4913, N5940, N42196, N16461, N47380, N56051, N49191, N43522, N27318, N20764, N24109, N42890, N23180, N48843, N20036, N64264, N18291, N308, N64469, N19592
U11858: N18828, N1952, N34344, N34031, N56347, N14370, N53346, N54960, N33212, N4680, N53593, N52577, N13374, N26023, N44786, N11569, N18151, N1344, N40324, N48578
U11876: N19444, N26781, N2159, N11551, N63390, N64037, N34709, N10616, N58660, N27532, N12703, N28420, N50404, N17115, N43911, N37553, N42196, N17510, N30562, N31112
U11892: N5981, N26262, N2994, N8162, N41387, N19776, N28132, N13374, N6916, N54571, N1539, N61466, N32774, N48476, N16344, N60550, N47433, N58129, N33623, N42634
U11894: N33240, N1539, N46501, N1344, N29627, N38578, N62128, N53349, N22975, N53515, N28327, N52577, N25491, N12800, N4913, N1477, N62170, N39399, N301, N15234
U11895: N49279, N39184, N51187, N60472, N61973, N4936, N35216, N15838, N15194, N14170, N47370, N59526, N25064, N63342, N60750, N28072, N39399, N45017, N19536, N41934
U11921: N55943, N28072, N15559, N4661, N30562, N41176, N25064, N60085, N26781, N28129, N16804, N53728, N43102, N52329, N27908, N42877, N51187, N21681, N61973, N12910
U11935: N17201, N29541, N26488, N29217, N40324, N29128, N53304, N21513, N24467, N30562, N36249, N63390, N51954, N37101, N26525, N37589, N47433, N22985, N301, N11768
U11945: N60272, N33212, N3996, N308, N29627, N23398, N41258, N36288, N33469, N41221, N3045, N56347, N57000, N26023, N34185, N30118, N61296, N38797, N53630, N15234
U11963: N41881, N18449, N26488, N15559, N40356, N53572, N3234, N29889, N22975, N63681, N48077, N46915, N53322, N48729, N47704, N27936, N34031, N59908, N301, N26224
U11979: N27908, N57451, N41400, N30288, N52577, N64424, N20961, N54238, N30562, N40078, N29541, N40324, N18426, N23089, N21128, N14990, N34031, N15559, N3841, N51253
U11994: N43106, N1952, N1344, N4107, N11569, N2120, N53242, N53349, N34004, N58070, N60105, N53630, N23805, N28275, N57957, N1914, N43386, N55229, N10885, N34480
U12001: N46624, N17936, N61969, N2994, N52577, N42634, N7419, N9719, N14170, N62207, N48487, N61466, N26415, N40470, N36931, N28072, N45754, N47190, N301, N39442
U12023: N42365, N37500, N51187, N26584, N52577, N35861, N57000, N28132, N40899, N31789, N4290, N40324, N32774, N13374, N63415, N36612, N308, N58129, N53630, N36786
U12026: N33240, N22975, N61296, N11551, N63390, N36252, N50404, N35815, N42670, N53515, N6873, N46915, N23675, N48812, N52308, N59867, N59908, N51187, N53630, N19746
U12027: N12627, N47380, N42196, N46037, N51119, N43190, N62632, N23513, N37553, N59981, N301, N33670, N41065, N9538, N30207, N41006, N57403, N308, N29627, N3745
U12032: N37204, N48487, N33120, N13347, N52577, N64037, N23490, N26915, N24686, N54571, N28072, N29627, N43102, N23370, N38578, N31978, N41400, N58129, N301, N16344
U12045: N21196, N47652, N11551, N8711, N40324, N50023, N55913, N50653, N26262, N3045, N46441, N61973, N38490, N16568, N36186, N27079, N21590, N53011, N9409, N46393
U12091: N55029, N1952, N53013, N1344, N61973, N13087, N49328, N21186, N47370, N26690, N30834, N63390, N35815, N37251, N23616, N19477, N25163, N53011, N19536, N16081
U12108: N9724, N26781, N15559, N2994, N47087, N61532, N40941, N4649, N39184, N24458, N4290, N8657, N5152, N9719, N18644, N49712, N47190, N5886, N7173, N49279
U12124: N8687, N14809, N15559, N34031, N38311, N21077, N34382, N29889, N7826, N24109, N53381, N47370, N25860, N48261, N20036, N30562, N26584, N2994, N52577, N7895
U12146: N32533, N27891, N57001, N16461, N54437, N21508, N19298, N12517, N60059, N17998, N52299, N61929, N41065, N28150, N61787, N11652, N21710, N25163, N10885, N55518
U12147: N25605, N19477, N51187, N15559, N47902, N10786, N60663, N27342, N46917, N28072, N57521, N20764, N60085, N38381, N22855, N39184, N13498, N46037, N48084, N38029
U12148: N25165, N47572, N11551, N20394, N53630, N64305, N36414, N49046, N706, N9135, N16804, N28420, N23675, N49191, N8373, N14257, N62170, N308, N4556, N23196
U1215: N8373, N47572, N38869, N1344, N46915, N10786, N58171, N21885, N39184, N58414, N40451, N9135, N33791, N23629, N35389, N1663, N59908, N5886, N63390, N47704
U12166: N49180, N5940, N11551, N62170, N36689, N30253, N61811, N57462, N4034, N9135, N46283, N28420, N43143, N49191, N15855, N18312, N51690, N5886, N7173, N24981
U1217: N29212, N22575, N58129, N41400, N52577, N34283, N54988, N22483, N14802, N47975, N301, N47572, N38080, N13374, N51711, N53201, N13347, N308, N29627, N21719
U12183: N38697, N48077, N31556, N51187, N61973, N18729, N52329, N38381, N18485, N50372, N62033, N53728, N54442, N27932, N52020, N18332, N11551, N1575, N54437, N61429
U12226: N31050, N60192, N47190, N44249, N24458, N26967, N50007, N46263, N20331, N33623, N40899, N19811, N4663, N35094, N4021, N6767, N58264, N62393, N37500, N16260
U12239: N48824, N47902, N45017, N28324, N37553, N23406, N1336, N44394, N47216, N18485, N61973, N39463, N9538, N44519, N24435, N4610, N62001, N51187, N301, N4729
U12265: N23446, N14170, N39399, N28983, N41387, N52102, N57041, N46592, N28072, N48487, N14257, N48084, N6926, N41380, N6477, N1539, N59385, N53011, N24458, N6761
U12282: N29961, N47975, N25837, N34031, N48084, N19746, N21885, N12800, N32393, N41113, N26690, N46915, N22483, N22037, N33123, N21290, N43386, N10367, N63390, N16844
U12316: N57957, N7568, N43361, N46037, N39463, N34048, N1450, N38550, N56132, N27532, N19387, N64469, N58171, N43932, N30290, N18350, N56217, N1344, N40324, N25165
U12325: N32533, N47380, N42196, N33120, N29930, N48351, N27342, N22977, N41006, N38733, N37553, N41497, N38381, N22624, N41714, N15279, N21063, N46037, N41387, N33
U12345: N49279, N27079, N53013, N16461, N48084, N18708, N46923, N62518, N24109, N39184, N47902, N39015, N7010, N52329, N20614, N20576, N45017, N308, N775, N4404
U12367: N41673, N19477, N53013, N16461, N52577, N4729, N23513, N21186, N29450, N4610, N30834, N59526, N52138, N49688, N21539, N7568, N34031, N40575, N61466, N33123
U1240: N45523, N36612, N37346, N51099, N33623, N49279, N23513, N29462, N64095, N34360, N28643, N3138, N52138, N35147, N51793, N26781, N36037, N308, N9409, N57359
U12409: N14270, N19387, N28103, N34031, N40451, N14699, N27055, N7462, N28800, N37553, N64412, N26057, N47151, N12299, N60647, N42248, N34344, N5886, N10885, N57322
U12412: N51552, N28800, N34344, N28324, N11569, N14699, N50924, N43259, N19998, N29930, N32641, N53728, N21885, N27055, N35495, N47370, N1344, N61296, N63390, N52069
U12425: N19661, N5940, N51187, N42196, N38733, N409, N3131, N57041, N13408, N37553, N36689, N9734, N3126, N22624, N49180, N41006, N21063, N16461, N28420, N7901
U12430: N45988, N46441, N11931, N26488, N61973, N15043, N52138, N48539, N27891, N18485, N41658, N20764, N3957, N41065, N48351, N41221, N22985, N47433, N64469, N9806
U12452: N36673, N7470, N53013, N47433, N301, N30717, N28150, N23675, N17998, N27532, N29369, N61466, N19298, N48729, N53524, N31782, N9846, N308, N35671, N51570
U12460: N23446, N11681, N53013, N16461, N301, N56051, N61811, N22457, N5940, N14170, N38733, N20764, N51700, N48729, N49180, N5519, N61969, N51187, N36689, N42457
