U10008, iter_0: N14652, N54408, N37688, N64634, N42723, N20545, N35411, N64228, N14270, N59186, N19013, N6873, N50924, N55544, N24146, N65028, N10857, N46821, N28698, N16051
U10338, iter_2: N14170, N53735, N58070, N18978, N57521, N59307, N43246, N19433, N40728, N46738, N30288, N28851, N4556, N1344, N40221, N13640, N35447, N2994, N38915, N56270
U10404, iter_0: N46501, N9846, N11931, N16725, N53011, N45017, N49878, N30288, N31556, N21681, N24275, N40752, N53168, N59586, N28983, N56270, N11289, N62001, N56434, N24424
U1045, iter_0: N1065, N32393, N12843, N33486, N46283, N32073, N14802, N60472, N64335, N53381, N11551, N30288, N49252, N5576, N30422, N26063, N53754, N20177, N7852, N13980
U1045, iter_1: N34081, N52835, N56270, N27553, N56804, N51187, N34031, N50565, N3416, N47190, N64954, N13640, N51690, N677, N13347, N2994, N2159, N59908, N11041, N60599
U1045, iter_2: N57180, N26537, N10367, N15559, N26584, N31179, N43400, N49038, N64077, N29217, N50775, N4661, N23508, N52009, N4107, N52588, N64933, N31556, N39932, N24275
U10450, iter_0: N3841, N59385, N23184, N60105, N49712, N34004, N18312, N15811, N24458, N43460, N20331, N40324, N57403, N56347, N33120, N38556, N9135, N46703, N61970, N58656
U10451, iter_0: N24275, N40575, N2159, N46501, N58660, N19811, N29363, N40221, N22985, N20478, N32641, N1575, N26537, N4107, N46203, N60531, N29952, N56434, N41498, N59543
U10455, iter_0: N3996, N18151, N59960, N34344, N57034, N16725, N22985, N64933, N31014, N18571, N53308, N21681, N11289, N52588, N47190, N64077, N46203, N55229, N4107, N16914
U10474, iter_0: N25015, N26262, N23184, N60105, N46130, N26537, N43460, N18295, N56217, N2994, N37500, N40899, N11931, N47190, N44166, N34004, N28448, N15811, N39932, N37146
U10478, iter_0: N15559, N61970, N31492, N41221, N40575, N19477, N58264, N47975, N60472, N53593, N26584, N40221, N47190, N38504, N53443, N46162, N47572, N18485, N49712, N38556
U10482, iter_0: N45754, N61760, N34344, N42223, N39463, N19387, N43460, N557, N41006, N36740, N62207, N33634, N49712, N52202, N19477, N20601, N7568, N41113, N34601, N61541
U10491, iter_0: N37553, N3996, N42196, N45017, N41221, N34344, N5693, N5940, N7470, N50775, N47370, N53013, N62170, N59908, N16914, N26584, N40221, N60599, N58129, N28281
U10507, iter_0: N61970, N31782, N17936, N28072, N41640, N26762, N15559, N52588, N26792, N53335, N26781, N11931, N36612, N25015, N37458, N18295, N38333, N29450, N46441, N60059
U10516, iter_0: N63390, N28983, N7330, N64095, N44249, N58660, N25163, N41400, N50372, N44765, N41172, N2994, N279, N61623, N47433, N59385, N62033, N1344, N19998, N11569
U10524, iter_0: N29930, N40324, N103, N3841, N51187, N18295, N19477, N15559, N17952, N18151, N47433, N53728, N63681, N7568, N6056, N45754, N53443, N3416, N46037, N4661
U1053, iter_0: N32641, N38869, N19998, N61970, N39109, N58660, N1663, N53735, N40451, N41547, N39184, N50775, N34344, N62033, N27906, N50657, N14333, N20394, N28103, N59586
U10585, iter_0: N63860, N29363, N47652, N59685, N6873, N2994, N1344, N47190, N60550, N48717, N31289, N20576, N52502, N36408, N32196, N53335, N279, N27936, N8907, N62033
U10585, iter_1: N34601, N28327, N46130, N20507, N3996, N38869, N40356, N53443, N39463, N50670, N59960, N46441, N53815, N60105, N45017, N29533, N39399, N5693, N61760, N47433
U10585, iter_2: N40752, N5886, N11551, N41400, N51099, N16461, N38797, N21590, N60472, N52201, N53013, N43386, N49038, N31556, N52492, N11041, N58264, N41172, N60599, N34081
U10604, iter_0: N47370, N19477, N29450, N36612, N37007, N557, N15194, N39109, N11931, N34031, N38504, N40221, N63746, N3841, N58264, N53335, N25163, N8162, N11652, N61623
U10604, iter_1: N22977, N36332, N50831, N4485, N64130, N20498, N14993, N15469, N20215, N49688, N44394, N1336, N36459, N5838, N25491, N10943, N32923, N57000, N9371, N23691
U10604, iter_2: N26781, N64606, N35725, N12703, N63860, N51187, N775, N8657, N11944, N41640, N62436, N49834, N63390, N7173, N56897, N3045, N40451, N53001, N64095, N60244
U10611, iter_0: N279, N27891, N23603, N54571, N33120, N55723, N53011, N53335, N6371, N24617, N15279, N62001, N1539, N64335, N41172, N47216, N30288, N64721, N2994, N9527
U10635, iter_0: N36612, N6056, N58656, N55723, N49712, N11289, N18295, N46037, N5519, N33120, N28072, N18571, N16725, N36249, N55555, N47433, N39932, N26537, N31423, N60472
U10635, iter_1: N7173, N62423, N57521, N13498, N21681, N44645, N64372, N40752, N45017, N26584, N55229, N5886, N64954, N11823, N33469, N59981, N61040, N53013, N18978, N15559
U10635, iter_2: N24686, N32073, N47902, N52009, N26792, N31179, N62170, N28725, N8711, N33326, N50565, N46178, N53728, N59960, N28324, N19685, N42196, N64606, N677, N53168
U10635, iter_3: N23767, N9284, N41673, N58748, N18032, N8047, N1228, N22099, N48841, N18644, N59277, N65216, N57041, N23144, N1684, N5051, N62365, N36480, N36288, N4649
U10635, iter_4: N47087, N20764, N46162, N25015, N30118, N16914, N42877, N24109, N49955, N40985, N38504, N62393, N7568, N60105, N41387, N35252, N8162, N62092, N47553, N1860
U10674, iter_0: N21063, N13498, N5940, N26781, N46037, N5085, N62207, N28072, N20331, N51187, N51690, N39399, N37553, N59960, N63746, N61970, N36612, N17952, N29930, N15194
U10700, iter_0: N16725, N11569, N47433, N28800, N55830, N58264, N11681, N30288, N18151, N60192, N54439, N44249, N32641, N17234, N24275, N29363, N53910, N1344, N19998, N5886
U10700, iter_1: N37458, N3841, N28983, N57888, N43386, N17952, N3138, N15559, N64077, N26488, N21142, N29217, N52835, N38053, N23918, N20394, N1067, N34344, N40324, N31179
U10700, iter_2: N45754, N43400, N40752, N22456, N49038, N31676, N3416, N42670, N775, N48084, N58660, N18571, N36408, N279, N59586, N21681, N6471, N53335, N61623, N43438
U10703, iter_0: N11681, N8889, N34031, N36916, N28420, N16117, N2994, N60035, N56456, N20601, N3007, N61466, N47087, N64469, N30422, N19025, N46379, N55830, N8907, N19321
U10703, iter_1: N62170, N29217, N41221, N31179, N47190, N56270, N46178, N46915, N4680, N51875, N11041, N40575, N56804, N61969, N17952, N59867, N7568, N21290, N5734, N20947
U10703, iter_2: N4556, N32196, N13941, N47380, N21312, N436, N7173, N17510, N43984, N36689, N7330, N1344, N22456, N32786, N29627, N16804, N48049, N7961, N31939, N45793
U10729, iter_0: N41400, N40982, N44772, N23692, N7443, N45294, N38797, N64269, N45283, N8162, N15292, N29541, N1106, N38901, N3589, N23195, N25867, N62894, N2994, N31014
U10742, iter_0: N60550, N58264, N1539, N2994, N46501, N52502, N11551, N6056, N41400, N279, N28983, N54571, N33212, N50372, N11569, N47433, N40468, N49252, N3416, N29541
U10773, iter_0: N40468, N26488, N42670, N27936, N22975, N7826, N50484, N40752, N53001, N49252, N20816, N29363, N22456, N28983, N2704, N53837, N53011, N19433, N37458, N7852
U10822, iter_0: N38556, N7826, N64606, N47975, N52577, N31978, N54752, N34495, N26584, N24458, N34805, N3007, N50372, N55830, N15194, N23184, N1914, N28983, N64095, N20413
U10822, iter_1: N13640, N11551, N44249, N40221, N40575, N11289, N38797, N52201, N33326, N8162, N60472, N49878, N37346, N64077, N34344, N56270, N29217, N61296, N9846, N18295
U10822, iter_2: N35389, N16260, N22617, N33871, N62919, N30648, N25441, N1105, N36359, N4663, N58570, N31005, N54862, N43360, N30283, N8687, N20331, N8373, N26408, N19292
U1083, iter_0: N33120, N48487, N60550, N11569, N59385, N62894, N39399, N50372, N54571, N17342, N5886, N6471, N33623, N48077, N6056, N55723, N39184, N47433, N59526, N30689
U10855, iter_0: N19477, N11931, N49712, N24275, N37553, N42196, N40575, N40221, N57451, N40906, N5693, N50775, N30834, N45017, N12477, N63746, N26781, N677, N4661, N39109
U10862, iter_0: N53910, N39399, N4661, N28324, N46037, N55723, N43386, N34031, N51187, N38797, N1344, N11551, N26488, N17510, N47433, N5886, N21590, N36408, N41400, N61970
U10866, iter_0: N47087, N4107, N49955, N43361, N49038, N41387, N29217, N29722, N8162, N39932, N55397, N64077, N62820, N51099, N8657, N60105, N56347, N5519, N47190, N43386
U10868, iter_0: N53013, N46283, N51489, N9527, N7017, N53335, N41621, N41285, N9846, N56132, N47216, N45612, N13980, N58264, N6642, N29511, N22975, N27318, N49973, N11551
U10906, iter_0: N20413, N6056, N28103, N3416, N49712, N19477, N37500, N28281, N26584, N677, N53443, N31556, N47190, N37346, N38504, N40575, N31492, N43400, N63746, N55531
U10909, iter_0: N12330, N51690, N50775, N34081, N2704, N53168, N43822, N52776, N39932, N30288, N53011, N23508, N27553, N9846, N26537, N13498, N61040, N11092, N11289, N56804
U10910, iter_0: N37146, N64372, N55229, N10541, N44166, N51690, N2159, N59908, N43822, N18291, N42196, N26537, N57403, N20236, N41498, N50565, N60599, N34081, N20394, N13347
U10928, iter_0: N11931, N58264, N31395, N61296, N47370, N11551, N58030, N53443, N20394, N26488, N36249, N46915, N51187, N14252, N39109, N53515, N44249, N1575, N33670, N22690
U10936, iter_0: N24109, N26781, N15559, N59385, N36612, N34344, N2649, N61970, N61363, N28327, N64606, N5085, N47975, N61623, N40670, N21290, N26792, N557, N23918, N13640
U10944, iter_0: N62170, N4107, N56270, N11289, N1575, N53013, N42196, N37458, N37553, N16914, N46130, N27532, N41285, N21290, N16461, N51187, N56804, N27553, N11931, N18895
U10979, iter_0: N33120, N8375, N41172, N30929, N35252, N27891, N53735, N44765, N54571, N4905, N60192, N15279, N61973, N7330, N64273, N53986, N60027, N51119, N39184, N46586
U1098, iter_0: N39109, N19536, N29217, N13941, N22975, N30288, N27906, N60939, N40752, N301, N34031, N52577, N26048, N44645, N17510, N62033, N19623, N59908, N1344, N49878
U1098, iter_1: N41221, N28448, N2235, N61466, N5734, N54587, N18895, N42196, N39298, N35619, N8889, N16117, N21142, N31492, N38504, N308, N55531, N1860, N41400, N37146
U1098, iter_2: N46037, N64372, N27738, N26690, N60041, N63390, N17778, N64077, N29322, N51099, N64469, N41658, N46283, N62393, N49038, N39932, N43822, N775, N28571, N15559
U1098, iter_3: N43498, N6926, N3589, N27219, N27788, N30069, N52742, N53528, N51700, N20267, N25664, N24358, N30617, N24062, N22423, N14751, N13374, N30382, N2872, N29889
U1098, iter_4: N20394, N53001, N59833, N17672, N50775, N5288, N59367, N48084, N7173, N57413, N16461, N60035, N42988, N32641, N2062, N30422, N44765, N49609, N56434, N24701
U11007, iter_0: N57451, N3416, N41113, N30288, N37346, N17510, N11551, N40221, N13640, N39298, N25163, N1067, N46203, N21681, N21590, N62170, N2649, N20507, N53815, N8711
U11014, iter_0: N26781, N36037, N59960, N58354, N41221, N40752, N11931, N16725, N45017, N40221, N10869, N18485, N61970, N37458, N39463, N16914, N2159, N1189, N32708, N4107
U11014, iter_1: N39298, N62436, N38882, N5693, N20947, N53593, N41064, N29450, N9971, N16066, N20601, N34031, N62207, N55555, N7470, N52835, N40985, N47433, N38556, N12477
U11014, iter_2: N56569, N43222, N15959, N46446, N9284, N52530, N28908, N64376, N62632, N62089, N41946, N57053, N50912, N28682, N57775, N60887, N26518, N4500, N56685, N17458
U11014, iter_3: N52138, N46219, N55977, N64594, N61571, N63480, N4649, N34504, N43269, N16851, N9295, N1957, N39928, N41179, N32207, N7336, N34672, N51896, N50007, N9196
U11014, iter_4: N6767, N43984, N21290, N31939, N1477, N50942, N42877, N30288, N62170, N9846, N20394, N49878, N28103, N4287, N58129, N65103, N41498, N31179, N26762, N33634
U1103, iter_0: N31884, N48077, N33505, N3996, N33212, N18295, N40451, N46037, N28129, N51690, N18571, N41658, N51187, N28800, N39015, N11931, N32759, N37458, N62423, N24213
U11059, iter_0: N46283, N4905, N42196, N56471, N46917, N51119, N29541, N1065, N60531, N17998, N46037, N13980, N21063, N37589, N130, N10008, N40390, N39149, N54792, N21312
U11075, iter_0: N26488, N40078, N31395, N41400, N27866, N47370, N18063, N53011, N55723, N40468, N18151, N40356, N40752, N47087, N30345, N17952, N53728, N45561, N279, N31679
U11124, iter_0: N62894, N33623, N54571, N29322, N11930, N15279, N29541, N28643, N60244, N59022, N7173, N38733, N31978, N28983, N56270, N57403, N1539, N59685, N60192, N19536
U11124, iter_1: N17952, N40078, N24109, N6916, N36249, N46178, N26488, N6056, N4857, N53728, N34601, N59586, N53298, N59960, N53013, N38556, N11289, N31014, N25015, N18063
U11124, iter_2: N22457, N36332, N47433, N50990, N34600, N64858, N42928, N8322, N2041, N38155, N45953, N49607, N58748, N38371, N63647, N44519, N56501, N41400, N9936, N24507
U11146, iter_0: N59908, N61969, N61296, N60599, N5940, N29533, N37553, N53013, N64933, N2159, N42196, N16914, N16725, N7470, N59960, N62170, N52588, N26584, N58129, N45017
U11157, iter_0: N24109, N14257, N33120, N51187, N24686, N33831, N55723, N34360, N53910, N18571, N40956, N34495, N28327, N47370, N46037, N33670, N40985, N2530, N61760, N49834
U11159, iter_0: N47216, N50775, N30288, N31884, N33526, N28640, N61973, N29322, N14809, N11551, N40752, N35436, N23603, N2062, N677, N27891, N20394, N14802, N38901, N58251
U11165, iter_0: N10541, N47572, N18449, N38869, N59867, N40221, N28103, N25774, N3996, N29722, N46915, N60472, N45754, N2994, N58129, N21156, N50565, N10367, N37055, N5085
U11178, iter_0: N53910, N51187, N18151, N28324, N6371, N65058, N30689, N43386, N40468, N51690, N18571, N3996, N61241, N23508, N41172, N1539, N3045, N34344, N32759, N6873
U11185, iter_0: N8375, N29541, N26488, N13980, N279, N14990, N42196, N25163, N64335, N21063, N27891, N3045, N24617, N30929, N40468, N41400, N59586, N6209, N7330, N47433
U112, iter_0: N37346, N62001, N24275, N30288, N3996, N46501, N60472, N38869, N36037, N34344, N46203, N61296, N47190, N18151, N45017, N8711, N13640, N28103, N21681, N40575
U1121, iter_0: N64469, N16477, N28152, N28420, N18978, N23559, N28129, N9135, N30639, N16431, N61363, N20764, N31294, N26057, N32288, N29511, N18310, N20459, N60105, N308
U11232, iter_0: N27936, N6994, N29541, N13980, N48077, N34344, N47848, N37589, N26537, N40752, N13408, N16725, N52764, N34805, N31179, N51033, N40575, N8375, N8907, N12330
U11232, iter_1: N52835, N21590, N11551, N18063, N58030, N18485, N21290, N47572, N38797, N43460, N24686, N25163, N38053, N53443, N1344, N20601, N9971, N57451, N55531, N18895
U11232, iter_2: N6873, N46586, N28571, N61973, N44249, N56804, N26130, N31036, N30288, N48487, N19433, N58129, N49038, N29627, N33486, N56270, N15559, N4107, N39399, N53013
U11232, iter_3: N51587, N23195, N34492, N44183, N38490, N28275, N21030, N22029, N7443, N44855, N56278, N47851, N9719, N30251, N94, N11929, N11269, N27599, N45500, N53686
U11232, iter_4: N29830, N49712, N58171, N14990, N16081, N3920, N46377, N62358, N3243, N43574, N38901, N33123, N40109, N47975, N16118, N30290, N27300, N61898, N20270, N25278
U11250, iter_0: N6578, N3045, N45754, N34344, N49252, N57034, N53754, N53837, N130, N63390, N51033, N7330, N59981, N26130, N33212, N43386, N54018, N279, N44249, N1952
U11250, iter_1: N13640, N4107, N30288, N25163, N16914, N34081, N28571, N35252, N26537, N31556, N2994, N52009, N34031, N57001, N28983, N8711, N31014, N37266, N52776, N20394
U11250, iter_2: N1067, N36249, N13464, N6873, N25774, N3841, N301, N55397, N17778, N33623, N32393, N19433, N4680, N21590, N51489, N48407, N18145, N1344, N31679, N50942
U11255, iter_0: N22985, N61472, N56804, N3541, N26781, N15559, N46130, N28152, N23547, N40468, N9409, N62092, N32073, N1575, N27553, N37458, N18571, N61040, N40356, N56434
U11271, iter_0: N17936, N37007, N36037, N51187, N53013, N46915, N34031, N18291, N16461, N52299, N1344, N10541, N52588, N43361, N62436, N7568, N60472, N27532, N13498, N58129
U11271, iter_1: N26584, N31556, N46501, N46037, N61969, N29217, N16914, N18571, N40752, N52201, N26537, N60599, N61970, N20236, N64933, N43400, N53335, N38869, N62001, N37458
U11271, iter_2: N54437, N59526, N301, N40451, N51867, N4556, N31294, N775, N56347, N24458, N31676, N40324, N41387, N28324, N61466, N19536, N64469, N54439, N41497, N26057
U11274, iter_0: N52588, N30401, N29920, N29450, N5519, N19477, N11652, N18485, N60059, N54014, N37458, N41221, N26537, N1667, N53443, N17936, N52492, N28420, N41285, N28725
U11277, iter_0: N30288, N49712, N2704, N28420, N51690, N63746, N1477, N56804, N62170, N56270, N34081, N4107, N31423, N26537, N2159, N10541, N16725, N1575, N18895, N58414
U11292, iter_0: N63746, N9846, N9321, N47190, N55531, N62001, N39932, N37272, N43400, N52201, N58129, N56456, N18132, N57180, N26584, N58414, N8657, N28571, N31179, N62207
U11304, iter_0: N3416, N17510, N20576, N20394, N29363, N26271, N6471, N20478, N53364, N40752, N50058, N13498, N60939, N4287, N12703, N53011, N46203, N28983, N29322, N30288
