U10008, iter_0: N47868, N14964, N59257, N50831, N51552, N12999, N32038, N56645, N17115, N9944, N42167, N48730, N14354, N3116, N59577, N36777, N54113, N61296, N28275, N25133
U10103, iter_3: N44556, N56620, N8455, N51745, N45283, N62355, N32806, N18426, N40121, N42112, N42017, N58542, N12570, N47213, N3972, N25124, N6020, N55221, N19770, N26091
U10103, iter_4: N14170, N39463, N775, N24467, N64095, N31454, N3841, N56132, N22456, N41064, N26262, N64606, N46783, N20478, N28281, N29533, N60599, N19321, N64273, N1185
U10133, iter_0: N7470, N26262, N31884, N18063, N56211, N50657, N32221, N4680, N59981, N62207, N26762, N47087, N706, N33877, N18295, N5085, N45960, N64372, N61472, N11289
U10133, iter_1: N21590, N52492, N64077, N42196, N15559, N13498, N24424, N13347, N13640, N1344, N28324, N43646, N11931, N12330, N27553, N62393, N2994, N33326, N53011, N8162
U10133, iter_2: N30372, N41934, N4194, N9000, N6739, N21519, N54912, N53984, N16344, N5051, N54274, N4642, N12570, N17405, N22099, N19682, N64376, N761, N36480, N61532
U10152, iter_0: N18295, N61970, N43646, N39298, N64077, N15559, N37346, N26057, N62207, N26781, N64372, N28281, N44645, N26792, N5085, N13498, N25015, N37146, N13640, N8889
U1017, iter_0: N16725, N59908, N31179, N28571, N58129, N18151, N53308, N62001, N49038, N45612, N43646, N39932, N34081, N3996, N8711, N24424, N16914, N45017, N39109, N10367
U10182, iter_0: N23767, N34130, N9284, N14057, N2041, N63255, N9621, N39094, N59022, N7121, N29212, N10560, N39641, N56969, N57754, N45017, N38442, N5981, N6578, N55723
U10182, iter_1: N5886, N279, N41172, N41400, N40078, N27866, N6056, N33326, N24109, N9734, N34601, N15811, N31454, N23184, N60105, N26488, N23547, N29364, N13464, N53335
U10182, iter_2: N24424, N28983, N3996, N53308, N8711, N16725, N28324, N27906, N24275, N49038, N62170, N13498, N31556, N12330, N31014, N42196, N2704, N27553, N43646, N64954
U10185, iter_0: N14990, N26537, N1952, N19623, N34805, N46203, N61296, N31556, N46501, N52502, N3380, N16725, N2704, N53335, N53308, N53910, N52929, N53013, N32393, N49973
U10185, iter_1: N46084, N61466, N31454, N59653, N46915, N53728, N33634, N25163, N2994, N24467, N43438, N45017, N30401, N1185, N24275, N52588, N46037, N44645, N50670, N3996
U10185, iter_2: N28275, N14523, N1450, N48539, N57957, N57995, N45958, N13944, N35495, N21313, N46959, N59471, N5949, N6020, N2636, N14057, N31477, N59908, N16851, N54960
U1019, iter_0: N42223, N39463, N38797, N46037, N29450, N35619, N35252, N53201, N17360, N38333, N43438, N40956, N41498, N52588, N53335, N47553, N61970, N53011, N34031, N31556
U10191, iter_0: N19025, N53986, N18151, N61973, N22456, N6578, N44249, N1344, N21312, N59981, N8907, N15331, N33469, N46037, N13498, N53910, N59367, N48077, N35436, N33212
U10195, iter_0: N18332, N47902, N17936, N24109, N11652, N5519, N62820, N46037, N32239, N29364, N3007, N39463, N38333, N23409, N63681, N43822, N60059, N55229, N18350, N46915
U10201, iter_0: N61929, N42890, N41126, N16461, N4556, N45612, N61241, N45760, N43646, N44417, N40752, N37458, N11359, N16914, N62894, N38733, N53335, N12613, N54439, N52492
U10201, iter_1: N63746, N38504, N53443, N13980, N53013, N57189, N13347, N46703, N49878, N59960, N24424, N31014, N8711, N26537, N27906, N19477, N25837, N32073, N33326, N9846
U10201, iter_2: N57413, N46586, N59367, N31289, N31884, N22985, N2159, N34031, N21063, N64954, N57403, N13498, N11041, N62393, N11092, N11931, N2704, N43361, N12330, N11289
U10218, iter_0: N16477, N22690, N21142, N26488, N55531, N49973, N38556, N2994, N18151, N59067, N4661, N9971, N40575, N279, N43460, N39298, N61466, N23918, N55397, N13640
U10233, iter_0: N6056, N26262, N53335, N45017, N19477, N5886, N34081, N16725, N43460, N25163, N8711, N4107, N18312, N24424, N3416, N11652, N5940, N17510, N46501, N46203
U10233, iter_1: N33326, N31179, N41285, N40468, N38797, N30288, N2704, N28983, N37458, N43361, N15559, N39932, N64954, N44645, N16461, N47190, N22985, N29217, N57001, N1344
U10233, iter_2: N13133, N51745, N15959, N3128, N37437, N61682, N25457, N1952, N19632, N9340, N43580, N2041, N47652, N48740, N6347, N18485, N25685, N16657, N51009, N55518
U10233, iter_3: N61973, N4610, N33469, N29363, N60550, N5288, N6873, N59653, N48077, N27891, N47370, N41497, N59526, N32221, N19025, N38556, N20478, N48455, N936, N29930
U10233, iter_4: N58264, N56434, N41498, N61623, N26488, N46037, N51187, N62170, N41172, N43386, N50775, N279, N33120, N10367, N50565, N64933, N37146, N677, N36408, N52588
U10239, iter_0: N56459, N27219, N64077, N53756, N57180, N32073, N26537, N25992, N18571, N21710, N29217, N43400, N26584, N50179, N23938, N29004, N20236, N58506, N23180, N64933
U10259, iter_0: N9971, N13628, N39463, N38311, N9734, N37007, N3841, N2994, N62820, N9118, N12477, N58264, N43301, N37553, N40985, N30118, N41640, N3007, N279, N15811
U10265, iter_0: N51187, N61970, N6056, N1344, N39399, N53335, N45754, N16461, N38797, N36408, N21590, N55723, N43386, N5886, N44249, N46037, N34031, N47433, N40468, N35252
U10285, iter_0: N41658, N40468, N53013, N62001, N54571, N56804, N26271, N50484, N49252, N3416, N50058, N27936, N41497, N33469, N9846, N20325, N43646, N28983, N20816, N14990
U10296, iter_0: N44249, N61623, N18571, N13498, N1952, N33326, N53168, N53011, N40451, N35671, N29091, N775, N59526, N33469, N38733, N48487, N59022, N17342, N53735, N56211
U1030, iter_0: N11551, N46037, N8162, N4661, N13498, N52835, N16725, N43646, N39399, N5886, N8711, N6056, N53013, N59960, N13980, N57403, N31014, N32073, N20394, N13640
U1030, iter_1: N14170, N29363, N56211, N34495, N57521, N59833, N59526, N37589, N20816, N4610, N21290, N50372, N47087, N48077, N35619, N52764, N42670, N41547, N50657, N38053
U1030, iter_2: N39949, N61838, N20270, N1768, N27866, N63682, N51585, N11722, N4059, N18531, N33576, N36359, N35991, N34130, N12910, N33663, N31423, N31005, N60186, N38173
U1030, iter_3: N30536, N4287, N63390, N23559, N936, N7173, N63860, N48407, N34817, N52577, N24424, N4107, N59908, N41497, N28983, N54437, N13347, N58129, N64954, N52588
U1030, iter_4: N61623, N28072, N47433, N23184, N38504, N24109, N3416, N4754, N16461, N38333, N28327, N41400, N28324, N5228, N43301, N53728, N308, N37500, N15559, N46379
U10306, iter_0: N47380, N54439, N14170, N8162, N49252, N39399, N59981, N33623, N63390, N1539, N62001, N50657, N13980, N38898, N936, N4128, N56211, N53308, N19321, N13640
U10306, iter_1: N4680, N27866, N18312, N32708, N26781, N21290, N55555, N31423, N25163, N45017, N49038, N20507, N9846, N34457, N4107, N39298, N45561, N64954, N51187, N37346
U10306, iter_2: N38797, N63546, N49878, N33326, N43361, N308, N2994, N53011, N44645, N18295, N30288, N11092, N52201, N34031, N2704, N18794, N51099, N15559, N44249, N58129
U10306, iter_3: N24675, N38599, N50946, N48740, N41432, N16733, N29229, N20903, N28843, N37666, N61571, N7443, N13599, N28565, N65094, N59149, N7344, N1170, N29816, N1058
U10306, iter_4: N2712, N59868, N41424, N33469, N60762, N26595, N19003, N54136, N6471, N18793, N9257, N43471, N16035, N33957, N41787, N7119, N28899, N48084, N42011, N15331
U10311, iter_0: N47902, N55723, N18312, N11551, N20507, N40078, N58030, N1185, N18063, N41221, N34031, N9734, N14257, N15194, N1067, N54587, N32239, N24467, N52835, N41113
U10332, iter_0: N39463, N19477, N18332, N11652, N18485, N53335, N38333, N53011, N17936, N59960, N60059, N34031, N31454, N5693, N2235, N47370, N10379, N30834, N62820, N26762
U10338, iter_0: N40906, N24424, N28983, N29722, N15194, N28327, N13640, N60472, N26262, N23184, N19477, N31454, N3007, N11652, N36612, N3841, N62001, N28324, N62092, N46178
U10338, iter_1: N11551, N53011, N40468, N53335, N47433, N11289, N43386, N46037, N45017, N44249, N63546, N33120, N52588, N37346, N1344, N29217, N53910, N52201, N49038, N38869
U10338, iter_2: N59561, N63381, N40591, N50314, N24435, N63342, N63309, N35340, N40700, N29009, N20614, N40836, N40886, N7344, N4384, N7901, N31624, N62465, N7957, N48096
U10404, iter_0: N39399, N53335, N1344, N55723, N34031, N46037, N11551, N61970, N17510, N38797, N53910, N36408, N51187, N43386, N51099, N308, N21590, N40468, N28324, N4661
U1045, iter_0: N34953, N3380, N56471, N26690, N28103, N32393, N32073, N3045, N30422, N30689, N30614, N5288, N45754, N46037, N45793, N51187, N4107, N41497, N39184, N56270
U1045, iter_1: N36249, N53298, N43361, N44249, N8162, N22690, N15194, N18449, N24424, N9846, N41285, N53013, N47572, N5886, N31423, N27866, N60599, N30288, N25163, N60472
U1045, iter_2: N18151, N57403, N2159, N50775, N1344, N27553, N46203, N40221, N52835, N279, N53011, N31014, N38797, N24275, N59385, N11551, N13640, N21590, N308, N61296
U10450, iter_0: N45017, N28072, N5886, N20394, N49712, N13464, N59960, N17360, N49878, N3138, N31014, N44645, N64933, N13640, N18295, N58354, N42877, N39463, N33326, N56270
U10451, iter_0: N26057, N49712, N28103, N43438, N40221, N24275, N43646, N4107, N45017, N8162, N40575, N46501, N34081, N32073, N53201, N14252, N24424, N38333, N1477, N46915
U10455, iter_0: N29369, N19536, N27553, N58660, N42670, N31556, N1952, N16725, N15331, N30689, N5288, N48407, N45017, N43438, N59908, N31179, N28571, N61969, N46037, N38869
U10474, iter_0: N33469, N43646, N44640, N49973, N44903, N64077, N33212, N24617, N31884, N18794, N36408, N25583, N1575, N5576, N55229, N60472, N48659, N62423, N18295, N37146
U10478, iter_0: N13640, N47572, N61970, N53910, N58264, N43646, N26792, N557, N38504, N47370, N15194, N2235, N4680, N26781, N40985, N24109, N41064, N40670, N45017, N26057
U10482, iter_0: N41285, N62001, N31556, N13498, N11289, N60472, N49038, N3996, N40575, N16914, N27906, N37146, N11931, N39932, N52492, N45612, N8162, N49878, N52776, N29217
U10491, iter_0: N32489, N59908, N19623, N28281, N16914, N52929, N42890, N45017, N4107, N53335, N35436, N34817, N308, N53011, N33326, N31289, N57225, N38733, N301, N3996
U10507, iter_0: N1477, N26762, N17936, N9321, N47902, N39298, N11652, N52492, N61970, N18485, N39463, N14252, N18332, N62820, N16461, N7568, N53335, N60059, N64372, N37146
U10516, iter_0: N11930, N58264, N706, N60550, N11569, N22975, N60192, N61623, N279, N33120, N59385, N1952, N24424, N56211, N33469, N35671, N5886, N52492, N12330, N48077
U10524, iter_0: N35436, N40451, N936, N4128, N33469, N39184, N38142, N14978, N1371, N64095, N19998, N34953, N46783, N27079, N6873, N31789, N12843, N29363, N50942, N28800
U1053, iter_0: N39463, N62436, N29920, N24424, N53335, N31782, N7568, N59960, N21156, N46178, N46084, N46703, N46037, N21063, N38869, N30834, N5940, N61970, N11652, N35252
U10585, iter_0: N25064, N49576, N44971, N936, N24435, N24176, N23406, N46103, N16054, N36568, N10560, N7092, N55259, N6066, N29036, N27110, N60750, N45561, N30207, N42698
U10585, iter_1: N51187, N62820, N26262, N18449, N31782, N19477, N5886, N11652, N33670, N18485, N39463, N557, N53335, N37346, N52299, N21156, N53308, N3865, N24109, N10869
U10585, iter_2: N1663, N20576, N58251, N24275, N18978, N8375, N19025, N61973, N11569, N47652, N32277, N38142, N11681, N38869, N64412, N53001, N60939, N19998, N1952, N53364
U10604, iter_0: N63681, N21156, N58354, N40575, N2235, N9321, N62393, N10869, N46084, N18332, N53335, N23682, N24109, N5886, N46379, N26057, N7470, N18350, N37458, N62820
U10604, iter_1: N60848, N51995, N56523, N5796, N6378, N55851, N7419, N46959, N56746, N12570, N53219, N11217, N44926, N8344, N10612, N27545, N53346, N55747, N60647, N61657
U10604, iter_2: N16066, N64372, N20947, N35252, N53815, N32288, N49038, N37553, N37346, N21142, N24424, N31782, N35619, N12330, N61296, N43646, N58264, N61472, N3007, N45017
U10611, iter_0: N4857, N58656, N54752, N41387, N58030, N3007, N16066, N46130, N40078, N18332, N15194, N61760, N30345, N38053, N24686, N57451, N29450, N47087, N55555, N49955
U10635, iter_0: N27866, N28072, N64372, N6056, N45017, N47087, N39932, N13498, N43646, N46178, N15194, N51187, N18295, N44645, N38556, N31423, N18312, N24686, N16725, N44249
U10635, iter_1: N12843, N14170, N27079, N4107, N1371, N62423, N60599, N18151, N48084, N1539, N56211, N13408, N27318, N51690, N15559, N7173, N38869, N41172, N16577, N37272
U10635, iter_2: N1860, N49955, N47433, N46037, N55397, N11551, N38797, N9734, N16477, N40324, N51099, N39399, N9118, N52299, N28324, N18132, N23918, N308, N41400, N25774
U10635, iter_3: N22595, N42249, N63550, N35216, N19661, N6224, N60631, N50536, N18032, N18793, N43568, N46624, N18118, N23691, N51745, N27945, N5610, N18943, N28855, N38371
U10635, iter_4: N64077, N43361, N41285, N5886, N47572, N45612, N62436, N54752, N53168, N37346, N56804, N28420, N28571, N56217, N55531, N52098, N36037, N61466, N279, N38333
U10674, iter_0: N63746, N36612, N51187, N64372, N46037, N11931, N62207, N5085, N28072, N51690, N57403, N21063, N62820, N5886, N45017, N64954, N61970, N42877, N37272, N63546
U10700, iter_0: N46203, N1952, N29363, N18151, N3996, N30689, N7826, N45793, N6578, N63255, N20394, N61241, N33212, N31676, N46783, N59022, N18020, N45760, N11569, N1663
U10700, iter_1: N15194, N44249, N46037, N34344, N37266, N32239, N49878, N33326, N18895, N11083, N59586, N41498, N13498, N18794, N39109, N13640, N63546, N53168, N24424, N40221
U10700, iter_2: N47433, N50775, N38869, N50565, N27906, N25163, N17510, N52588, N18295, N4107, N60472, N18571, N52201, N49038, N58264, N59960, N41400, N20236, N56804, N11931
U10703, iter_0: N6767, N32641, N20816, N55229, N6371, N936, N47380, N35725, N12682, N29217, N27906, N39149, N60550, N2994, N25163, N38142, N52764, N46501, N24424, N33469
U10703, iter_1: N46915, N29722, N28420, N9135, N17360, N46379, N32239, N24467, N59960, N38504, N46037, N61466, N8162, N62207, N29920, N64933, N61623, N49038, N40899, N37500
U10703, iter_2: N33791, N45095, N53528, N28340, N44249, N19632, N24358, N64326, N56746, N43528, N25398, N45353, N43932, N3517, N45666, N59277, N64786, N1957, N28029, N4663
U10729, iter_0: N33120, N58264, N279, N11930, N11675, N33469, N39932, N50372, N27936, N33326, N11551, N41172, N61623, N23602, N27079, N45754, N6873, N12330, N26488, N62894
U10742, iter_0: N30288, N16725, N46203, N33326, N53011, N59908, N45017, N57034, N40221, N62001, N50775, N31179, N32073, N53308, N52588, N61969, N27906, N8162, N24424, N34081
U10773, iter_0: N64273, N24213, N33469, N28851, N41497, N28983, N8907, N48487, N6209, N58070, N49609, N41400, N48407, N23559, N35671, N22975, N59526, N27079, N2704, N64744
U10822, iter_0: N58264, N33634, N64606, N40899, N47087, N28448, N43460, N47433, N23184, N56456, N31679, N11083, N26488, N24686, N17952, N28327, N279, N5886, N5228, N47572
U10822, iter_1: N24424, N43646, N38915, N50657, N16577, N32641, N1091, N301, N22985, N11931, N2994, N43984, N28324, N13408, N57225, N20177, N65058, N4107, N39932, N8711
U10822, iter_2: N5370, N21719, N33828, N28751, N61878, N56164, N9295, N31894, N1307, N27702, N61466, N50502, N19687, N18531, N40982, N31192, N3516, N30648, N33871, N19061
U1083, iter_0: N29450, N64095, N52312, N11083, N33469, N57001, N53011, N48717, N39463, N47652, N49834, N49712, N24109, N31454, N38333, N46703, N47370, N9135, N19623, N35619
U10855, iter_0: N52502, N52764, N32641, N34805, N38142, N40221, N30288, N43646, N44640, N33469, N52929, N36916, N44765, N43438, N30929, N8709, N43984, N27079, N52201, N38915
U10862, iter_0: N53910, N58264, N16461, N51099, N5886, N35252, N44249, N4661, N51187, N46037, N47433, N2994, N53335, N1344, N28324, N17510, N36408, N279, N43386, N39399
U10866, iter_0: N13080, N26818, N53069, N1323, N15811, N58264, N58283, N58345, N59385, N59337, N5135, N35045, N12043, N42515, N34601, N51966, N24701, N5223, N16577, N58383
U10868, iter_0: N23409, N2235, N10379, N46441, N29533, N47902, N279, N29364, N18332, N7568, N18063, N53728, N34360, N53815, N17936, N30401, N53335, N14252, N4680, N39298
U10906, iter_0: N15559, N11551, N20331, N28983, N19477, N3007, N18295, N59653, N41221, N41285, N18449, N4661, N26762, N7568, N61363, N40468, N57888, N56347, N14257, N16477
U10909, iter_0: N48487, N56458, N4034, N14170, N936, N51690, N45017, N4905, N48077, N59981, N38733, N60192, N7112, N28643, N59367, N59960, N13498, N51187, N28983, N49878
U10910, iter_0: N60599, N1477, N5734, N28152, N16725, N52009, N49973, N10367, N9321, N18350, N16117, N25015, N10869, N46379, N61970, N57180, N19685, N26537, N5940, N52588
U10928, iter_0: N44249, N46037, N58264, N5886, N17510, N52835, N40468, N2994, N1344, N33120, N279, N41400, N47433, N41172, N51187, N34031, N38797, N43386, N16461, N53910
U10936, iter_0: N18295, N5085, N61970, N38504, N15559, N64077, N40221, N39298, N64372, N26792, N26781, N43646, N40670, N13640, N62207, N28281, N28072, N42877, N37146, N37346
U10944, iter_0: N7568, N61466, N16066, N15194, N1477, N63860, N35671, N27079, N33877, N46379, N8889, N9321, N29091, N39149, N20601, N42890, N27738, N53986, N6578, N58354
U10979, iter_0: N53335, N51187, N61970, N46037, N16461, N35252, N53910, N51099, N4661, N45754, N59385, N11551, N36408, N38797, N41400, N44249, N39399, N21590, N28324, N40468
U1098, iter_0: N28072, N31556, N43646, N34081, N57763, N8162, N40752, N8889, N34457, N60472, N16914, N13498, N27906, N35619, N50775, N30834, N57189, N37266, N45017, N53335
U1098, iter_1: N26781, N64183, N53381, N48077, N40985, N61466, N59526, N21039, N60939, N5940, N46379, N46037, N50058, N65103, N17672, N10612, N20507, N308, N56347, N19623
U1098, iter_2: N4680, N10379, N29217, N51875, N33326, N24424, N58129, N51187, N18895, N31454, N9846, N61970, N45163, N1185, N37146, N51099, N37272, N61472, N11551, N1860
U1098, iter_3: N43568, N62809, N31448, N63152, N63627, N37122, N29905, N36611, N46446, N44528, N38323, N23373, N61682, N57367, N53587, N61532, N61786, N33469, N62844, N56569
U1098, iter_4: N62820, N12477, N38869, N59908, N21681, N20394, N24467, N59960, N16477, N49038, N1477, N16725, N41640, N46203, N10869, N46084, N17936, N5693, N26584, N46915
U11007, iter_0: N13640, N37346, N40575, N34344, N53168, N43646, N45612, N13498, N46203, N49038, N10367, N28281, N40221, N38869, N49878, N33326, N24275, N60472, N43438, N8162
U11014, iter_0: N58354, N61970, N43646, N13640, N11931, N59960, N20394, N27906, N4680, N53910, N10379, N1185, N1477, N40221, N26537, N29722, N46915, N30288, N38882, N32073
U11014, iter_1: N62436, N51875, N45017, N677, N47572, N12477, N56347, N26762, N53593, N10541, N29920, N60059, N557, N64077, N17936, N9118, N53013, N18571, N11289, N16461
U11014, iter_2: N59307, N19433, N46783, N4287, N32277, N12703, N1663, N4107, N64183, N53837, N13498, N26690, N8162, N58070, N11789, N38898, N3293, N20576, N29363, N59876
U11014, iter_3: N57484, N18010, N5088, N35411, N7618, N40700, N25678, N3268, N428, N19635, N59868, N12403, N7909, N38371, N49118, N33957, N11817, N58969, N4254, N51700
U11014, iter_4: N35619, N21142, N43438, N37458, N50775, N41285, N31454, N57763, N5734, N7568, N18332, N14252, N52588, N41221, N21063, N25163, N9409, N15559, N45561, N20764
U1103, iter_0: N62436, N51187, N13498, N60599, N64954, N18312, N15811, N10541, N52492, N59960, N23409, N43301, N52588, N64372, N36612, N43646, N51690, N23508, N33326, N49878
U11059, iter_0: N34805, N48455, N56211, N11551, N49609, N33469, N25130, N13498, N18310, N50453, N40752, N61929, N52588, N30536, N44640, N11041, N43646, N43438, N37346, N38142
U11075, iter_0: N53011, N16461, N33469, N57001, N22975, N11569, N37458, N32073, N23603, N33623, N2704, N38901, N10541, N18571, N36408, N19623, N42670, N52588, N24424, N8162
U11124, iter_0: N18151, N57403, N53335, N61623, N18571, N16725, N47433, N55723, N33326, N33120, N41498, N52492, N53011, N44249, N5886, N49878, N6056, N32073, N4661, N56804
U11124, iter_1: N40670, N61973, N11083, N37007, N55555, N31423, N57521, N33623, N43460, N18895, N11930, N38333, N38797, N48084, N41640, N43386, N62820, N18485, N4680, N34457
U11124, iter_2: N27906, N51187, N8711, N58129, N49038, N11289, N2994, N34031, N13640, N30288, N64372, N4107, N28324, N21590, N28571, N52835, N13498, N56270, N13347, N63546
U11146, iter_0: N63803, N53013, N51690, N47119, N47151, N7928, N38263, N7472, N4384, N5676, N59749, N29404, N28961, N7038, N38235, N40221, N19996, N24320, N19746, N10142
U11157, iter_0: N16461, N41640, N36612, N26781, N53910, N53335, N29364, N23409, N61970, N20507, N15559, N5886, N4680, N64077, N40956, N47975, N34360, N59385, N5940, N62393
U11159, iter_0: N39184, N11789, N64744, N47216, N27891, N32393, N45793, N59526, N30929, N19998, N53335, N23603, N48717, N29627, N38142, N32277, N33486, N58251, N14802, N3045
U11165, iter_0: N25130, N58660, N64412, N45760, N64183, N1952, N6578, N6767, N40221, N38869, N19998, N39109, N60939, N26690, N1663, N32786, N60472, N46501, N46203, N59307
U11178, iter_0: N51187, N45017, N5886, N28072, N31423, N28103, N16461, N42877, N47087, N16725, N57001, N20507, N53308, N1860, N43460, N24424, N8162, N63546, N5085, N26262
U11185, iter_0: N35436, N15279, N33469, N23603, N30929, N44765, N27079, N26048, N27891, N28983, N61973, N51119, N11551, N7330, N4661, N4610, N54136, N51867, N53910, N48455
U112, iter_0: N4107, N45017, N59908, N57403, N53201, N6056, N38869, N24424, N18295, N34081, N61970, N8162, N60472, N25015, N15194, N40575, N47572, N56347, N37146, N45612
U1121, iter_0: N56217, N58024, N23180, N5223, N49541, N50179, N28420, N27553, N65221, N48025, N28152, N24062, N41548, N12488, N54845, N61466, N12330, N33953, N49191, N29004
U11232, iter_0: N17510, N2994, N19025, N61623, N25163, N58264, N55723, N63255, N59022, N18151, N33469, N26488, N29363, N11569, N46037, N27936, N45793, N3996, N11930, N44249
U11232, iter_1: N21590, N61241, N53013, N59908, N35436, N13498, N47433, N57034, N23603, N53308, N50942, N31676, N32277, N39399, N64335, N26537, N54439, N24424, N40221, N29511
U11232, iter_2: N31556, N33326, N31014, N32073, N42196, N9846, N56804, N16914, N18295, N25837, N4107, N49878, N62001, N29217, N8162, N58129, N49973, N30288, N18291, N15559
U11232, iter_3: N35803, N16445, N34400, N28947, N60222, N47792, N56166, N28565, N32986, N38620, N12608, N32053, N30105, N48593, N31893, N45023, N2041, N31813, N59337, N29801
U11232, iter_4: N33634, N15194, N40324, N47848, N1344, N58030, N3293, N40899, N54752, N42248, N41064, N19536, N35725, N6873, N31454, N62820, N31679, N29930, N20478, N5886
U11250, iter_0: N57001, N6056, N53308, N18151, N16725, N32073, N34344, N24424, N26488, N41172, N56270, N37346, N45754, N34081, N49038, N46501, N53168, N43646, N52835, N27553
U11250, iter_1: N42877, N45163, N57451, N56456, N59653, N49252, N53630, N53754, N5288, N1952, N1860, N23918, N22975, N16804, N31676, N3380, N33469, N33623, N27936, N27866
U11250, iter_2: N39298, N55397, N58030, N23184, N16431, N53728, N47370, N3541, N57888, N3138, N50670, N13464, N40899, N37500, N61466, N61623, N21142, N5734, N32239, N33326
U11255, iter_0: N57763, N26537, N21681, N21063, N64372, N15559, N677, N1477, N62436, N18895, N63746, N41285, N4107, N40468, N40356, N43646, N43438, N43361, N37272, N53593
U11271, iter_0: N53013, N26762, N45017, N43822, N49712, N47572, N24424, N23682, N40221, N13640, N39463, N5940, N61970, N29920, N53515, N62001, N43646, N4107, N46178, N35619
U11271, iter_1: N10869, N46379, N33326, N42196, N31556, N34031, N27906, N53335, N16066, N26792, N58354, N62820, N4680, N43438, N5085, N16477, N41064, N50565, N64372, N7568
U11271, iter_2: N23517, N60647, N57521, N5329, N2636, N63415, N61068, N9538, N48077, N25657, N23657, N41853, N40451, N10046, N35521, N14684, N59257, N24826, N45804, N15568
U11274, iter_0: N53335, N27891, N16804, N19623, N52588, N38898, N4610, N11015, N60747, N54437, N47380, N31289, N42890, N45017, N43646, N35447, N7112, N33326, N56132, N53011
U11277, iter_0: N33469, N5288, N6056, N25163, N52764, N32393, N45017, N4107, N45754, N3416, N6873, N19998, N16725, N53910, N49252, N30288, N3380, N33623, N52502, N48077
U11292, iter_0: N26488, N5886, N61623, N51187, N41400, N6056, N53335, N35252, N2994, N3416, N36408, N4661, N46037, N51099, N52835, N41172, N47433, N45754, N279, N59385
U11304, iter_0: N20394, N62092, N38882, N40324, N40221, N17510, N34344, N45017, N43438, N1477, N1185, N46037, N8162, N13640, N53201, N30288, N57888, N49038, N37346, N38333
