U10008: N1508, N59526, N18151, N11551, N24109, N26139, N28855, N34492, N42670, N3841, N21290, N7173, N24358, N37587, N44203, N1952, N15559, N47433, N62092, N13930
U10700: N40327, N6873, N44249, N45017, N7173, N15738, N4663, N22457, N29722, N63255, N36249, N31676, N44772, N53346, N16260, N17360, N21590, N28983, N41387, N49180
U10703: N48340, N28420, N31556, N21590, N48455, N51585, N38070, N4485, N10278, N55531, N61466, N33469, N19057, N7010, N25609, N1477, N62393, N43386, N18145, N6997
U10729: N27057, N6371, N40575, N21590, N59526, N43106, N53242, N52295, N43460, N38951, N14333, N61466, N63272, N36485, N45967, N21142, N59385, N60472, N54437, N2120
U10742: N10386, N33469, N52492, N3416, N52577, N49554, N36416, N5669, N1952, N23409, N11823, N41387, N3318, N28751, N36006, N58656, N57403, N41400, N35671, N39442
U10773: N63415, N29722, N5886, N15559, N4128, N1019, N54442, N5088, N64095, N51875, N48487, N46915, N5450, N49831, N29468, N19477, N52835, N53011, N61973, N55347
U10822: N37352, N6471, N47433, N18295, N53630, N62919, N15066, N27737, N60105, N11569, N4754, N59526, N20521, N41380, N18708, N38951, N34031, N59908, N41387, N5981
U1083: N29379, N37007, N38797, N59960, N51867, N50005, N47916, N1336, N47216, N47553, N15194, N53630, N56501, N23513, N55633, N39463, N55723, N52201, N23682, N23517
U10855: N28734, N19477, N12330, N11551, N39015, N20136, N28523, N1957, N43246, N55531, N1952, N9409, N23513, N50404, N41626, N26762, N17510, N47190, N52577, N32053
U10862: N22855, N1663, N15559, N11551, N62423, N60300, N64594, N7443, N48659, N15194, N1952, N3138, N60085, N23195, N36186, N31884, N24275, N16461, N61973, N18708
U10866: N23942, N4556, N31556, N38797, N33297, N30668, N29462, N62341, N31939, N40670, N38898, N61466, N24675, N24272, N63174, N38311, N8162, N44249, N7173, N11153
U10868: N26139, N18063, N11551, N56270, N61973, N22348, N30648, N7909, N1952, N29930, N3007, N31676, N3268, N47868, N45804, N103, N8162, N21590, N41387, N20676
U10906: N39602, N19477, N16461, N13640, N59526, N39189, N11817, N53346, N42223, N11569, N35436, N26057, N57354, N35094, N5716, N5288, N34344, N5886, N19536, N29534
U10909: N30481, N49001, N44249, N8162, N32288, N51239, N53322, N22457, N48487, N36249, N32221, N64469, N61811, N41651, N33490, N4290, N33120, N15559, N15194, N22825
U10910: N64037, N4556, N29217, N61970, N51489, N32158, N8483, N28059, N30689, N55531, N27738, N42877, N57462, N61061, N34459, N18895, N31179, N46037, N1091, N19017
U10928: N42433, N4610, N27906, N58264, N54437, N1006, N4485, N25673, N39463, N46917, N15194, N36689, N3451, N36459, N33439, N31395, N2159, N1344, N61973, N45950
U10936: N29497, N47087, N50565, N2994, N61466, N4025, N34973, N56746, N20478, N50670, N24213, N41387, N23629, N41179, N40119, N53298, N11551, N37346, N48084, N12436
U10944: N48106, N20764, N11289, N16461, N1952, N49279, N39796, N33957, N33469, N32288, N47380, N7568, N49183, N36178, N61233, N37553, N42196, N61970, N19433, N4700
U10979: N26445, N19025, N15559, N47433, N35238, N59427, N5880, N3256, N29722, N53001, N40728, N61466, N21437, N52329, N63828, N51581, N62393, N46037, N1539, N50054
U1098: N39814, N1371, N27906, N41400, N61466, N55198, N18118, N15469, N42670, N39463, N52577, N5085, N39151, N28340, N36910, N1952, N43646, N16461, N64469, N56075
U11007: N41626, N39463, N26537, N1344, N59526, N24320, N52329, N57919, N1952, N26762, N14333, N46915, N9538, N29905, N46266, N46130, N47190, N21590, N61973, N53587
U11014: N1228, N26781, N37346, N308, N7173, N39814, N7010, N16854, N1952, N3007, N15194, N53630, N27342, N49197, N6638, N19477, N13498, N1344, N19536, N60700
U1103: N56051, N63255, N44249, N53011, N32288, N63550, N51725, N22457, N36249, N59022, N30345, N7173, N61811, N37587, N49180, N61541, N5886, N43361, N48487, N17340
U11059: N38239, N7568, N55229, N11551, N52577, N11220, N47151, N94, N1952, N29364, N62423, N26057, N3606, N36414, N4215, N5940, N44645, N46037, N35671, N55347
U11075: N42365, N13464, N15559, N26488, N35725, N64902, N43102, N22742, N59526, N57451, N57521, N21142, N56501, N60018, N1443, N26262, N24424, N38797, N33623, N41432
U11124: N31050, N31978, N44249, N15559, N47087, N9284, N15066, N60000, N33670, N47216, N36249, N7173, N11269, N22457, N15672, N4610, N55723, N2159, N41387, N43834
U11146: N61754, N8889, N40221, N46037, N51867, N28669, N22726, N28251, N30929, N47553, N4287, N23682, N43498, N20510, N51898, N28725, N62170, N11551, N54437, N60639
U11157: N17405, N46915, N37272, N34031, N36916, N61429, N28132, N4119, N33297, N54752, N26690, N32288, N57764, N18943, N23807, N46130, N15559, N5886, N32489, N3399
U11159: N5162, N39463, N8162, N279, N61929, N36910, N36459, N1957, N19433, N31782, N11569, N28420, N1768, N10943, N23165, N46178, N53013, N46037, N61973, N42433
U11165: N12669, N16431, N56804, N53910, N27738, N3075, N27619, N36332, N43301, N43246, N12682, N40324, N41698, N5450, N36779, N47087, N57403, N17510, N31676, N8132
U11178: N57700, N1477, N34081, N46037, N36689, N52662, N428, N23691, N48077, N4754, N11675, N24458, N2728, N21030, N34869, N6916, N41285, N47433, N35671, N55325
U11185: N29652, N15279, N34081, N1344, N61973, N63465, N27342, N1768, N29533, N35436, N46586, N56347, N7010, N33656, N33719, N46130, N59908, N21590, N59526, N48789
U112: N7119, N40078, N4107, N2994, N18978, N20776, N12588, N49688, N20325, N37007, N7112, N26057, N52329, N57764, N41626, N2235, N49878, N47433, N52577, N30099
U1121: N55067, N41658, N26537, N46037, N35671, N42433, N60960, N22414, N33297, N53593, N28129, N3138, N27219, N18476, N32290, N39463, N37272, N16461, N54437, N25881
U11232: N41594, N54136, N52835, N59908, N41387, N61754, N27499, N51954, N40906, N37589, N18312, N31676, N32207, N15947, N51545, N60264, N30288, N41400, N9409, N59905
U11250: N40332, N45163, N279, N13347, N4556, N36553, N976, N28091, N38733, N24109, N27079, N28420, N36796, N28895, N65036, N1667, N61623, N18291, N301, N52782
U11255: N51951, N5288, N4107, N46037, N31289, N55303, N12588, N57919, N61466, N8907, N48455, N40670, N35094, N33363, N63303, N51867, N60472, N61970, N35238, N39456
U11271: N36382, N29533, N1344, N33326, N19536, N61429, N60663, N27342, N1952, N24109, N14809, N9409, N7181, N28592, N63627, N10869, N43361, N16461, N48717, N56075
U11274: N20603, N19536, N26537, N34031, N38901, N39814, N35216, N52329, N19477, N4610, N62092, N40451, N27807, N14049, N41626, N10379, N28324, N11931, N46441, N30207
U11277: N53484, N49001, N30288, N38797, N19536, N62700, N23195, N28523, N6873, N19477, N62423, N24458, N15469, N27499, N19444, N61760, N44249, N59908, N35671, N13439
U11292: N17405, N51875, N60472, N61970, N61466, N14169, N64786, N39151, N33212, N13464, N42670, N56347, N40121, N28716, N23730, N30689, N37346, N47433, N61973, N15315
U11304: N4384, N49609, N62170, N1344, N40324, N25685, N21253, N37587, N29722, N1952, N47848, N20764, N43269, N53346, N56890, N6371, N27553, N46037, N63390, N62528
U11316: N15807, N51489, N26537, N1344, N54439, N23407, N12588, N38381, N27079, N39463, N18978, N28420, N23657, N8468, N27020, N33634, N61970, N42196, N32489, N12082
U11320: N41612, N63255, N308, N15559, N3007, N7792, N15066, N25664, N3841, N60550, N40906, N59526, N483, N60663, N62358, N7826, N18151, N28324, N36249, N20333
U11324: N57625, N61466, N26537, N1344, N35238, N61429, N45953, N7010, N46917, N18895, N18978, N23682, N34852, N56746, N60647, N3007, N50775, N46037, N7173, N49279
U11340: N4700, N23602, N46037, N62170, N52577, N41176, N14929, N37384, N7568, N20576, N24701, N32288, N44737, N28855, N12043, N39184, N308, N15559, N32393, N9997
U11341: N55860, N15194, N40221, N17510, N61973, N23446, N64594, N64120, N39184, N51875, N18310, N24458, N25064, N55253, N15959, N53201, N13498, N46037, N7173, N61429
U11344: N57437, N39463, N50775, N39399, N7173, N61338, N44897, N7462, N49834, N1539, N57521, N41387, N31624, N4089, N9360, N18332, N40221, N38797, N64469, N57023
U11356: N62465, N31395, N43386, N15559, N3007, N60507, N37587, N15066, N4610, N26262, N27532, N54439, N54862, N52675, N20838, N5085, N28983, N2994, N31676, N41491
U11357: N43222, N63681, N26488, N60472, N59526, N57813, N27342, N1336, N17342, N5085, N38333, N63390, N4089, N60663, N3781, N50670, N40752, N25163, N61973, N3216
U11453: N35268, N6873, N18151, N21590, N29627, N9792, N1790, N28043, N40356, N6471, N20576, N41387, N25064, N27499, N55067, N7826, N45754, N30288, N48084, N41074
U11454: N50308, N5085, N59960, N25163, N56347, N44448, N45953, N36288, N10278, N1667, N62423, N9409, N22726, N41179, N58693, N30929, N11289, N46037, N61973, N41176
U11465: N57813, N39184, N34344, N25163, N59526, N17522, N57000, N44737, N29930, N20576, N4128, N24458, N49197, N55712, N28698, N43460, N61970, N40575, N7173, N14194
U11473: N48703, N38142, N36037, N11551, N48084, N43872, N57919, N64808, N19477, N35436, N24109, N29627, N56746, N35340, N761, N2235, N40221, N1344, N31676, N30466
U11474: N30108, N39184, N16461, N13498, N53381, N41717, N34852, N3268, N31492, N20576, N20507, N48084, N20270, N18476, N6399, N38333, N8162, N61623, N7173, N47412
U11489: N25605, N39463, N46501, N46037, N4556, N55347, N44897, N23805, N39184, N15194, N20576, N32288, N52675, N18850, N42433, N16804, N62001, N16461, N52577, N52129
U1150: N7799, N46586, N58264, N60472, N61973, N51344, N12588, N37783, N436, N21142, N48487, N61466, N49328, N46923, N35045, N42499, N52588, N11551, N4556, N47710
U11506: N6582, N28725, N60472, N5886, N46915, N53113, N483, N54743, N8907, N1189, N39298, N48084, N7600, N34973, N5794, N34953, N38797, N18295, N28420, N5162
U11508: N49279, N1539, N36408, N8162, N63390, N20766, N15469, N35815, N40906, N59876, N64273, N9409, N25064, N60663, N19661, N40985, N4661, N53013, N35671, N37204
U11511: N39602, N19477, N52492, N16461, N19536, N22855, N35147, N50653, N47652, N28072, N52577, N25015, N14964, N4649, N29497, N21156, N37346, N11551, N61973, N6890
U11536: N30668, N6471, N27553, N11551, N59526, N8616, N49197, N34709, N64095, N56347, N30562, N63681, N28751, N53346, N54066, N50670, N26537, N21590, N32288, N33439
U11547: N29497, N6916, N51187, N15559, N7826, N30744, N9621, N27788, N4290, N23184, N26792, N61973, N38442, N30069, N36910, N31978, N38797, N30288, N24458, N38509
U11552: N55176, N33469, N26537, N25163, N52577, N7132, N33474, N26415, N15279, N43460, N14333, N24458, N41179, N18118, N20676, N46178, N40575, N21590, N61973, N20776
U11556: N3034, N28129, N20394, N51187, N54439, N26445, N2624, N28855, N43246, N24109, N46917, N23682, N18476, N48416, N17720, N11083, N40221, N61970, N7173, N20603
U1158: N32945, N49001, N30288, N46037, N24458, N28477, N30222, N5078, N28800, N3007, N4610, N26057, N42604, N14049, N30840, N5693, N51187, N53011, N19536, N1170
U11610: N46459, N3007, N39399, N62393, N11681, N58553, N23805, N28176, N1952, N39463, N38733, N24458, N37783, N44621, N24754, N5940, N53013, N1344, N7173, N56051
U1163: N47213, N40356, N40468, N28571, N7173, N23060, N26415, N28043, N30834, N59022, N48487, N20764, N20267, N25664, N11593, N40078, N1575, N38797, N35671, N20858
U11633: N60130, N62750, N47433, N4107, N1539, N58054, N23513, N1957, N6916, N54439, N9734, N14170, N60000, N47916, N60750, N47370, N2994, N8162, N41387, N61682
U11672: N18059, N6916, N30288, N11551, N54439, N65016, N60000, N31917, N8657, N19025, N28072, N61973, N3318, N36288, N18032, N50670, N41172, N15559, N62092, N42635
U11706: N20136, N22975, N60472, N2994, N61973, N28811, N4089, N5152, N5085, N11569, N1663, N9409, N27342, N9592, N57032, N40906, N40752, N16461, N33623, N57187
U11713: N61483, N19025, N47433, N15559, N14170, N36888, N28203, N28716, N61363, N17672, N33623, N3007, N35147, N18118, N52007, N47087, N40752, N5886, N41387, N35430
U11792: N47213, N61593, N20236, N34031, N54437, N30042, N24272, N51700, N1539, N56347, N48077, N13628, N33656, N65073, N9672, N46379, N55229, N1344, N1091, N5659
U11801: N42158, N14170, N11551, N15559, N36612, N38324, N54442, N33474, N5085, N59833, N24109, N48084, N49188, N28176, N63990, N4290, N41172, N8162, N53381, N55347
U11828: N16990, N15811, N53013, N16461, N19536, N3034, N42666, N48539, N47380, N46379, N42890, N20764, N23513, N6745, N54956, N64335, N40752, N41400, N54437, N44305
U11858: N51552, N1952, N37346, N11551, N31676, N49279, N42604, N41258, N11569, N40078, N57521, N9409, N25303, N16854, N23855, N31782, N49038, N21590, N9135, N53004
U11876: N63421, N47848, N20394, N1344, N30639, N46862, N34055, N16854, N14990, N20764, N4287, N53515, N30835, N35815, N45888, N22664, N62393, N11551, N47380, N366
U11892: N29319, N21290, N58264, N34344, N59526, N24963, N43498, N36288, N31289, N6916, N48077, N3138, N20270, N7443, N19003, N47975, N5886, N59960, N35671, N26538
U11894: N26343, N6578, N47190, N21590, N52577, N64037, N28340, N16854, N11569, N29722, N42670, N41387, N43269, N37587, N53248, N31395, N40221, N16461, N7173, N2659
U11895: N6890, N38142, N13640, N38797, N61973, N32053, N35147, N18118, N52312, N33212, N5085, N775, N28884, N63342, N55943, N40078, N60472, N51187, N23682, N36940
U11921: N46736, N30562, N4661, N53013, N41387, N27908, N9621, N20056, N49001, N4610, N3007, N59526, N21030, N5088, N17647, N27079, N38797, N30288, N24458, N27545
U11935: N41626, N47975, N25163, N16914, N48084, N55347, N9295, N27499, N39184, N23409, N33212, N40324, N28895, N35094, N40808, N38142, N11551, N41285, N19536, N28661
U11945: N42365, N38053, N39399, N15559, N43460, N16120, N35147, N5078, N31978, N60105, N24458, N64183, N38442, N52675, N41934, N57521, N41172, N13640, N61973, N17647
U11963: N46459, N26762, N59960, N46037, N61466, N29578, N57919, N20270, N47975, N6578, N21290, N48084, N63793, N53346, N60647, N15194, N34031, N18151, N7173, N57783
U11979: N24386, N60550, N36037, N41400, N59526, N50060, N31917, N24272, N1539, N23547, N20984, N20764, N39094, N51424, N60255, N58354, N15559, N21590, N38504, N18032
U11994: N62717, N46162, N34031, N28983, N53728, N6582, N1957, N56459, N16066, N48455, N1663, N20764, N50924, N27219, N43772, N46283, N37458, N47433, N61466, N34459
U12001: N47938, N19025, N15559, N21590, N47902, N61898, N54988, N9295, N31884, N20601, N54439, N31423, N45953, N26415, N7113, N38142, N47190, N52835, N775, N59427
U12023: N62358, N48487, N6056, N15559, N28072, N34400, N48476, N25064, N45163, N60027, N18449, N54439, N54315, N32548, N24509, N4610, N52835, N40752, N19536, N12380
U12026: N17289, N18332, N46037, N42196, N4290, N44305, N3451, N7181, N46917, N26762, N54437, N29930, N49892, N33957, N41979, N7568, N31014, N16461, N59526, N49527
U12027: N12902, N5940, N52201, N25163, N54437, N39442, N29977, N23195, N47380, N45163, N13941, N56347, N51954, N37587, N53223, N19477, N40221, N1344, N36689, N60300
U12032: N10012, N20576, N16914, N41400, N7173, N23942, N3318, N50404, N27866, N1952, N32641, N41387, N38070, N36414, N39890, N31395, N9846, N11551, N63390, N39181
U12045: N18653, N39184, N60472, N21590, N9409, N31136, N20426, N8045, N52577, N53593, N20984, N28448, N94, N33474, N14652, N30118, N37146, N46037, N39015, N9997
U12091: N9959, N19025, N27906, N1344, N48084, N51009, N29905, N7181, N19477, N62033, N39298, N54439, N43498, N35147, N10522, N59685, N59908, N51187, N31676, N2592
U12108: N39602, N29364, N52588, N2994, N7173, N4554, N23513, N49188, N6578, N29722, N33212, N61466, N53346, N24358, N24802, N7568, N11551, N62393, N33297, N55303
U12124: N17231, N48084, N56434, N46037, N35238, N3492, N30069, N64462, N13464, N6371, N4290, N3138, N27788, N39003, N60255, N40906, N15559, N40468, N5519, N39346
U12146: N49554, N24617, N37346, N38797, N48084, N29448, N57919, N28150, N3865, N4610, N39463, N52577, N49688, N33474, N64269, N42223, N1344, N41285, N46915, N41626
U12147: N49279, N1952, N52492, N11551, N7173, N46634, N10943, N30382, N39184, N39298, N3007, N48084, N36416, N4649, N38605, N19433, N57403, N26488, N32288, N46887
U12148: N15117, N26048, N42196, N11551, N31884, N9340, N19057, N39741, N20601, N7173, N6873, N37553, N15678, N60960, N18989, N19685, N62393, N1344, N14170, N42163
U1215: N32381, N47975, N40752, N51187, N7173, N57202, N5037, N42666, N32393, N53593, N48487, N26057, N48450, N18850, N49516, N60531, N26488, N53011, N54439, N5659
U12166: N8074, N48487, N13347, N6056, N27738, N39949, N59277, N2728, N4034, N18895, N50670, N35671, N49831, N14049, N43491, N32288, N53011, N44249, N39184, N32567
U1217: N64724, N45793, N52492, N41400, N59526, N9792, N27788, N33363, N6642, N28152, N9354, N61466, N30069, N63793, N17475, N47975, N26537, N34031, N4556, N35268
U12183: N23807, N60105, N40752, N34031, N35671, N26445, N46923, N45416, N31782, N47380, N19623, N24458, N45479, N53549, N5472, N58656, N42196, N43386, N39463, N63627
U12226: N38764, N50657, N58129, N38797, N20764, N58569, N8456, N44897, N8889, N59526, N47206, N53443, N28340, N22726, N2528, N58656, N11041, N43386, N61466, N1021
U12239: N30466, N47380, N26537, N16461, N61973, N11622, N7010, N1768, N19623, N58354, N54437, N39463, N12588, N51700, N60750, N47553, N25837, N46037, N7173, N11570
U12265: N28112, N1952, N25163, N53011, N54439, N30466, N9295, N35200, N24109, N11681, N54587, N48084, N31341, N15481, N17363, N1067, N4661, N12330, N9409, N32945
U12282: N41626, N21156, N8162, N51187, N41387, N30290, N33363, N19057, N1952, N54587, N20576, N20764, N19292, N5880, N55396, N31978, N42196, N16461, N18449, N633
U12316: N29578, N18350, N43822, N47433, N39015, N14615, N56746, N23513, N6642, N43460, N52577, N43955, N29905, N16854, N23807, N23184, N47190, N2994, N61973, N18708
U12325: N35220, N11681, N11041, N43386, N28420, N20985, N4485, N37384, N53201, N46586, N3841, N61973, N27342, N13374, N42845, N43984, N60472, N2994, N56347, N53697
U12345: N44289, N39463, N31556, N46037, N48084, N19001, N62805, N38381, N46178, N48049, N4610, N20764, N43498, N57764, N43770, N18895, N50565, N39399, N63390, N32105
U12367: N49554, N29627, N59908, N26488, N39463, N20112, N34225, N44897, N50484, N9971, N59526, N29722, N3678, N34490, N10012, N54136, N13498, N46037, N46915, N36360
U1240: N6224, N36612, N51187, N47190, N7173, N56075, N14964, N3256, N64095, N15194, N20576, N41387, N23513, N25124, N41979, N24109, N61970, N53011, N54439, N9883
U12409: N17768, N22975, N37346, N16461, N7173, N36777, N20267, N48812, N26762, N11681, N60105, N36689, N64120, N26915, N9420, N25015, N50775, N34031, N63390, N62992
U12412: N584, N25015, N39109, N21590, N19536, N39814, N4089, N4119, N38142, N21142, N26690, N46915, N30818, N7909, N36382, N2235, N40575, N28324, N58070, N21752
U12425: N3781, N47087, N40752, N34031, N54439, N13094, N37783, N60663, N63860, N29930, N59526, N24109, N21030, N45953, N13604, N4754, N16461, N44645, N24458, N11217
U12430: N21752, N24617, N52776, N11551, N30639, N54729, N23642, N42604, N18485, N27891, N26762, N61973, N27055, N22731, N5796, N3865, N24424, N47433, N775, N38764
U12452: N40331, N54439, N52492, N1344, N18332, N30207, N31341, N23180, N38504, N30929, N39463, N54437, N15481, N27342, N11217, N19477, N42196, N46037, N11823, N22908
U12460: N61787, N38504, N43438, N51187, N35671, N51570, N28176, N25303, N53001, N9734, N35238, N20764, N43498, N63231, N63627, N58354, N16461, N42196, N1539, N8914
