U10008: N31893, N49712, N34344, N2994, N61466, N37629, N17073, N19882, N6873, N25774, N52764, N3138, N11645, N19635, N32626, N38882, N3996, N21590, N31294, N30630
U10507: N5553, N1477, N52492, N16461, N48084, N6347, N16813, N34973, N31036, N17936, N59526, N9321, N31373, N13834, N48824, N26762, N61970, N60472, N61973, N18751
U10516: N58054, N6873, N58264, N24424, N35671, N30374, N26023, N41258, N11083, N50372, N24109, N59526, N15772, N9912, N46477, N11930, N61623, N52492, N61466, N58950
U10524: N58969, N47975, N5886, N18151, N40451, N60176, N62128, N45953, N6471, N15194, N3138, N14978, N9592, N26687, N32255, N47370, N13640, N16461, N41497, N45466
U1053: N58054, N59526, N24424, N53335, N17936, N31519, N50076, N46407, N39463, N4610, N62436, N48084, N6555, N52138, N29126, N62033, N59960, N46037, N40451, N49279
U10585: N57226, N45561, N51187, N60472, N61973, N53599, N54442, N35815, N33469, N9321, N18449, N29627, N51120, N46103, N37441, N62820, N50775, N5886, N59526, N52484
U10604: N62988, N18485, N51187, N62393, N30929, N57706, N8090, N34973, N32196, N8889, N35436, N23682, N9295, N28523, N7491, N63681, N40575, N53335, N59526, N49279
U10611: N9047, N34601, N39932, N34031, N53630, N64515, N23513, N483, N38901, N46703, N35671, N3007, N18943, N15469, N46624, N1914, N8711, N41400, N41387, N39620
U10635: N49279, N4128, N64372, N16461, N64469, N23942, N61811, N5088, N27866, N5288, N28072, N36689, N22595, N18118, N48841, N47087, N6056, N13498, N41497, N22855
U10674: N50536, N41006, N13498, N46037, N48084, N35951, N8214, N22595, N20576, N63746, N33469, N23682, N60663, N27342, N48403, N25015, N51187, N51690, N39015, N7344
U10700: N36545, N1952, N44249, N34344, N31676, N65134, N61811, N5838, N29363, N28448, N30689, N61466, N50007, N9912, N34400, N26792, N46203, N21590, N3138, N633
U10703: N30553, N32139, N30288, N46037, N31676, N51704, N10840, N42590, N6767, N46915, N20816, N29722, N58171, N53242, N3421, N39463, N31556, N41400, N28420, N22061
U10729: N7328, N58656, N8162, N5886, N61929, N18708, N48843, N34130, N8907, N4857, N1539, N61466, N41651, N48350, N20770, N60550, N41400, N33326, N301, N1019
U10742: N32053, N23603, N2704, N47433, N9409, N44746, N25620, N25064, N6371, N9135, N18449, N35671, N63480, N23370, N36553, N22975, N30288, N39399, N33623, N36243
U10773: N6051, N23547, N41400, N2704, N41387, N154, N27737, N6926, N31395, N24213, N40356, N41497, N51008, N44737, N22564, N64273, N8162, N28324, N28448, N44346
U10822: N60658, N54752, N24424, N47433, N53630, N35406, N50653, N54862, N54571, N27532, N1952, N61466, N52675, N5370, N36931, N37500, N58264, N43646, N1091, N47938
U1083: N38697, N64095, N57001, N16461, N56347, N2712, N23490, N23657, N29450, N33469, N48717, N53728, N13729, N33332, N17031, N11015, N53011, N51187, N27738, N57005
U10855: N42433, N35436, N40221, N53335, N61973, N15043, N8318, N15051, N19477, N32641, N34805, N26057, N28043, N34225, N61233, N18332, N30288, N46037, N46915, N46887
U10862: N18529, N50942, N53910, N62393, N39463, N6814, N7125, N21950, N15194, N15331, N37007, N35671, N54442, N53346, N48849, N35436, N58264, N33326, N59526, N26733
U10866: N43360, N33877, N26584, N16461, N54437, N25406, N52742, N57560, N12843, N16066, N24701, N61466, N35381, N51700, N26305, N57225, N26537, N38797, N20764, N33738
U10868: N60639, N4610, N279, N64077, N32196, N33611, N52329, N8468, N19623, N2235, N53728, N25130, N64594, N20267, N23165, N23409, N53335, N55229, N61973, N12043
U10906: N25966, N56897, N15559, N11551, N45960, N29124, N3489, N20267, N29322, N53201, N52577, N3007, N56966, N34063, N26991, N20331, N18295, N28324, N4610, N46146
U10909: N20025, N48487, N51690, N51187, N59526, N3123, N26380, N39050, N61541, N14170, N33469, N24458, N29462, N60663, N55949, N15811, N13498, N308, N35671, N39442
U10910: N14507, N1477, N27553, N16461, N41497, N58024, N33273, N9815, N44903, N5734, N12613, N28420, N3356, N62632, N41174, N28152, N43438, N21590, N64469, N37527
U10928: N48841, N8889, N27906, N46037, N61466, N63962, N23557, N53242, N16577, N18895, N48077, N32288, N51008, N45479, N25406, N30536, N26537, N1344, N301, N24108
U10936: N63828, N5085, N18295, N61970, N41497, N59060, N12403, N22595, N4290, N38504, N28800, N26057, N22977, N4649, N485, N39298, N15559, N5886, N706, N51963
U10944: N46236, N38733, N11289, N61970, N61466, N17228, N57244, N51700, N19685, N35238, N32489, N28420, N41548, N28203, N17416, N53687, N46037, N41285, N35671, N51704
U10979: N41817, N47902, N53335, N52492, N61973, N8361, N25064, N34973, N27891, N18485, N31454, N59526, N49328, N14993, N61682, N53593, N60472, N51187, N39015, N46146
U1098: N18032, N28072, N31556, N46037, N53381, N3984, N34973, N29905, N42670, N21142, N33469, N61466, N49328, N45095, N9883, N936, N43646, N308, N59526, N27327
U11007: N43415, N1185, N13640, N1344, N61466, N28307, N44516, N55936, N33212, N47975, N56897, N3138, N9592, N24985, N52102, N16117, N37346, N41400, N59526, N32734
U11014: N6814, N29364, N61970, N43646, N61929, N57733, N5088, N25678, N33469, N58354, N4290, N46915, N40700, N3268, N14270, N62436, N13640, N16461, N54439, N15746
U1103: N56051, N33469, N51187, N60599, N36689, N23391, N61811, N57244, N5940, N59367, N30536, N32288, N35216, N22457, N58553, N59981, N13498, N46037, N775, N32268
U11059: N21310, N19477, N46037, N13498, N61929, N52016, N51120, N60663, N34805, N5693, N25130, N20764, N19099, N34794, N2960, N48455, N59586, N25163, N59526, N29652
U11075: N23044, N39149, N53011, N51187, N33623, N19300, N19050, N25064, N52312, N33469, N28448, N41497, N33332, N23490, N10544, N23547, N16461, N57001, N35671, N38306
U11124: N22353, N59685, N16461, N57403, N61973, N63580, N28091, N12403, N23409, N50372, N40670, N775, N19770, N28150, N5981, N46703, N47433, N33326, N24458, N25286
U11146: N20819, N17936, N53013, N53335, N54437, N37463, N62128, N35815, N23603, N53515, N42890, N46915, N51700, N47151, N22221, N22575, N59908, N51187, N64469, N36624
U11157: N14266, N28072, N16461, N15559, N936, N10867, N45953, N23671, N31884, N36612, N28640, N24458, N37587, N26687, N4642, N41640, N53910, N64077, N33469, N53599
U11159: N21866, N5940, N57403, N46037, N59526, N24435, N1450, N58857, N39184, N18449, N47975, N29627, N36459, N58748, N57818, N63746, N24424, N16461, N61973, N8656
U11165: N32639, N7568, N40221, N46037, N46915, N37577, N28523, N45602, N36916, N21290, N58660, N3138, N10840, N45317, N37052, N41064, N60472, N44249, N36689, N14104
U11178: N49279, N33469, N51187, N45017, N40451, N53599, N52675, N25491, N36612, N20576, N6873, N3138, N32923, N31917, N27307, N28072, N28103, N16461, N53630, N17599
U11185: N11869, N35436, N28983, N34031, N53728, N33, N27928, N9538, N53443, N15279, N33634, N61973, N50990, N49328, N26649, N33469, N4661, N13498, N51867, N11974
U112: N3279, N53201, N4107, N47433, N33212, N13827, N30503, N41380, N34953, N25015, N41658, N56347, N28855, N27869, N29125, N15194, N45017, N25163, N36689, N46236
U1121: N56585, N28420, N60599, N16461, N33297, N58024, N20388, N9815, N64469, N28152, N45760, N37055, N50463, N12299, N58383, N8889, N43361, N51187, N48302, N5223
U11232: N16081, N50484, N2994, N59908, N40324, N47213, N1106, N58171, N6578, N17952, N40906, N3293, N41698, N35094, N21654, N19025, N25163, N4107, N29722, N43083
U11250: N9997, N42670, N57001, N16461, N41497, N44422, N44476, N42666, N43460, N45760, N42877, N53630, N43143, N42698, N43342, N45163, N45017, N52835, N31676, N43699
U11255: N28816, N57763, N26537, N46037, N39015, N59060, N58857, N25664, N59543, N18895, N18978, N32288, N25124, N23557, N25286, N1477, N21063, N11551, N54437, N59749
U11271: N14780, N39298, N53013, N61970, N59526, N31192, N38371, N51700, N39184, N26762, N57521, N23682, N19292, N50653, N63334, N62436, N43822, N16461, N40451, N53916
U11274: N53916, N27891, N43646, N51099, N54437, N42678, N45095, N44897, N46178, N16804, N19623, N61466, N63231, N12588, N24894, N62820, N59960, N51187, N61973, N26614
U11277: N62358, N33469, N6056, N4107, N32393, N59149, N54315, N30472, N5288, N40906, N6873, N40324, N28895, N35815, N14846, N52764, N25163, N8162, N35671, N54398
U11292: N7328, N51875, N52201, N26488, N30639, N12300, N23370, N30648, N32393, N13464, N42670, N24458, N18118, N7443, N35389, N20816, N9846, N41400, N33623, N35370
U11304: N29892, N21156, N40221, N46037, N40324, N37310, N54988, N36414, N21290, N20325, N35436, N3138, N62805, N3640, N36436, N20576, N20394, N1344, N26057, N62692
U11316: N43801, N25015, N56434, N5886, N64469, N53650, N5450, N22731, N28129, N26762, N27318, N26057, N28855, N31917, N42491, N5940, N43646, N46037, N4556, N53584
U11320: N6347, N30562, N28983, N28324, N14170, N28112, N36178, N6066, N34495, N48084, N3007, N28129, N34044, N39050, N44926, N20331, N43646, N47433, N56347, N41787
U11324: N43702, N46379, N44166, N46037, N4556, N44145, N14049, N44648, N10008, N46703, N42890, N41387, N45095, N42666, N43871, N46162, N44645, N6056, N41497, N44203
U11340: N36480, N47572, N45017, N11551, N7173, N61817, N44855, N34218, N46917, N31423, N20576, N46915, N18118, N46137, N8364, N33469, N31014, N61970, N63390, N17865
U11341: N23446, N48084, N4661, N60472, N33212, N49279, N57560, N46132, N46917, N61363, N7173, N40906, N61811, N57000, N61233, N23184, N28324, N43646, N33469, N56051
U11344: N18828, N35436, N5886, N38869, N59526, N59863, N55936, N40700, N47370, N29268, N15194, N40451, N4485, N28523, N60750, N39463, N58264, N40575, N53728, N51745
U11356: N61588, N62894, N5886, N53308, N7173, N3128, N1106, N33332, N18312, N28643, N14257, N33623, N50502, N39050, N48176, N936, N11551, N13498, N53728, N43871
U11357: N40326, N18332, N40221, N1344, N53728, N28408, N27869, N17115, N19623, N49712, N61973, N51875, N28895, N53606, N34930, N62820, N41285, N17510, N41497, N37437
U11453: N51364, N33469, N28983, N21590, N41497, N7895, N34382, N27737, N28448, N7826, N23547, N54439, N811, N52138, N28569, N23559, N40468, N56270, N41387, N16118
U11454: N9997, N4610, N24424, N61970, N61973, N46279, N23557, N13270, N45561, N4287, N48407, N61466, N23513, N45095, N23517, N46703, N41285, N16461, N52577, N4644
U11465: N53599, N6209, N13498, N46037, N30639, N39832, N22624, N6745, N6471, N27866, N43460, N33623, N37384, N22595, N57211, N6916, N8711, N11551, N7173, N42653
U11473: N9040, N39463, N18151, N39399, N36689, N15921, N1450, N5037, N1952, N40899, N11569, N40324, N25303, N25673, N17522, N6873, N53335, N24424, N33623, N39189
U11474: N49279, N40451, N51187, N45017, N33469, N62809, N26687, N32923, N936, N41640, N47975, N48084, N22595, N45953, N60762, N36612, N16461, N37346, N40324, N36480
U11489: N7655, N27532, N45017, N16461, N35671, N13981, N50404, N33474, N58660, N18485, N39463, N64469, N28496, N31373, N3128, N1952, N41285, N46037, N46915, N22885
U1150: N24963, N1952, N13640, N51099, N61466, N22885, N29735, N3256, N21290, N33469, N20478, N3138, N9592, N26023, N4384, N64095, N34344, N52835, N40451, N4510
U11506: N23373, N5519, N53335, N57403, N61973, N45178, N6020, N45953, N64095, N31454, N4610, N53728, N64808, N13834, N64508, N14252, N43361, N46037, N46586, N325
U11508: N19661, N55555, N24275, N28324, N4290, N7344, N41651, N21030, N44640, N32288, N33469, N28072, N56966, N23195, N19040, N38053, N47433, N13640, N39015, N3506
U11511: N9997, N52502, N52492, N47433, N51867, N52103, N28029, N52138, N28072, N27891, N53443, N30639, N28203, N28150, N2825, N5288, N52835, N43361, N27866, N281
U11536: N52973, N1185, N46037, N13640, N36689, N20036, N22423, N23557, N7826, N3007, N6578, N40324, N28895, N1058, N43738, N7568, N37346, N43386, N61973, N63859
U11547: N19682, N28643, N53335, N60472, N59526, N38644, N53606, N29905, N31884, N8889, N33469, N24458, N45953, N20510, N55281, N936, N64372, N16461, N54439, N58212
U11552: N30920, N42499, N58264, N40575, N46915, N61233, N9719, N20270, N52502, N47572, N33469, N40324, N33315, N12800, N46887, N7568, N1344, N40221, N3293, N32053
U11556: N3190, N42223, N43386, N49878, N61973, N64228, N24985, N25664, N29363, N39463, N1952, N20764, N9538, N23805, N55198, N29920, N58264, N33326, N1091, N35389
U1158: N57546, N3007, N28983, N308, N59526, N42845, N61811, N18118, N48487, N26781, N62092, N48084, N23805, N20215, N18010, N5693, N43646, N46037, N1091, N47020
U11610: N9763, N31978, N39399, N56270, N40324, N55943, N57560, N57244, N15194, N60550, N61241, N24458, N2986, N38371, N42457, N30689, N38797, N11289, N48084, N58553
U1163: N9997, N37589, N41400, N24424, N48084, N21196, N58171, N57995, N20576, N59067, N62894, N46915, N57919, N23557, N58345, N56456, N5886, N59908, N7173, N41594
U11633: N41881, N38311, N16461, N33326, N40451, N23039, N57560, N32923, N26262, N33469, N28072, N35671, N45953, N26687, N60750, N46703, N39399, N64372, N61973, N10867
U11672: N46304, N25015, N43646, N61970, N7173, N32158, N49046, N33828, N28129, N28448, N15331, N56347, N5450, N31917, N50912, N31423, N1575, N61623, N30639, N53584
U11706: N7655, N59494, N47190, N51187, N56347, N37391, N15051, N3116, N19998, N39298, N33212, N26057, N16954, N7336, N38206, N44417, N37346, N46037, N61973, N45551
U11713: N26438, N29541, N26488, N8162, N41387, N36933, N36742, N12800, N28327, N59685, N28072, N33623, N7443, N41380, N15807, N7330, N38797, N33326, N48084, N36914
U11792: N30481, N15811, N52492, N16461, N39015, N30553, N34130, N36178, N4034, N62820, N33297, N46915, N9912, N54315, N62049, N63746, N28571, N51099, N64469, N38697
U11801: N41612, N14170, N53335, N39932, N59526, N4667, N26380, N4500, N24109, N33469, N36612, N35671, N45095, N1336, N26595, N11083, N45017, N5886, N7173, N37636
U11828: N23444, N8889, N33326, N47433, N54437, N20776, N51700, N22457, N27318, N20764, N30536, N62820, N56459, N39369, N26967, N5940, N57403, N38797, N36689, N46236
U11858: N5798, N48084, N18151, N46037, N3007, N41787, N7600, N41258, N1952, N61466, N32196, N17360, N23370, N36742, N64613, N42670, N24424, N28324, N33469, N6343
U11876: N7950, N46917, N21063, N11551, N61466, N65028, N34055, N63475, N47380, N8889, N4610, N46915, N51700, N22624, N63962, N35619, N2159, N46037, N7173, N2758
U11892: N20770, N13941, N38797, N49038, N1539, N1019, N14054, N41651, N6916, N33469, N41387, N53754, N34130, N9621, N5981, N58656, N39932, N5886, N33623, N23864
U11894: N57260, N58070, N53335, N60472, N48084, N18751, N25064, N16854, N39463, N8709, N6371, N46915, N18476, N34973, N63962, N11652, N30288, N279, N59526, N41074
U11895: N41492, N5085, N13498, N53910, N40451, N53599, N16552, N22595, N706, N47975, N28072, N59526, N14964, N26687, N48448, N12477, N46037, N40221, N19536, N50302
U11921: N32012, N7330, N38797, N31014, N24458, N7655, N7443, N3116, N34601, N30562, N39463, N33623, N36178, N12403, N1495, N49252, N2994, N8162, N31676, N3303
U11935: N50592, N38142, N1344, N13498, N31676, N11698, N51954, N33078, N7568, N33469, N21290, N63390, N34492, N58171, N28947, N18350, N46037, N40221, N3138, N6787
U11945: N21219, N28327, N58264, N24424, N27738, N1170, N21950, N33448, N64095, N11083, N33212, N53728, N5152, N19882, N59126, N49712, N53011, N5886, N63390, N22816
U11963: N42800, N46917, N57403, N46037, N61466, N18032, N33957, N57344, N29363, N56456, N28851, N46915, N14601, N35381, N61782, N42877, N18295, N58264, N48084, N56675
U11979: N57368, N30562, N28983, N2994, N10885, N2825, N20961, N28523, N30929, N53443, N37553, N3293, N45479, N56966, N57032, N46379, N42196, N5886, N3841, N54606
U11994: N42212, N26130, N55723, N8711, N24458, N46261, N7462, N53634, N61760, N50942, N35671, N39463, N21030, N34130, N11378, N11930, N26488, N27906, N59526, N38173
U12001: N32556, N11652, N31556, N5886, N46915, N13556, N9815, N35340, N59685, N18449, N62820, N29627, N46132, N9719, N30553, N62033, N38869, N1344, N1091, N51553
U12023: N24176, N33469, N62001, N5886, N3138, N54577, N64816, N48476, N60105, N30614, N43460, N59526, N19292, N48416, N17647, N48487, N6056, N11092, N31676, N35486
U12026: N12570, N59494, N59908, N51187, N29627, N34633, N35815, N12299, N33469, N61466, N6371, N47572, N27219, N3742, N51745, N9135, N33326, N35252, N46915, N49576
U12027: N23060, N52929, N11931, N46037, N301, N14878, N1768, N6021, N17936, N30536, N23184, N64469, N1435, N9538, N62049, N18332, N42196, N44249, N11652, N38718
U12032: N55949, N62820, N28983, N2994, N41387, N39061, N48887, N28716, N1663, N26762, N19536, N13464, N2872, N63475, N1323, N6371, N11551, N2704, N33623, N28747
U12045: N39919, N29533, N25163, N43361, N4610, N26220, N38490, N1450, N46441, N59685, N25130, N53728, N6020, N34973, N53476, N23409, N34031, N45612, N30639, N54443
U12091: N47710, N52502, N40221, N1344, N61973, N44682, N3678, N7600, N28072, N35436, N47370, N63390, N20270, N24675, N60750, N50670, N46203, N25163, N41387, N37338
U12108: N9997, N6578, N13640, N38797, N63390, N31621, N36459, N46892, N7568, N4290, N23409, N7173, N64594, N46407, N47068, N55555, N61970, N43646, N59526, N31813
U12124: N9997, N33469, N26537, N51187, N41497, N35609, N34382, N38371, N7826, N40078, N51489, N46915, N39050, N27869, N32542, N39149, N53013, N41400, N1091, N32630
U12146: N14638, N49834, N46037, N52492, N53728, N34041, N46407, N49328, N27891, N31454, N19623, N23682, N10757, N28150, N39853, N8375, N51099, N56270, N61973, N30553
U12147: N56545, N5085, N37346, N53910, N41497, N19030, N14964, N45317, N56211, N33634, N29363, N46915, N60663, N22595, N61532, N17952, N40221, N61970, N61973, N51963
U12148: N5854, N39298, N61970, N64077, N33212, N59060, N252, N27869, N33469, N24467, N39015, N47572, N36332, N18212, N51745, N26781, N18794, N11551, N63390, N26352
U1215: N39620, N47975, N38869, N44249, N31294, N16844, N21885, N30472, N33469, N31454, N38142, N46915, N16854, N38550, N524, N27079, N1344, N13640, N40324, N7342
U12166: N56051, N29528, N41285, N46037, N48084, N42457, N61811, N9912, N5940, N33469, N37055, N36689, N54315, N12288, N9284, N15811, N56270, N16461, N27738, N1180
U1217: N34869, N53201, N34081, N39399, N31294, N62809, N42698, N48539, N39184, N21142, N48302, N61466, N20056, N58545, N55950, N18020, N64077, N2994, N21941, N59749
U12183: N64508, N37007, N53335, N49038, N29920, N52020, N15838, N28340, N39463, N27891, N9734, N10885, N9538, N33957, N42433, N44765, N24424, N28324, N29930, N23406
U12226: N20912, N1477, N28571, N28324, N12613, N56142, N57462, N31917, N4034, N3007, N60035, N41387, N3356, N38442, N48613, N20331, N1575, N43386, N1091, N19795
U12239: N64269, N39463, N28983, N16461, N61973, N19584, N13834, N38371, N47652, N3007, N62820, N64469, N34973, N8090, N61898, N18332, N53013, N46037, N301, N23028
U12265: N20838, N41387, N39932, N51187, N4128, N12029, N16851, N12156, N35671, N52312, N7112, N3007, N39094, N32923, N51344, N20576, N28983, N39399, N59526, N24435
U12282: N46024, N61466, N46203, N46037, N8306, N14436, N23455, N15051, N60550, N47572, N48084, N29722, N48261, N33791, N57754, N40324, N18151, N51187, N8709, N12043
U12316: N31332, N18895, N58264, N64077, N18978, N7995, N23180, N5370, N1091, N1477, N48659, N15194, N18118, N39741, N56874, N10869, N64372, N1344, N64469, N24539
U12325: N44605, N53443, N13498, N6056, N41497, N2482, N27928, N22624, N15279, N17952, N28643, N23682, N47786, N60000, N62049, N29930, N61969, N5886, N51867, N11974
U12345: N40268, N31782, N51187, N4107, N4610, N20614, N40656, N7600, N47216, N15194, N48084, N26762, N1450, N15469, N11627, N1860, N9846, N6056, N61466, N27020
U12367: N41074, N47652, N30288, N43386, N31676, N1323, N38371, N4485, N62820, N30929, N39463, N29627, N9538, N53242, N7655, N59653, N2994, N49038, N29920, N41626
U1240: N23373, N18312, N45017, N5886, N59526, N19592, N14049, N31917, N57521, N26762, N23603, N3138, N18118, N5259, N13930, N1667, N13498, N61970, N7173, N37204
U12409: N22885, N58354, N21063, N16461, N61466, N25605, N25678, N26719, N38733, N24467, N47380, N26057, N52520, N51700, N46236, N27318, N13640, N51099, N54437, N25954
U12412: N8455, N61466, N34344, N53910, N11569, N35389, N26023, N16854, N6578, N21290, N6873, N3138, N28496, N14049, N22885, N49712, N13640, N1344, N61929, N24108
U12425: N56051, N48084, N13498, N46037, N5940, N63550, N35216, N22624, N56211, N27866, N13916, N41387, N37793, N12288, N23391, N6209, N51187, N52201, N36689, N42457
U12430: N51745, N37007, N1344, N26537, N53728, N63481, N23513, N49467, N39463, N33469, N1914, N59526, N50076, N32870, N19611, N27891, N13498, N46037, N54437, N57260
U12452: N24224, N19623, N52588, N34031, N54437, N10105, N44897, N63231, N27891, N26762, N33469, N61466, N51700, N28150, N50034, N56132, N52492, N16461, N775, N60322
U12460: N15855, N5940, N33326, N308, N54437, N23446, N61811, N1768, N42890, N61541, N48407, N20764, N14993, N57244, N3123, N33469, N45017, N51187, N301, N42457
