U10008: N16081, N3996, N6873, N44249, N11645, N35495, N34344, N49712, N28800, N50924, N61296, N39432, N28327, N43386, N61970, N64077, N51875, N31676, N3138, N28324
U10191: N58264, N63550, N28072, N15559, N22036, N58660, N44698, N35725, N36612, N4119, N36037, N28640, N27866, N52577, N677, N44249, N20764, N1344, N34344, N28324
U10195: N30099, N60939, N40221, N11551, N48824, N53515, N7462, N28179, N19004, N41221, N20394, N26690, N17936, N53728, N29627, N47190, N49038, N25163, N26488, N28324
U10201: N17289, N47087, N279, N53013, N21484, N45416, N6916, N50775, N59833, N42890, N48407, N64786, N2994, N301, N42196, N16461, N20764, N47553, N59908, N28324
U10218: N41717, N49252, N18295, N39399, N1228, N30648, N10350, N62423, N55397, N34004, N3416, N54571, N9971, N46915, N18151, N2994, N52577, N64077, N47190, N28324
U10233: N23513, N29364, N64095, N5886, N37437, N28132, N32257, N5940, N39463, N38797, N33623, N24458, N58264, N53013, N59367, N47380, N26537, N8162, N49038, N28324
U10239: N26537, N19811, N24458, N33929, N55943, N16616, N27318, N47190, N1575, N48084, N56456, N47572, N48077, N54000, N4107, N9734, N25163, N39399, N58264, N28324
U10259: N14370, N47370, N1344, N42196, N38263, N6578, N50924, N10616, N58264, N35436, N63390, N39109, N30834, N29930, N11569, N25163, N34344, N53728, N13498, N28324
U10265: N33123, N15194, N30288, N4661, N11846, N55977, N6578, N15481, N1539, N59653, N61973, N32708, N41387, N25163, N4610, N1344, N40752, N40575, N15559, N28324
U10285: N41549, N11681, N43386, N2704, N23184, N50588, N9621, N43460, N23089, N3841, N31556, N61623, N41658, N24458, N54571, N29627, N44249, N4107, N29217, N28324
U10296: N63174, N26262, N44249, N8162, N59385, N5048, N48350, N48487, N33831, N55747, N40324, N60550, N24109, N59960, N46586, N11289, N39399, N48084, N62393, N28324
U1030: N60647, N55555, N59960, N52835, N46736, N39184, N53346, N25064, N38053, N55723, N19536, N6767, N24458, N29322, N36037, N60472, N47433, N27532, N49038, N28324
U10306: N19990, N6578, N11551, N56270, N15194, N14370, N36414, N2649, N38371, N35436, N63390, N21290, N64183, N59960, N5886, N17510, N40324, N60472, N42196, N28324
U10311: N41113, N36414, N26690, N57034, N15574, N15435, N40468, N29889, N22975, N47572, N11551, N33526, N20947, N21590, N53630, N9409, N18151, N60472, N49038, N28324
U10332: N61740, N39463, N46501, N11551, N14744, N52138, N47216, N36414, N29450, N11652, N35436, N17510, N61973, N32393, N37346, N40575, N56347, N43361, N2994, N28324
U10338: N25471, N47216, N51187, N60472, N63647, N15838, N36612, N25678, N4610, N14170, N54587, N18571, N53630, N39399, N38333, N59385, N11289, N61466, N15559, N28324
U10404: N23394, N12682, N11551, N50775, N27869, N15817, N40906, N17510, N2235, N9538, N1952, N18312, N9846, N4610, N53011, N41387, N35671, N28324, N64077, N51187
U1045: N47412, N39184, N60472, N52835, N28987, N64858, N46592, N2530, N16477, N32393, N26262, N33486, N32073, N53381, N11551, N30288, N26057, N26488, N15559, N28324
U10450: N25605, N64606, N57403, N43386, N37204, N28800, N37157, N48487, N53346, N3841, N59385, N24458, N43460, N11569, N26584, N52577, N5886, N34344, N49038, N28324
U10451: N41493, N11931, N42670, N41400, N49712, N52308, N24275, N47868, N40575, N34225, N19811, N29363, N4107, N9971, N26488, N54437, N46441, N2994, N61466, N28324
U10455: N33005, N52502, N44249, N34344, N36931, N41698, N10616, N58264, N36249, N6916, N3996, N17952, N12682, N19536, N32536, N1344, N57034, N53728, N64077, N28324
U10474: N30689, N24272, N25015, N2994, N61241, N34185, N28129, N32567, N59385, N33828, N8711, N26262, N15559, N26537, N43460, N39015, N47190, N26057, N47433, N28324
U10478: N8559, N47370, N15559, N34031, N62128, N17193, N39184, N53346, N35436, N4290, N61970, N39463, N40575, N61973, N47975, N26584, N40221, N46915, N1344, N28324
U10482: N32533, N43386, N50484, N57034, N4663, N35495, N45754, N61760, N34344, N39463, N19387, N27055, N7112, N64183, N2994, N3996, N40324, N19536, N4107, N28324
U10491: N11645, N37553, N35436, N61970, N14370, N18828, N16806, N61296, N47380, N3996, N301, N42196, N21312, N41221, N34344, N17936, N61466, N46037, N34031, N28324
U10507: N20838, N61970, N17936, N15559, N47216, N1336, N4729, N33828, N4290, N31782, N4610, N28072, N48084, N52588, N11931, N60472, N11551, N53728, N51187, N28324
U10516: N58264, N35486, N63390, N13640, N40324, N26262, N60550, N16260, N34709, N11083, N28983, N3007, N53346, N44249, N29541, N41400, N20984, N8162, N49038, N28324
U10524: N47370, N60750, N51187, N15559, N62128, N61952, N44516, N28072, N58030, N64095, N40324, N35436, N18295, N18151, N47433, N63390, N29541, N6056, N28324, N52201
U1053: N14699, N32641, N38869, N1344, N23616, N21885, N41640, N40700, N29920, N28800, N61970, N40451, N41006, N50942, N34344, N27906, N46915, N15559, N34031, N28324
U10585: N25639, N49712, N24424, N1344, N24435, N1539, N6066, N35147, N38901, N63860, N43460, N47902, N2994, N3996, N47190, N36408, N29627, N9409, N49038, N28324
U10604: N55633, N45017, N37007, N308, N58660, N49279, N15838, N37251, N47370, N1539, N4610, N15194, N11931, N34031, N61973, N58264, N8162, N46915, N49038, N28324
U10611: N54911, N279, N61973, N53011, N6066, N740, N38333, N6916, N47902, N8375, N9815, N54571, N48407, N62001, N30288, N2994, N47433, N53728, N43361, N28324
U10635: N15234, N57403, N6056, N54571, N16777, N61811, N36612, N39050, N51690, N4034, N47087, N40451, N1539, N46037, N28072, N39932, N20764, N51187, N15559, N28324
U10674: N19661, N41006, N21063, N46037, N27342, N14964, N39184, N24608, N31884, N57521, N42196, N48084, N5085, N28072, N51187, N51690, N61970, N60472, N26057, N28324
U10700: N49180, N21290, N16725, N47433, N3256, N1952, N24963, N11569, N23089, N60105, N2649, N58264, N30288, N54439, N44249, N17234, N3138, N15559, N29217, N28324
U10703: N31556, N43083, N34031, N28420, N20746, N58129, N52577, N23642, N57995, N11681, N12613, N8889, N29217, N17778, N3007, N47087, N49038, N17510, N38797, N28324
U10729: N4857, N59385, N5981, N31014, N23184, N54571, N50372, N20372, N41651, N43460, N41400, N4663, N28983, N8162, N29541, N24458, N2994, N53630, N49038, N28324
U10742: N41387, N5981, N58264, N41285, N3128, N41651, N40906, N40078, N27869, N60550, N4857, N1539, N2994, N46501, N11551, N54571, N53630, N49038, N8162, N28324
U10773: N7113, N30288, N40468, N7826, N36016, N43269, N57451, N23089, N9971, N42670, N57888, N40752, N9409, N61973, N53011, N58070, N11551, N21590, N62393, N28324
U10822: N24109, N58264, N16260, N47190, N28506, N37500, N1539, N38155, N40324, N20331, N7826, N13374, N2994, N17342, N52577, N1344, N26584, N13640, N64077, N28324
U1083: N17031, N41172, N48487, N57001, N16447, N10250, N60550, N41258, N64606, N11569, N3841, N39399, N38333, N5886, N33623, N40324, N18571, N53011, N49038, N28324
U10855: N14370, N47370, N11931, N16461, N17605, N50924, N53349, N35436, N32641, N39184, N24275, N37553, N42196, N40575, N39015, N4661, N29930, N32288, N25163, N28324
U10862: N58462, N15194, N53910, N13498, N31590, N32923, N56517, N39184, N39463, N41113, N14333, N39399, N59526, N28324, N40752, N27731, N53728, N53011, N34031, N62393
U10866: N58656, N2994, N42515, N4107, N49252, N10541, N6477, N1539, N43974, N27906, N57995, N33120, N47087, N47572, N54571, N41387, N29217, N10885, N51099, N28324
U10868: N35803, N53013, N9527, N11551, N15435, N10616, N44183, N18063, N11652, N46283, N53335, N45612, N29511, N31294, N2994, N52299, N61466, N34344, N43361, N28324
U10906: N60695, N61296, N59367, N6056, N63828, N50990, N27055, N20413, N31789, N28103, N34817, N33623, N40899, N41387, N47553, N47190, N38797, N15559, N2994, N28324
U10909: N63550, N10541, N51187, N15194, N45912, N43102, N36612, N14170, N6371, N38070, N35671, N12330, N37055, N48077, N51099, N41172, N39932, N20764, N62393, N28324
U10910: N8373, N61969, N37553, N16461, N49191, N33791, N33297, N3034, N27906, N29091, N36689, N19685, N59908, N42196, N42890, N51187, N61970, N15194, N20764, N28324
U10928: N25064, N58660, N11931, N58030, N19477, N32641, N48824, N52329, N15807, N58264, N11551, N4287, N20394, N36249, N46915, N51187, N47190, N62393, N61973, N28324
U10936: N17886, N24109, N15559, N59385, N22977, N4923, N64095, N57521, N4290, N35147, N26781, N34344, N40451, N61363, N13640, N2994, N38869, N3138, N41400, N28324
U10944: N5940, N48077, N25064, N62170, N43083, N51287, N45017, N27318, N62518, N47380, N4107, N36689, N37553, N16461, N51187, N55555, N61970, N39932, N20764, N28324
U10979: N30207, N36612, N44249, N39932, N32533, N23490, N49955, N33120, N28072, N8375, N4500, N53728, N53735, N54571, N61973, N28324, N51690, N21063, N16461, N15559
U1098: N30290, N38869, N28072, N1344, N1952, N1768, N47380, N33630, N43269, N47370, N19536, N29217, N46915, N60059, N50942, N30288, N34031, N17510, N42196, N28324
U11007: N62128, N20478, N47975, N30288, N9349, N14291, N33474, N57451, N3416, N21290, N33212, N63390, N11551, N36916, N25163, N46203, N40575, N15559, N40324, N28324
U11014: N57359, N2649, N36037, N47433, N49279, N15838, N28800, N4610, N20287, N6767, N59960, N54439, N21290, N39298, N61970, N4107, N20764, N34031, N60472, N28324
U1103: N56051, N1952, N18295, N46037, N23767, N15249, N36689, N61811, N7112, N5940, N31884, N3996, N27532, N47902, N51187, N15559, N53335, N53011, N3138, N28324
U11059: N38620, N22985, N4905, N46037, N15435, N19387, N34492, N28072, N3541, N46283, N42196, N21513, N13980, N26488, N19536, N44249, N11930, N20764, N28324, N39932
U11075: N13729, N27936, N28072, N53011, N26673, N65028, N3045, N12800, N26488, N25163, N40078, N41400, N27866, N26130, N63390, N30288, N18151, N53728, N28324, N49038
U11124: N4663, N64606, N62894, N56270, N44145, N13604, N40468, N58030, N57000, N47433, N60550, N33623, N24109, N29541, N53728, N44249, N28983, N28324, N39932, N4107
U11146: N31954, N46501, N61466, N51187, N10840, N36252, N50404, N42890, N301, N59494, N42670, N51489, N59908, N61296, N39463, N1667, N42196, N308, N61970, N28324
U11157: N55943, N28072, N41172, N15559, N41612, N36612, N14170, N15678, N28640, N37384, N59981, N51187, N40451, N33831, N28324, N18571, N46037, N34344, N18295, N53728
U11159: N12910, N47216, N30288, N11551, N33123, N28072, N62750, N53170, N15481, N50775, N31884, N40985, N28640, N61973, N15559, N51187, N20764, N53011, N61970, N28324
U11165: N43738, N49712, N40221, N308, N34724, N59277, N38070, N7852, N42670, N9135, N10541, N47572, N57521, N29627, N46915, N60472, N45754, N2994, N49038, N28324
U11178: N24176, N34949, N51187, N34344, N29830, N37384, N55712, N53910, N18151, N28324, N20576, N24686, N2530, N43386, N28640, N33831, N12330, N31676, N3138, N62393
U11185: N38381, N15279, N29930, N42196, N45361, N33, N557, N33634, N41387, N29541, N59257, N26488, N13980, N61973, N25163, N35436, N21063, N41400, N34344, N28324
U112: N60647, N36612, N38797, N37346, N49279, N39184, N57521, N4663, N37384, N20576, N6056, N24109, N24458, N33623, N29364, N62001, N5886, N60472, N15559, N28324
U1121: N10541, N58383, N16477, N34031, N1091, N1575, N49191, N2852, N19811, N59543, N64859, N59908, N28420, N4107, N28203, N16117, N57763, N308, N33120, N28324
U11232: N44460, N18151, N40906, N63390, N46279, N53349, N31395, N52502, N16918, N58264, N52835, N11551, N40324, N6873, N32393, N30345, N34344, N12330, N49038, N28324
U11250: N5364, N53013, N40324, N6578, N30454, N64902, N57451, N3045, N13051, N45754, N16431, N34344, N53837, N52835, N63390, N43386, N21290, N18151, N4107, N28324
U11255: N19961, N56471, N52098, N46037, N36495, N28918, N37272, N28129, N40390, N43269, N3541, N15559, N28152, N40468, N9409, N62092, N39015, N39932, N34031, N28324
U11271: N37263, N31782, N36037, N16461, N41934, N39184, N31884, N15838, N36288, N17936, N37007, N28640, N51187, N46915, N54437, N10541, N43361, N60472, N61970, N28324
U11274: N54867, N53013, N31782, N308, N30099, N52138, N47652, N31556, N47380, N39463, N50990, N29920, N42890, N54437, N28420, N51187, N43361, N29217, N35252, N28324
U11277: N22061, N30288, N49712, N308, N24981, N4034, N43143, N57462, N28420, N31556, N30422, N20576, N27738, N4107, N31423, N18895, N29217, N45754, N51187, N28324
U11292: N15628, N14978, N47190, N41172, N37384, N1887, N30422, N63746, N45353, N28448, N17672, N9846, N62001, N24458, N40899, N52577, N308, N2994, N64077, N28324
U11304: N36414, N6578, N28072, N53011, N7901, N35803, N36332, N22664, N63390, N3416, N20576, N20394, N29363, N18312, N53728, N13498, N25163, N11551, N64077, N28324
U11316: N28129, N4119, N26781, N21590, N10786, N39015, N51140, N15559, N59543, N25015, N11931, N41658, N62632, N39932, N46037, N26057, N27532, N37272, N61970, N28324
U11320: N31978, N6347, N46037, N37346, N37384, N9734, N40973, N40468, N14652, N48084, N46130, N54571, N24458, N18151, N24109, N24213, N28324, N44249, N34344, N15559
U11324: N28477, N42196, N37553, N4661, N39184, N5152, N47380, N63746, N48849, N36288, N2159, N301, N61969, N7112, N1667, N23682, N51187, N47190, N38797, N28324
U11340: N37384, N20576, N26262, N308, N49279, N25605, N39184, N64858, N62170, N47572, N39932, N59367, N53381, N31556, N5886, N31423, N15559, N28420, N61970, N28324
U11341: N39184, N22348, N21590, N60472, N60647, N28132, N40906, N36332, N26781, N33831, N48084, N6056, N29322, N4290, N38797, N24458, N36037, N46203, N15559, N28324
U11344: N47704, N39184, N60472, N34031, N57484, N47370, N54269, N35436, N6312, N40451, N39463, N4290, N29930, N1344, N53728, N46203, N61970, N40221, N15559, N28324
U11356: N11417, N12682, N15559, N16461, N50404, N6432, N706, N29363, N54587, N26781, N48476, N3416, N52299, N21063, N35671, N5886, N53728, N29217, N40752, N28324
U11357: N9997, N47652, N11551, N61296, N30290, N36414, N40906, N17510, N21590, N16568, N53630, N19477, N29363, N6767, N18312, N46501, N28420, N60472, N4107, N28324
U11453: N30283, N53910, N7826, N57034, N3234, N22978, N29889, N18449, N49252, N9409, N41113, N33505, N29722, N28324, N43386, N21590, N28983, N63390, N34344, N49038
U11454: N1660, N51489, N38797, N45017, N34601, N42590, N3708, N47216, N45416, N53013, N2530, N29920, N4610, N55723, N59526, N40324, N53011, N42196, N44249, N28324
U11465: N41714, N39184, N21063, N28324, N27342, N41006, N22624, N60647, N12703, N7852, N29930, N33120, N33634, N46915, N52835, N46037, N59586, N40451, N52201, N42196
U11473: N15043, N1952, N8711, N1344, N7121, N25491, N6066, N47902, N47370, N11569, N35436, N37007, N28103, N53335, N2994, N19536, N53011, N46915, N15559, N28324
U11474: N49279, N31884, N13980, N28324, N10250, N47370, N28640, N15838, N41640, N51187, N46917, N54442, N40451, N15559, N34360, N279, N16461, N21063, N20764, N34344
U11489: N706, N38620, N11551, N27906, N36414, N36332, N28477, N32641, N39463, N17510, N4610, N51187, N21681, N29450, N15194, N1091, N32288, N29217, N4107, N28324
U1150: N24963, N39184, N60472, N34031, N21290, N5822, N2649, N25678, N56645, N20576, N47975, N21941, N18151, N61970, N63390, N1344, N30288, N46915, N15559, N28324
U11506: N64858, N14170, N47902, N42196, N34185, N63748, N7041, N48084, N23603, N21063, N52009, N57521, N557, N37553, N44249, N3416, N47190, N28324, N24458, N16461
U11508: N11645, N1539, N46130, N41400, N19990, N34344, N37688, N18151, N56471, N34044, N6873, N61472, N4661, N40324, N27532, N31676, N9734, N2994, N15559, N28324
U11511: N41176, N47380, N46037, N59960, N25657, N19477, N1450, N38381, N56211, N29930, N4610, N61973, N21063, N21290, N279, N2994, N42196, N60472, N20764, N28324
U11536: N21297, N11551, N40078, N61472, N17605, N11645, N3234, N35725, N7826, N48084, N3380, N3416, N28983, N28448, N21590, N29722, N40575, N24458, N49038, N28324
U11547: N53304, N31884, N557, N62393, N41881, N9883, N28640, N16461, N51187, N59981, N37384, N41172, N40451, N24109, N18571, N40956, N13498, N53728, N34344, N28324
U11552: N46887, N59494, N61296, N1344, N51552, N58171, N21885, N32641, N26271, N24275, N40575, N6873, N21142, N47975, N63390, N58264, N25163, N46915, N64077, N28324
U11556: N10616, N19477, N43386, N32641, N49973, N57957, N6997, N62632, N27906, N4610, N32139, N37553, N42196, N9734, N46915, N279, N61973, N44249, N29217, N28324
U1158: N9284, N10541, N47572, N308, N59933, N22036, N36612, N5519, N62423, N24458, N28855, N48487, N18295, N39184, N64469, N29217, N64077, N59385, N34031, N28324
U11610: N42457, N1344, N31289, N26584, N3007, N7500, N40078, N28327, N8373, N6378, N51033, N58264, N41387, N62170, N51187, N29363, N301, N34344, N49038, N28324
U1163: N60272, N54571, N59385, N28571, N58030, N23184, N23272, N60960, N43460, N34400, N50372, N6767, N52835, N31179, N52577, N56347, N43386, N8162, N43361, N28324
U11633: N55943, N47370, N51187, N42196, N36288, N47216, N1336, N53599, N28072, N14170, N28640, N33120, N60105, N35671, N53728, N38797, N59960, N30288, N8162, N28324
U11672: N47357, N25015, N44166, N61970, N46917, N54269, N28129, N12812, N48717, N49973, N40451, N47190, N50404, N23547, N15559, N9409, N55531, N51099, N34031, N28324
U11706: N39184, N60744, N37346, N46037, N60647, N22977, N57521, N50924, N41064, N33212, N34360, N45017, N18449, N59385, N34344, N24458, N53381, N4107, N2994, N28324
U11713: N41651, N47370, N54571, N25163, N9340, N47087, N6056, N49252, N36933, N41387, N28978, N28983, N3007, N41400, N25130, N7173, N8162, N13640, N49038, N28324
U11792: N60695, N26063, N52098, N16461, N61787, N39741, N33670, N45676, N7852, N31556, N27738, N30401, N58264, N48302, N2994, N38333, N29217, N28420, N43361, N28324
U11801: N45912, N14170, N41172, N39932, N48487, N52424, N33332, N52312, N22036, N50372, N43955, N38333, N308, N62001, N57403, N27738, N44249, N24458, N4107, N28324
U11828: N42196, N5940, N47380, N16461, N27318, N4913, N56051, N49191, N20764, N24109, N18571, N1667, N42890, N18291, N64469, N44249, N43522, N29217, N55723, N28324
U11858: N1952, N18828, N34344, N34031, N14370, N53346, N18151, N54960, N3416, N56347, N33212, N4680, N3007, N53593, N56270, N35436, N52577, N1344, N15559, N28324
U11876: N58660, N34709, N27532, N42196, N19444, N64037, N10616, N12703, N63390, N26781, N47380, N2159, N38869, N34031, N59908, N17510, N28420, N38504, N11551, N28324
U11892: N5981, N26262, N2994, N8162, N16344, N54571, N1539, N31556, N47087, N60550, N28132, N13374, N32708, N47433, N41387, N33623, N58129, N279, N4107, N28324
U11894: N33240, N1539, N46501, N1344, N62128, N4913, N22975, N53515, N1477, N53349, N62170, N29627, N28327, N5576, N46915, N51187, N47190, N17510, N49038, N28324
U11895: N49279, N39184, N51187, N60472, N60750, N35216, N15194, N15838, N4610, N28072, N14170, N39399, N47370, N45017, N61973, N58264, N36037, N53728, N15559, N28324
U11921: N55943, N28072, N15559, N4661, N30562, N41176, N25064, N51187, N60085, N26781, N46917, N16804, N42877, N21681, N39399, N61973, N18295, N40575, N53728, N28324
U11935: N53304, N29541, N24467, N29217, N17201, N36249, N58030, N29128, N26488, N47433, N44249, N37589, N30562, N22985, N21513, N40324, N63390, N26584, N49038, N28324
U11945: N60272, N33212, N3996, N308, N34185, N41258, N36288, N33469, N61296, N19998, N41221, N61970, N4680, N29627, N25774, N40575, N43361, N51187, N56347, N28324
U11963: N3234, N18449, N22975, N15559, N41881, N29889, N47704, N26488, N31395, N40356, N48077, N47380, N25837, N301, N34031, N53013, N41400, N46915, N59908, N28324
U11979: N27908, N26488, N3007, N15559, N30562, N29541, N14990, N20961, N64424, N54238, N57451, N3841, N41400, N28983, N30288, N52577, N34031, N40324, N29217, N28324
U11994: N43106, N1952, N1344, N4107, N57957, N34004, N53242, N46501, N53349, N11569, N60105, N55723, N26130, N34344, N55229, N38333, N53630, N32288, N44249, N28324
U12001: N46624, N61969, N17936, N2994, N42634, N14170, N7419, N9846, N48487, N9719, N28072, N45754, N47190, N62207, N52577, N20325, N49038, N61466, N39399, N28324
U12023: N42365, N37500, N51187, N26584, N35861, N57000, N28132, N57521, N36612, N308, N31789, N58129, N61623, N4290, N52577, N36249, N8162, N15559, N40324, N28324
U12026: N50404, N22975, N61296, N16477, N33240, N52308, N35815, N59867, N17510, N11551, N6873, N59908, N53515, N46203, N6767, N63390, N51187, N46915, N42196, N28324
U12027: N12627, N47380, N42196, N46037, N30207, N62632, N61969, N37553, N51119, N23513, N41006, N301, N57403, N33670, N4610, N23682, N47190, N44249, N33120, N28324
U12032: N37204, N33120, N48487, N13347, N24686, N47087, N60895, N23490, N18151, N26915, N28072, N31978, N41400, N53011, N20576, N5886, N52577, N61466, N49038, N28324
U12045: N55913, N26262, N3045, N53011, N21196, N50023, N47652, N58264, N50653, N46441, N40324, N11551, N41640, N21590, N48077, N61973, N21681, N8711, N28324, N15559
U12091: N47370, N23616, N53013, N1344, N55029, N49328, N21186, N1952, N28983, N30834, N61973, N26690, N18485, N25130, N25163, N53011, N46915, N53335, N49038, N28324
U12108: N9724, N26781, N15559, N2994, N39184, N40941, N4649, N49279, N61970, N4290, N47087, N29322, N24458, N28983, N47190, N7173, N18295, N21290, N38797, N28324
U12124: N8687, N15559, N14809, N34031, N34382, N21077, N29889, N38311, N24109, N50670, N53381, N17672, N26584, N61296, N4290, N41400, N8162, N24458, N61970, N28324
U12146: N32533, N27891, N57001, N16461, N61787, N60059, N19298, N12517, N52299, N31782, N29369, N21710, N53335, N54437, N16680, N23682, N43361, N25163, N8162, N28324
U12147: N46917, N22855, N51187, N15559, N25605, N19477, N60663, N31884, N27342, N47902, N13498, N57521, N46037, N28072, N48084, N61970, N20394, N20764, N60472, N28324
U12148: N36414, N706, N62170, N9135, N25165, N11551, N64305, N49046, N20394, N47572, N16804, N14257, N59908, N17510, N53630, N4107, N21590, N30422, N28420, N28324
U1215: N8373, N47572, N38869, N1344, N35389, N39184, N58171, N21885, N46915, N7852, N57972, N40451, N59908, N6873, N40221, N9135, N64077, N5886, N35252, N28324
U12166: N49180, N51690, N11551, N47572, N30253, N4034, N36689, N61811, N5940, N57462, N38733, N46283, N9135, N62170, N5886, N3416, N28420, N59908, N28324, N4107
U1217: N29212, N22575, N58129, N41400, N34283, N54988, N14802, N22483, N14809, N52577, N26584, N47975, N34031, N32786, N29217, N61970, N47572, N46915, N15559, N28324
U12183: N38697, N48077, N31556, N51187, N52020, N52329, N18485, N38381, N18332, N50372, N61973, N4661, N11551, N62033, N39463, N53728, N1575, N47190, N49038, N28324
U12226: N50007, N60192, N40899, N1575, N31050, N20331, N26967, N24458, N33623, N19811, N47190, N46263, N58264, N28983, N3007, N62393, N38797, N53837, N44249, N28324
U12239: N48824, N47902, N45017, N28324, N47216, N24435, N1336, N44394, N61973, N4610, N19477, N37553, N62033, N11551, N53013, N36408, N42196, N8162, N9409, N51187
U12265: N57041, N28072, N48487, N28983, N23446, N39399, N52102, N14170, N59385, N5886, N46592, N14257, N20507, N1952, N53011, N41387, N30288, N28324, N48084, N15559
U12282: N29961, N47975, N25837, N34031, N19746, N21885, N12800, N32393, N26690, N41113, N21290, N43386, N26271, N61296, N48084, N45754, N40575, N46915, N15559, N28324
U12316: N57957, N7568, N43361, N46037, N56132, N25471, N1450, N38550, N10541, N39463, N51489, N56217, N19387, N64469, N7112, N40324, N58264, N39932, N51187, N28324
U12325: N32533, N47380, N42196, N33120, N48351, N27342, N41006, N22977, N15279, N29930, N37553, N13980, N38733, N21063, N41387, N52835, N41497, N46037, N52201, N28324
U12345: N24109, N27079, N46923, N60472, N49279, N20576, N21310, N47902, N62518, N48084, N28129, N45017, N31782, N53013, N16461, N58264, N51187, N15559, N23682, N28324
U12367: N23513, N19477, N4610, N34031, N41673, N4729, N47216, N53013, N21186, N30834, N50670, N3045, N52577, N45017, N53335, N40575, N61466, N49038, N16461, N28324
U1240: N45523, N36612, N37346, N51099, N64095, N23513, N49279, N29462, N34360, N4610, N28643, N21290, N18571, N60472, N33623, N3138, N61970, N49038, N2994, N28324
U12409: N14270, N28103, N19387, N34031, N28800, N27055, N14699, N53735, N40451, N34344, N42196, N44166, N61970, N37553, N7462, N42248, N64412, N16461, N26057, N28324
U12412: N51552, N28800, N34344, N28324, N35495, N11569, N50924, N43259, N18151, N47370, N1344, N4610, N29930, N21290, N63390, N61296, N53728, N53335, N64077, N51187
U12425: N19661, N5940, N51187, N42196, N409, N3131, N38733, N57041, N13408, N37553, N21063, N37266, N47380, N33120, N36689, N16461, N28324, N9734, N28420, N59908
U12430: N45988, N11931, N46441, N26488, N15043, N27891, N52138, N48539, N41658, N37458, N41221, N31454, N4610, N61973, N42196, N47433, N20764, N29217, N34031, N28324
U12452: N36673, N53013, N7470, N47433, N28150, N30717, N23675, N17998, N47380, N13980, N301, N29369, N27532, N5519, N40468, N42196, N59908, N2994, N61466, N28324
U12460: N23446, N11681, N53013, N16461, N49180, N5940, N61811, N14170, N61969, N22457, N301, N51187, N42196, N38733, N5519, N20764, N18895, N29217, N61970, N28324
