U10008, iter_0: N42670, N60939, N15559, N14990, N6873, N18151, N29528, N61623, N58264, N46203, N6056, N60550, N56804, N58660, N15279, N42196, N26063, N28129, N59042, N34344
U10103, iter_0: N28725, N29533, N40221, N29722, N52588, N49712, N9118, N50565, N38053, N51875, N27553, N59960, N15194, N55555, N53593, N18291, N2159, N23409, N29364, N13640
U10103, iter_1: N38797, N41498, N1344, N44166, N49878, N56434, N58264, N45754, N43438, N59908, N11551, N2994, N36408, N21590, N58129, N35252, N12330, N60599, N33326, N34031
U10103, iter_2: N34457, N9527, N36689, N4556, N22975, N55397, N54439, N4287, N4857, N16431, N5085, N58656, N18312, N53381, N29363, N436, N34805, N30422, N64273, N53815
U10103, iter_3: N6224, N14481, N23855, N59277, N60647, N41626, N53004, N40156, N2624, N35147, N36288, N60130, N46521, N53228, N13930, N43834, N63364, N55977, N49118, N8137
U10103, iter_4: N64606, N38333, N38556, N22664, N37500, N33670, N26262, N10541, N27866, N53335, N34601, N28571, N41387, N12477, N61466, N41400, N1575, N7568, N46130, N53515
U10133, iter_0: N60105, N12843, N10869, N62033, N58656, N53735, N16725, N53687, N3841, N26262, N14333, N38869, N29091, N936, N1539, N47652, N50657, N24213, N23184, N48487
U10133, iter_1: N51187, N39298, N53728, N26762, N15559, N37553, N18295, N55555, N37272, N42196, N49878, N11551, N47190, N8711, N21590, N57403, N25015, N20331, N20764, N40221
U10133, iter_2: N1663, N41497, N53630, N28983, N60599, N54437, N11041, N12330, N44645, N50372, N28571, N2159, N19811, N28281, N52492, N46586, N30288, N61472, N31676, N54439
U10152, iter_0: N34457, N61970, N2235, N19477, N60472, N38333, N20601, N45017, N18332, N11551, N8162, N31782, N36408, N59908, N39109, N26488, N50775, N46037, N40221, N1344
U1017, iter_0: N279, N11551, N1344, N2994, N46037, N21590, N61970, N45754, N51187, N4661, N17510, N33120, N6056, N16461, N58264, N308, N44249, N36408, N25163, N39399
U10182, iter_0: N6056, N59960, N28983, N15559, N44249, N55723, N47433, N39399, N52835, N38797, N58264, N5886, N59385, N64372, N26584, N40221, N40752, N30288, N42196, N41400
U10182, iter_1: N48487, N59022, N18708, N20025, N38442, N64515, N64095, N7121, N1019, N15066, N44305, N28345, N24176, N35486, N57560, N15811, N16777, N20112, N9284, N15269
U10182, iter_2: N34601, N28152, N37500, N60105, N18151, N43400, N38053, N33120, N18063, N31679, N61040, N29217, N29533, N34081, N47087, N18291, N5940, N52776, N16914, N9734
U10185, iter_0: N30614, N14990, N30288, N42890, N11551, N19025, N19623, N11931, N31289, N20478, N44765, N60550, N4610, N2994, N2704, N16461, N43386, N63860, N6873, N279
U10185, iter_1: N29930, N1344, N30401, N61363, N21290, N25163, N43438, N62436, N9734, N10541, N49878, N42196, N60105, N53013, N61296, N64606, N43460, N38869, N56270, N60472
U10185, iter_2: N33877, N25837, N28983, N34031, N27553, N43822, N62001, N37346, N24424, N52929, N34081, N18145, N27906, N5886, N56897, N13498, N40221, N43646, N18151, N13640
U1019, iter_0: N50372, N18151, N11289, N48077, N55555, N15194, N47206, N1539, N48487, N54439, N42670, N14170, N11015, N57521, N25130, N59367, N63546, N31978, N64095, N6873
U10191, iter_0: N7568, N18063, N557, N41221, N42223, N16461, N42877, N20394, N1344, N30834, N38556, N26792, N59960, N31454, N28725, N29722, N15194, N9734, N5085, N28072
U10195, iter_0: N16066, N18485, N49973, N30401, N28983, N27906, N38882, N37346, N21290, N38333, N58414, N46178, N3007, N42223, N53515, N49878, N53443, N2159, N1477, N20331
U10201, iter_0: N53335, N28983, N26488, N59960, N58264, N61623, N6056, N279, N46203, N62393, N41172, N11551, N2994, N3416, N8711, N42196, N21681, N52492, N11289, N25163
U10201, iter_1: N52782, N40808, N4891, N53476, N20378, N61754, N34580, N60631, N45353, N18102, N60724, N14684, N29533, N13907, N62365, N46586, N46076, N12683, N7085, N11593
U10201, iter_2: N61973, N47380, N31978, N45793, N59367, N6767, N33623, N28640, N16804, N14802, N4290, N50484, N6532, N55723, N31014, N50372, N53011, N19025, N17778, N10008
U10218, iter_0: N22975, N6532, N26537, N27906, N26488, N26130, N33212, N16725, N21590, N11289, N43822, N13408, N34081, N54571, N3293, N29268, N18295, N38915, N62393, N42670
U10233, iter_0: N11569, N48077, N31289, N4610, N61973, N28983, N51187, N58264, N11551, N63860, N47652, N53013, N1952, N61929, N52588, N47380, N17510, N37346, N59367, N64273
U10233, iter_1: N20413, N15194, N18312, N38797, N31556, N29364, N55555, N41285, N16461, N8162, N24109, N15559, N41400, N55723, N29450, N21590, N14257, N25163, N52312, N28324
U10233, iter_2: N52577, N44765, N59960, N24424, N63255, N60531, N2159, N58129, N8711, N62001, N59042, N4290, N49038, N18571, N57225, N19536, N59526, N33326, N45960, N38915
U10233, iter_3: N47737, N40973, N22613, N277, N44897, N5669, N53349, N65202, N24190, N28786, N12288, N7382, N54960, N24176, N25064, N23196, N52675, N59655, N25107, N30668
U10233, iter_4: N48084, N57521, N31676, N4287, N5288, N6873, N53001, N64469, N14990, N64183, N20576, N54437, N14809, N54136, N14802, N4905, N60264, N47848, N27936, N21312
U10239, iter_0: N27532, N31492, N31395, N23682, N28152, N46178, N8889, N3007, N9971, N28448, N63681, N15194, N103, N40906, N35619, N3841, N57451, N41387, N7568, N26262
U10259, iter_0: N63255, N11931, N36689, N40752, N46917, N11681, N39149, N12843, N28983, N57403, N6578, N16914, N31939, N7961, N31556, N45760, N11675, N43438, N33469, N27079
U10265, iter_0: N34081, N8162, N18485, N30401, N9846, N30288, N41113, N31556, N62170, N29920, N46178, N16914, N20764, N62001, N58354, N31782, N53013, N11931, N47553, N308
U10285, iter_0: N11681, N41658, N6873, N29363, N48077, N10008, N42670, N22975, N43246, N6471, N46738, N30562, N59543, N48302, N14990, N47848, N49252, N60531, N20576, N3380
U10296, iter_0: N55723, N28983, N11092, N20236, N11289, N53011, N37272, N57180, N56217, N14252, N52588, N53910, N18571, N28324, N56434, N18063, N49878, N50775, N41498, N46203
U1030, iter_0: N54136, N15194, N677, N23184, N28129, N38053, N33623, N39184, N28800, N10869, N11944, N59981, N54571, N49001, N56456, N13498, N52577, N34953, N64606, N5693
U1030, iter_1: N28448, N52835, N43386, N30345, N42196, N13640, N18895, N42223, N10541, N7947, N37553, N52312, N34457, N15559, N57888, N46501, N40906, N8162, N60472, N62393
U1030, iter_2: N6056, N16725, N6471, N31884, N46037, N56217, N46783, N53308, N64859, N41400, N43438, N26130, N18978, N26584, N32489, N14333, N57521, N34344, N28103, N9527
U1030, iter_3: N39204, N42590, N38490, N11940, N28895, N35294, N3234, N27945, N30724, N50007, N32731, N45479, N7443, N13887, N22942, N50607, N41004, N26325, N28091, N55931
U1030, iter_4: N49252, N18020, N48487, N31978, N3841, N60027, N21312, N27318, N54018, N43246, N59042, N28640, N8889, N19998, N12843, N2062, N31679, N40078, N4287, N29364
U10306, iter_0: N55555, N15194, N24275, N49712, N49001, N24467, N38882, N5886, N21290, N27532, N39399, N13640, N38869, N20507, N55723, N51187, N36612, N36249, N6916, N39463
U10306, iter_1: N14809, N32641, N4661, N38797, N58264, N2994, N4128, N44249, N44417, N59685, N4610, N40221, N35238, N7173, N16725, N61970, N61973, N34031, N47433, N49038
U10306, iter_2: N62104, N49554, N57354, N38599, N25088, N64327, N44183, N38442, N61571, N3517, N43397, N40152, N2961, N10061, N40154, N62976, N33012, N2758, N57041, N62128
U10306, iter_3: N46783, N5288, N33212, N52577, N50484, N35857, N19998, N39184, N41547, N11015, N30929, N35671, N8907, N49252, N4556, N46501, N50565, N55830, N62001, N56434
U10306, iter_4: N38053, N45017, N1914, N61760, N11551, N4754, N32708, N24458, N20601, N34004, N53013, N47370, N47975, N27866, N63681, N18485, N37007, N21156, N1185, N34081
U10311, iter_0: N6873, N64335, N21590, N44249, N63255, N18145, N59022, N34031, N58264, N32073, N17510, N3416, N36408, N37272, N48084, N30288, N20984, N44645, N33486, N44417
U10332, iter_0: N18295, N19025, N47216, N62423, N26048, N44645, N53335, N1344, N50565, N37146, N1539, N49252, N35671, N44765, N47652, N47380, N59908, N1371, N8162, N54437
U10338, iter_0: N47572, N23409, N53815, N28725, N11083, N11289, N18295, N4107, N26762, N53013, N52835, N26262, N51875, N49834, N2159, N5886, N21681, N20507, N308, N37346
U10338, iter_1: N31289, N18145, N47433, N61970, N18310, N35725, N34031, N64183, N6056, N48487, N1539, N35857, N26537, N59960, N56217, N27906, N57403, N63390, N47848, N1344
U10338, iter_2: N52312, N9846, N34495, N29722, N36037, N43822, N5085, N53335, N1860, N39399, N58656, N39463, N21590, N25837, N22664, N2994, N3416, N62393, N557, N53728
U10404, iter_0: N53984, N39742, N11869, N26649, N12999, N2592, N4089, N33929, N60779, N47734, N25650, N10943, N3128, N15606, N41697, N10566, N49292, N10960, N53443, N2482
U1045, iter_0: N11551, N6578, N3996, N29363, N41172, N59385, N5288, N50372, N33120, N4290, N706, N33212, N30562, N20394, N308, N18151, N17234, N15559, N42670, N20576
U1045, iter_1: N51187, N13640, N25163, N60472, N38869, N28983, N53011, N18291, N56434, N34344, N57403, N41400, N25837, N52588, N61623, N39932, N26584, N5886, N47190, N51690
U1045, iter_2: N20285, N64535, N8353, N63650, N36779, N1443, N44448, N37629, N27945, N38924, N61699, N3516, N61648, N46304, N28751, N32074, N53635, N59114, N35430, N12300
U10450, iter_0: N1539, N11944, N42670, N40451, N30562, N17234, N4128, N20576, N53735, N775, N54437, N48049, N936, N61241, N48487, N14809, N57225, N64183, N42890, N31884
U10451, iter_0: N53201, N41221, N19477, N53443, N9971, N18485, N61363, N16461, N35252, N63681, N29930, N23682, N29722, N18350, N20764, N38504, N40356, N38882, N1185, N54014
U10455, iter_0: N64462, N43024, N18850, N44787, N43932, N38550, N23691, N31917, N28496, N36288, N27928, N62128, N25124, N12162, N28961, N35216, N43528, N61079, N23784, N45666
U10474, iter_0: N47370, N34081, N2159, N26537, N39463, N46037, N14257, N41285, N56434, N11289, N31556, N30288, N29217, N61593, N40752, N60599, N58264, N1477, N58129, N38333
U10478, iter_0: N5085, N15194, N15559, N35252, N23184, N19477, N13640, N38333, N51187, N1477, N36408, N2235, N3007, N26537, N12330, N1185, N50670, N43460, N28448, N21590
U10482, iter_0: N61466, N29722, N58251, N19998, N6642, N52502, N41621, N29364, N26762, N61973, N14809, N1185, N38504, N1914, N13464, N28725, N18485, N59042, N706, N59003
U10491, iter_0: N23603, N35436, N40752, N18332, N2235, N15279, N36425, N64744, N19433, N53815, N42622, N13408, N8162, N19536, N26048, N19025, N15559, N33469, N30288, N24617
U10507, iter_0: N19477, N11083, N38333, N46037, N26781, N61970, N55723, N49878, N37346, N28983, N28072, N29217, N11551, N1344, N16461, N40221, N15194, N7568, N64933, N58264
U10516, iter_0: N36689, N30689, N6371, N29268, N52588, N38951, N30639, N14170, N32139, N17510, N41658, N4107, N18020, N55229, N10541, N62393, N43438, N47190, N60531, N1952
U10524, iter_0: N23184, N20331, N3007, N28983, N17952, N8162, N19477, N15194, N46162, N20507, N40356, N38311, N43460, N29450, N40752, N57451, N31395, N103, N9971, N45561
U1053, iter_0: N1663, N57225, N16461, N31289, N19536, N14809, N53364, N6578, N47652, N58070, N61973, N57521, N59876, N54439, N34953, N11569, N8711, N63860, N59367, N42890
U10585, iter_0: N6371, N38869, N47652, N20576, N4610, N48084, N22975, N1344, N62033, N32536, N46917, N8709, N44765, N59307, N46586, N19433, N59960, N35447, N4287, N61970
U10585, iter_1: N39463, N8162, N40221, N49712, N47553, N30288, N31395, N15194, N41064, N51875, N5085, N9135, N37346, N27906, N60472, N24109, N62436, N59653, N24275, N43646
U10585, iter_2: N15559, N25163, N41400, N308, N43386, N35252, N11931, N34031, N5886, N6056, N2994, N46037, N61623, N11289, N10541, N31556, N31014, N46203, N39399, N60599
U10604, iter_0: N1344, N2994, N16461, N40221, N8711, N9846, N28983, N58264, N18295, N31014, N44645, N21681, N279, N43361, N49038, N37146, N8162, N24275, N62001, N43822
U10604, iter_1: N7112, N9971, N31454, N63681, N11823, N775, N60531, N4610, N30834, N59526, N47206, N40390, N57521, N38504, N41400, N54439, N29364, N35725, N60244, N64183
U10604, iter_2: N35671, N60750, N62128, N35392, N22731, N54606, N24272, N37261, N37233, N29292, N35004, N53182, N3606, N46917, N16990, N15959, N33448, N33719, N14756, N25323
U10611, iter_0: N37272, N15559, N56434, N4107, N45612, N60599, N52098, N56804, N26537, N8162, N42196, N46203, N36037, N31179, N28571, N10541, N52776, N56270, N13347, N34081
U10635, iter_0: N5886, N51875, N55397, N30345, N45017, N6056, N23184, N15194, N28072, N44249, N3007, N36249, N13498, N18151, N49712, N29722, N24109, N10379, N28983, N18312
U10635, iter_1: N50775, N35252, N33120, N59385, N52588, N16461, N8162, N59960, N21681, N279, N43386, N31556, N16914, N41400, N64933, N53335, N46037, N61970, N43438, N38797
U10635, iter_2: N36332, N34852, N53011, N57403, N7419, N44621, N46103, N59814, N43361, N63342, N39932, N9912, N21063, N2970, N6066, N30069, N23455, N6247, N12588, N252
U10635, iter_3: N7173, N53381, N48084, N31423, N40899, N37500, N17234, N28640, N3138, N41387, N29363, N33623, N21941, N58030, N61973, N16477, N24458, N20984, N59526, N40324
U10635, iter_4: N59022, N31884, N49001, N43301, N20576, N6578, N54136, N58660, N62436, N37055, N46586, N34495, N21142, N14170, N12682, N27731, N38311, N32708, N46130, N45561
U10674, iter_0: N43460, N61296, N6916, N45612, N36612, N36408, N60472, N13640, N24458, N37055, N60105, N28072, N38869, N19477, N34344, N39399, N52201, N37346, N8657, N1860
U10700, iter_0: N44249, N21590, N3007, N21142, N28725, N27532, N51875, N52835, N18151, N53910, N51187, N3416, N5886, N1189, N3841, N17936, N31556, N37500, N24109, N23409
U10700, iter_1: N17360, N6873, N15194, N40906, N59022, N7826, N30345, N38901, N31978, N29364, N8709, N41400, N62092, N29363, N31395, N38556, N15811, N11551, N36689, N8306
U10700, iter_2: N18310, N45017, N6578, N7173, N57403, N27553, N59960, N46917, N31939, N53335, N36408, N6056, N59385, N677, N56434, N26271, N54571, N60264, N41172, N53011
U10703, iter_0: N28420, N6371, N6578, N61466, N12682, N35671, N48455, N42670, N33469, N28129, N20764, N14333, N35725, N18978, N8657, N50058, N60035, N59367, N17778, N56132
U10703, iter_1: N22908, N16081, N22750, N65094, N63336, N28934, N16619, N47167, N24386, N48100, N44789, N17681, N45576, N32158, N17416, N35803, N36624, N56493, N22556, N48486
U10703, iter_2: N2159, N49038, N52588, N26537, N62170, N16725, N21590, N42196, N44166, N43386, N1344, N16914, N34031, N38797, N56804, N22985, N24424, N55229, N58129, N41400
U10729, iter_0: N40575, N59385, N26537, N31395, N64606, N27532, N40468, N58264, N40985, N20236, N41400, N60472, N26262, N9846, N1914, N54014, N61623, N21590, N62207, N57403
U10742, iter_0: N3416, N6056, N4661, N26488, N17510, N21590, N41400, N28324, N34031, N308, N36408, N58264, N2994, N11551, N16461, N52835, N33120, N279, N40468, N46037
U10773, iter_0: N29722, N46915, N15559, N18312, N53011, N60105, N15194, N47087, N308, N50670, N31679, N41387, N33670, N29217, N13464, N54587, N1067, N26792, N41400, N23918
U10822, iter_0: N53630, N58264, N1539, N34031, N29541, N2994, N55830, N43386, N35725, N16725, N38898, N64095, N43246, N18295, N11289, N48717, N22975, N24275, N59367, N6532
U10822, iter_1: N14282, N802, N9139, N4021, N14736, N41526, N28523, N60403, N39213, N20372, N29801, N33871, N43710, N20729, N41651, N13439, N27860, N57005, N1058, N32646
U10822, iter_2: N38951, N40468, N20984, N46203, N45793, N53754, N6371, N42670, N56471, N61040, N14170, N13408, N59908, N40221, N33212, N21681, N15331, N30562, N25837, N44417
U1083, iter_0: N37007, N47553, N15194, N39463, N38797, N42877, N55723, N6916, N28072, N39298, N5085, N1667, N49712, N56456, N46178, N26792, N34004, N59960, N11083, N10869
U10855, iter_0: N17510, N11551, N1344, N61970, N16461, N46037, N279, N5886, N6056, N61623, N38797, N4661, N21590, N53335, N2994, N39399, N58264, N51187, N36408, N3416
U10862, iter_0: N11551, N4661, N2994, N6056, N16461, N279, N1344, N46037, N25163, N53335, N58264, N47433, N45754, N17510, N51187, N3416, N39399, N61970, N36408, N53910
U10866, iter_0: N38311, N8162, N4107, N37272, N34081, N28281, N40670, N29217, N61466, N27906, N57403, N18295, N49878, N55397, N24686, N37146, N55229, N13347, N26262, N56434
U10868, iter_0: N1952, N44417, N8162, N28983, N35436, N61973, N44765, N17510, N706, N50484, N46586, N50058, N46738, N6056, N34344, N21590, N37458, N56270, N15279, N59543
U10906, iter_0: N13640, N34344, N8162, N53011, N25837, N30288, N40752, N13498, N59908, N16914, N37346, N36037, N56217, N46203, N52588, N31014, N40221, N53013, N58129, N49878
U10909, iter_0: N33120, N44249, N15194, N55555, N36249, N47433, N40468, N32221, N26262, N37272, N18312, N3841, N60105, N29364, N18895, N32288, N15811, N24686, N39399, N36612
U10910, iter_0: N11092, N37272, N18895, N56804, N37055, N1575, N45612, N41285, N20236, N27906, N56434, N27532, N13347, N11041, N60472, N39932, N26057, N21710, N18794, N53593
U10928, iter_0: N27906, N2159, N6578, N59685, N60041, N54437, N33505, N44249, N34031, N44765, N11681, N60531, N58251, N58264, N43438, N53735, N32196, N28983, N18295, N20394
U10936, iter_0: N47087, N50670, N11551, N53298, N50565, N1067, N54587, N9734, N58264, N40575, N37346, N18063, N279, N60472, N61466, N40078, N8162, N31423, N26488, N52492
U10944, iter_0: N51187, N16461, N34031, N61970, N44249, N46037, N40468, N39399, N58264, N25163, N17510, N6056, N3416, N2994, N53910, N41400, N5886, N308, N1344, N52835
U10979, iter_0: N15559, N18151, N62393, N45017, N8162, N53011, N62170, N40752, N677, N47190, N40221, N27906, N53013, N44645, N58129, N50565, N56217, N36037, N20394, N52588
U1098, iter_0: N43646, N53308, N13498, N64933, N47190, N44645, N50775, N29217, N8162, N55229, N51187, N46203, N64077, N60472, N53013, N37146, N41400, N26488, N2704, N61970
U1098, iter_1: N61466, N5085, N64469, N13941, N28072, N59307, N35447, N56456, N35238, N46783, N60041, N46586, N61929, N60939, N50942, N21142, N4610, N37007, N54437, N29533
U1098, iter_2: N54443, N26343, N61429, N60692, N8616, N30553, N51700, N18295, N529, N5519, N47704, N2892, N40121, N47630, N4485, N44554, N39094, N55176, N34490, N20015
U1098, iter_3: N42670, N16804, N32277, N32489, N58070, N30639, N59876, N61973, N4556, N59960, N53630, N38901, N47380, N31676, N13865, N7173, N677, N46738, N44903, N38898
U1098, iter_4: N27906, N57403, N1189, N15559, N38882, N9409, N43361, N8711, N45163, N47902, N30288, N2649, N16477, N52492, N35252, N3007, N2159, N21590, N62170, N43822
U11007, iter_0: N47652, N26537, N47190, N36425, N27906, N12843, N38142, N35436, N14809, N2159, N19025, N38901, N46917, N8162, N24424, N1663, N8709, N49609, N53687, N21590
U11014, iter_0: N3007, N19477, N37346, N51875, N63681, N13498, N15194, N5085, N25837, N13640, N47370, N37500, N40899, N52201, N46203, N5693, N557, N2649, N3865, N45017
U11014, iter_1: N53011, N61296, N4107, N20394, N26537, N11551, N18151, N40752, N60472, N3416, N11041, N53910, N40575, N53013, N49038, N2704, N39109, N56804, N26584, N38869
U11014, iter_2: N6371, N4128, N41006, N46783, N61970, N38142, N7173, N8709, N4610, N4661, N308, N59022, N8889, N59307, N53630, N1914, N19536, N1344, N53335, N31676
U11014, iter_3: N15051, N41179, N43538, N23816, N10250, N16021, N5329, N9360, N55198, N29578, N17757, N49510, N28539, N50946, N45236, N53223, N49831, N51585, N43083, N50776
U11014, iter_4: N37250, N37204, N32731, N52393, N7416, N27234, N43772, N25406, N39213, N35216, N17865, N28738, N34382, N23671, N25860, N23730, N45576, N63656, N40327, N4485
U1103, iter_0: N52588, N3416, N48487, N55723, N6056, N53335, N21681, N54571, N40752, N33120, N39184, N46203, N18151, N5576, N28983, N32073, N59960, N7330, N24275, N41172
U11059, iter_0: N47380, N63860, N13941, N17672, N50058, N52577, N35671, N54437, N7826, N48049, N48077, N49609, N64335, N51489, N20576, N27318, N19536, N1663, N5288, N38951
U11075, iter_0: N13464, N26488, N57451, N677, N26262, N21142, N24424, N61466, N60472, N28072, N23547, N1067, N54587, N40356, N18895, N3841, N18449, N3138, N53201, N30288
U11124, iter_0: N44249, N5085, N49712, N29722, N3841, N34601, N15194, N28072, N61623, N60105, N5886, N677, N51187, N55397, N11551, N58264, N41172, N17952, N24686, N36612
U11124, iter_1: N46203, N40468, N52588, N53308, N2159, N59385, N28983, N18151, N21063, N3416, N11092, N41400, N24275, N53335, N43386, N15559, N37146, N31556, N61970, N59960
U11124, iter_2: N31978, N51581, N46917, N6578, N18312, N22664, N57888, N47652, N7330, N10869, N44417, N20764, N53364, N46915, N50657, N33623, N62207, N50372, N29533, N9527
U11146, iter_0: N8889, N46501, N28725, N47553, N10541, N39463, N26762, N23682, N40221, N59003, N26584, N53201, N62170, N42196, N8711, N46130, N53013, N18295, N45017, N44645
U11157, iter_0: N37272, N43400, N677, N54752, N46130, N64954, N13640, N34031, N28983, N57888, N34457, N16477, N18063, N32288, N9971, N33120, N53593, N21681, N15194, N34495
U11159, iter_0: N21590, N279, N51187, N4661, N61970, N6056, N11551, N25163, N38797, N41172, N28324, N26488, N34031, N58264, N45754, N2994, N43386, N53335, N61623, N1344
U11165, iter_0: N47087, N19685, N2530, N9321, N23409, N61541, N21156, N49712, N5519, N62207, N40906, N46441, N30345, N5940, N27532, N14257, N46178, N41006, N58414, N21290
U11178, iter_0: N61623, N6056, N3416, N46037, N55723, N47433, N39399, N5886, N16461, N44249, N59385, N41400, N38797, N308, N34031, N61970, N17510, N41172, N40468, N52835
U11185, iter_0: N15279, N46586, N34805, N1539, N56897, N35252, N61973, N24617, N6371, N34081, N50775, N43438, N19025, N46501, N1952, N59908, N42670, N44640, N64335, N16914
U112, iter_0: N46501, N40078, N37007, N24424, N58129, N31556, N52588, N2235, N26057, N23409, N10869, N26537, N26762, N43438, N31179, N62170, N28571, N29364, N41387, N26488
U1121, iter_0: N26537, N46037, N46130, N24424, N7568, N28725, N37553, N31454, N10869, N1477, N43361, N18895, N64077, N44166, N38333, N42196, N3138, N21710, N27532, N55555
U11232, iter_0: N16914, N37589, N52835, N60264, N14990, N30288, N25163, N1539, N7826, N6873, N29363, N32073, N42670, N18151, N51187, N18020, N31978, N41400, N53013, N59022
U11232, iter_1: N40906, N41387, N18063, N3007, N28072, N33831, N30345, N47433, N51581, N11551, N26781, N43460, N21290, N31556, N56270, N3865, N40752, N61363, N28983, N61623
U11232, iter_2: N11359, N45017, N59908, N4287, N5886, N28851, N16725, N59385, N36689, N15279, N28640, N13498, N49252, N58129, N44645, N31014, N42196, N308, N64954, N27553
U11232, iter_3: N61817, N52782, N44422, N32207, N64459, N53686, N25127, N10197, N44698, N17070, N36888, N28751, N26415, N62949, N47792, N55913, N28895, N42590, N30261, N23784
U11232, iter_4: N15336, N54136, N48106, N28203, N52007, N21825, N21147, N25107, N28029, N2429, N14652, N7792, N50023, N22891, N3268, N19444, N8907, N58301, N53242, N39688
U11250, iter_0: N1667, N279, N24109, N32221, N61623, N33670, N64606, N9118, N53308, N2994, N47087, N43955, N45754, N54752, N41172, N51875, N52835, N26262, N23184, N4754
U11250, iter_1: N38797, N28103, N51187, N6056, N31395, N32073, N41400, N20394, N33120, N36249, N56270, N3841, N13498, N38053, N44249, N61363, N30288, N31179, N28571, N58129
U11250, iter_2: N18291, N308, N53013, N28983, N15559, N53011, N42196, N29217, N34081, N18571, N23508, N52492, N43361, N49878, N64077, N3996, N26537, N33326, N18794, N61969
U11255, iter_0: N61969, N27906, N37346, N52492, N58129, N30288, N53013, N43438, N8162, N20236, N41285, N16914, N12477, N31556, N49038, N46037, N45561, N9734, N23682, N26537
U11271, iter_0: N29533, N1344, N43438, N33326, N10869, N31782, N53593, N24109, N43361, N19477, N38504, N52588, N677, N557, N47975, N53013, N5085, N27553, N61969, N37553
U11271, iter_1: N16461, N24424, N34031, N64077, N13347, N41285, N51187, N13640, N25163, N46037, N52098, N21590, N31014, N11931, N44249, N36037, N2994, N47433, N11092, N60472
U11271, iter_2: N5472, N30207, N44789, N49516, N23807, N12409, N48717, N23502, N7181, N28592, N59126, N51793, N18102, N35389, N44795, N15043, N39002, N1458, N15285, N20838
U11274, iter_0: N26537, N19536, N38142, N15279, N58264, N38901, N4661, N4610, N35436, N40752, N50657, N50372, N28324, N35725, N62393, N1952, N4290, N26488, N59367, N53837
U11277, iter_0: N55723, N44249, N58264, N6056, N4661, N41400, N11551, N21590, N279, N25163, N26488, N41172, N1344, N51187, N40468, N2994, N59385, N45754, N61623, N3416
U11292, iter_0: N61970, N47433, N46037, N41172, N11551, N26488, N36408, N52835, N21590, N6056, N2994, N59385, N53335, N45754, N40468, N3416, N279, N33120, N39399, N41400
U11304, iter_0: N6371, N45017, N11944, N29528, N20478, N21039, N39184, N63390, N1344, N20394, N41498, N54018, N59908, N61296, N62033, N18295, N62423, N60472, N35252, N34953
