U10008: N34344, N31893, N49712, N2994, N6873, N17073, N52764, N30630, N3996, N19882, N61296, N61466, N33212, N25774, N38882, N31294, N279, N1344, N64077, N28324
U11828: N27318, N33326, N51700, N20764, N23444, N20776, N8889, N30536, N22457, N54437, N42196, N60599, N37553, N33469, N47433, N62820, N5886, N29217, N55723, N28324
U11858: N5798, N48084, N18151, N46037, N41787, N3007, N7600, N41258, N1952, N32196, N61466, N17360, N46178, N33469, N24424, N49038, N60472, N53335, N28324, N52835
U11876: N46917, N7950, N21063, N11551, N34055, N47380, N65028, N4610, N63475, N61466, N8889, N18571, N7173, N59908, N25163, N1189, N42877, N15559, N4661, N28324
U11892: N6916, N14054, N33469, N49038, N20770, N5981, N13941, N41651, N41387, N30345, N38797, N33623, N39932, N33120, N1539, N24109, N45017, N33326, N5886, N28324
U11894: N25064, N58070, N11652, N46501, N57260, N63962, N39463, N8709, N6371, N48084, N16854, N30288, N3865, N53335, N60472, N46915, N41400, N2994, N28324, N4107
U11895: N41492, N5085, N13498, N53910, N16552, N706, N22595, N53599, N35436, N46037, N40451, N12477, N28072, N27731, N51187, N45017, N42196, N20764, N40575, N28324
U11921: N32012, N7330, N38797, N31014, N7655, N34601, N7443, N3116, N30562, N39463, N3841, N2994, N55723, N20576, N28983, N24458, N33623, N8162, N28324, N15559
U11935: N51954, N7568, N33469, N13498, N50592, N28947, N33078, N38142, N1344, N58264, N58030, N21290, N31676, N18151, N53754, N3138, N25163, N34344, N49038, N28324
U11945: N21219, N28327, N58264, N24424, N21950, N1170, N64095, N53011, N49712, N57521, N33448, N33212, N39399, N27738, N46203, N24109, N53728, N43361, N5886, N28324
U11963: N42800, N46917, N57403, N46037, N29363, N18032, N56456, N33957, N28851, N42877, N57344, N61466, N18151, N58264, N5886, N21142, N15559, N48084, N34344, N28324
U11979: N57368, N30562, N28983, N2994, N57032, N20961, N30929, N46379, N53443, N10885, N37553, N26488, N28523, N42196, N30536, N41387, N8711, N41400, N8162, N28324
U11994: N26130, N42212, N55723, N8711, N7462, N46261, N61760, N39399, N29364, N31978, N24458, N35671, N53634, N39463, N32641, N16725, N29217, N49038, N28324, N5886
U12001: N32556, N11652, N31556, N5886, N30553, N59685, N46915, N9815, N18449, N35340, N62033, N19477, N40221, N18978, N29627, N60472, N64077, N53335, N1344, N28324
U12023: N24176, N47433, N62001, N27731, N64816, N60105, N54577, N43460, N48476, N33469, N64606, N30614, N5886, N3138, N59526, N6056, N53011, N11092, N28324, N15559
U12026: N12570, N59908, N59494, N51187, N35815, N34633, N33469, N6371, N33326, N45960, N12299, N50565, N29627, N9135, N61466, N47572, N4107, N1344, N35252, N28324
U12027: N23060, N52929, N11931, N46037, N1768, N62049, N6021, N301, N17936, N23184, N37458, N30536, N29369, N37553, N42196, N59385, N59908, N44249, N46915, N28324
U12032: N48887, N1663, N62820, N2704, N55949, N1323, N28716, N28983, N11551, N41387, N19536, N26762, N40468, N40078, N29369, N59908, N58070, N49038, N2994, N28324
U12045: N39919, N29533, N25163, N43361, N26220, N4610, N38490, N46441, N59685, N1450, N25130, N30639, N53728, N53335, N40670, N9846, N11551, N45612, N53011, N28324
U12091: N47710, N52502, N40221, N1344, N60750, N3678, N7600, N28072, N50670, N47370, N35436, N32641, N46203, N25163, N58264, N61973, N41387, N8162, N43361, N28324
U12108: N9997, N13640, N6578, N38797, N47068, N36459, N46892, N7568, N23409, N26762, N61970, N4290, N63390, N29363, N26537, N24458, N60472, N44249, N15559, N28324
U12124: N9997, N33469, N26537, N51187, N34382, N35430, N38371, N39149, N40078, N29722, N58264, N53013, N51489, N30834, N41400, N41497, N15559, N46915, N8162, N28324
U12146: N14638, N49834, N46037, N52492, N39853, N27891, N46407, N31454, N49328, N19623, N53335, N46441, N50775, N53728, N46586, N61973, N53011, N4107, N28324, N51187
U12147: N56545, N5085, N37346, N53910, N14964, N45317, N19030, N56211, N29363, N4290, N33634, N46037, N41497, N5693, N52588, N46915, N25163, N43361, N52201, N28324
U12148: N33212, N59060, N61970, N64077, N5854, N33469, N252, N27869, N39015, N53364, N18794, N59908, N11551, N39298, N24467, N47572, N60599, N21590, N26057, N28324
U1215: N39620, N38869, N47975, N44249, N16844, N33469, N21885, N38142, N30472, N31454, N45561, N47848, N1344, N31294, N46915, N13640, N60472, N61970, N62393, N28324
U12166: N56051, N29528, N41285, N46037, N9284, N61811, N5940, N33469, N9912, N48084, N52588, N9135, N37055, N61241, N44249, N3416, N4107, N46915, N60472, N28324
U1217: N34869, N53201, N34081, N39399, N62809, N39184, N21142, N42698, N48302, N61623, N14170, N48539, N31294, N38869, N64077, N50670, N2994, N61466, N29217, N28324
U12183: N64508, N37007, N53335, N49038, N42433, N29920, N15838, N18332, N28340, N27891, N28420, N50942, N10885, N16725, N24424, N2994, N28324, N51099, N60244, N34344
U12226: N57462, N4034, N28324, N3007, N31179, N20912, N56142, N19811, N28571, N1477, N31917, N12613, N43361, N1091, N41387, N43386, N60105, N55723, N39932, N5886
U12239: N64269, N39463, N28983, N16461, N13834, N19584, N47652, N38371, N47380, N18332, N53013, N62820, N4107, N35436, N51187, N60472, N36408, N61973, N61466, N28324
U12265: N35671, N12029, N39932, N51187, N20838, N41387, N4128, N52312, N7112, N16851, N12156, N20576, N28983, N3841, N3007, N11289, N39399, N6056, N4107, N28324
U12282: N23455, N46037, N60550, N61466, N46024, N14436, N46203, N15051, N8306, N48084, N47572, N7568, N61296, N51187, N60472, N29722, N8709, N53910, N49038, N28324
U12316: N31332, N58264, N18895, N64077, N7995, N23180, N64372, N1091, N48659, N38951, N18978, N29217, N1477, N64933, N5370, N15194, N20764, N1344, N5886, N28324
U12325: N44605, N53443, N13498, N6056, N2482, N27928, N15279, N22624, N557, N35436, N28643, N47553, N11551, N41497, N61969, N23682, N5886, N52201, N28324, N42196
U12345: N40268, N51187, N31782, N4107, N40656, N20614, N47216, N48084, N48049, N7600, N4610, N9846, N15194, N43438, N61466, N6056, N53011, N308, N26762, N28324
U12367: N41074, N47652, N30288, N43386, N7655, N38371, N4485, N62820, N59653, N39463, N53335, N31676, N33469, N2994, N19004, N10541, N46915, N49038, N40575, N28324
U1240: N23373, N46037, N45017, N26762, N19592, N57521, N14049, N31917, N20576, N59526, N18312, N23603, N5886, N13498, N59908, N5940, N3138, N61970, N4107, N28324
U12409: N22885, N21063, N58354, N16461, N25678, N46236, N26719, N38733, N61466, N27318, N47380, N50775, N54437, N50670, N21290, N53910, N29217, N64077, N5886, N28324
U12412: N34344, N8455, N61466, N53910, N11569, N6578, N26023, N35389, N16854, N18151, N6873, N13640, N21290, N49712, N61929, N49038, N17360, N1344, N5886, N28324
U12425: N56051, N13498, N48084, N46037, N35216, N63550, N5940, N22624, N56211, N4661, N13916, N33469, N51187, N52201, N27866, N36249, N18151, N41387, N4107, N28324
U12430: N51745, N37007, N1344, N26537, N19611, N1914, N23513, N33469, N49467, N27891, N53335, N11652, N24213, N53728, N13498, N59526, N34031, N28324, N53011, N62393
U12452: N44897, N19623, N26762, N53335, N24224, N50735, N52588, N27891, N63231, N54437, N52492, N62820, N35238, N19685, N62393, N61466, N16461, N53011, N34031, N28324
U12460: N15855, N5940, N33326, N308, N23446, N42890, N61811, N45017, N59981, N1667, N48407, N1768, N51187, N54437, N37055, N20764, N4107, N29217, N53910, N28324
