U10008: N28855, N59526, N2235, N11551, N1508, N26139, N34492, N42670, N24109, N3841, N54571, N15559, N18151, N61623, N19811, N56804, N34344, N9409, N2994, N28324
U10451: N25256, N677, N53443, N34031, N51009, N12588, N42223, N44640, N51867, N19623, N48887, N9971, N6767, N40221, N16461, N35252, N23682, N29217, N15559, N28324
U10455: N7584, N1477, N13347, N1344, N24386, N428, N4485, N20325, N35238, N36689, N46501, N48077, N29217, N56347, N1667, N21290, N42196, N51187, N6056, N28324
U10474: N52295, N47370, N42499, N46037, N25605, N4700, N10541, N34081, N39149, N27869, N48077, N18312, N39463, N53381, N29217, N56347, N58264, N4107, N34031, N28324
U10478: N584, N5085, N15559, N35252, N6979, N61429, N28800, N9371, N40451, N23184, N13640, N38333, N51187, N33526, N57521, N26537, N16461, N47190, N3138, N28324
U10482: N32806, N61296, N17936, N4661, N6066, N62260, N61466, N51896, N11359, N58251, N51690, N26762, N61973, N14809, N1185, N21590, N52201, N41400, N43361, N28324
U10491: N57327, N11551, N59067, N15559, N5897, N64120, N19050, N23603, N35436, N40752, N42622, N8162, N19536, N41387, N57888, N30288, N55531, N61970, N51187, N28324
U10507: N9420, N26792, N61970, N49878, N1006, N20478, N64594, N21437, N48084, N65103, N4610, N19477, N47572, N46037, N28983, N29217, N20764, N62393, N34031, N28324
U10516: N48448, N1477, N4107, N11551, N44897, N44789, N20267, N59833, N7173, N51489, N39463, N11083, N52588, N17510, N55229, N47190, N17234, N3138, N34031, N28324
U10524: N28569, N48084, N28983, N46037, N55943, N49082, N24272, N23184, N50657, N3007, N35436, N17952, N8162, N46586, N34031, N41387, N4661, N30288, N15559, N28324
U1053: N23807, N58264, N15194, N8711, N40768, N36288, N62673, N1663, N57225, N16461, N19536, N14809, N52299, N34601, N24275, N51187, N29217, N64077, N32288, N28324
U10585: N10522, N6371, N8162, N51187, N43222, N38070, N19477, N39463, N38869, N32641, N6873, N31341, N40221, N18485, N48084, N1344, N61970, N15559, N40324, N28324
U10604: N52286, N1344, N19477, N40221, N4485, N30929, N2458, N7181, N35671, N16804, N3007, N59367, N2994, N58030, N28983, N58264, N43361, N8162, N32288, N28324
U10611: N34035, N40752, N26057, N16461, N15492, N35436, N34709, N34130, N20576, N40078, N39184, N19536, N53443, N55723, N43460, N15559, N52098, N8162, N28324, N34031
U10635: N12300, N27079, N5886, N8162, N9284, N39151, N54571, N7173, N37793, N51875, N55397, N45017, N31884, N6056, N23184, N13498, N16461, N3138, N62393, N28324
U10674: N17405, N61970, N43460, N60472, N3089, N4649, N27079, N61296, N23513, N19433, N6916, N45612, N24458, N60105, N20576, N39399, N36689, N2994, N15559, N28324
U10700: N4663, N29722, N63255, N57403, N22457, N40327, N16260, N6873, N44249, N36249, N49712, N45017, N7173, N41387, N53910, N32641, N41400, N53011, N62393, N28324
U10703: N38070, N10278, N28420, N21590, N48340, N4485, N31556, N51585, N62393, N18145, N11041, N55531, N35671, N48455, N29217, N1477, N8657, N61970, N43386, N28324
U10729: N27057, N6371, N40575, N21590, N45967, N53242, N52295, N43460, N23184, N59385, N26537, N58070, N14333, N59526, N60105, N61466, N41400, N9846, N49038, N28324
U10742: N33469, N52492, N10386, N3416, N36006, N36416, N31556, N5669, N52577, N1952, N58656, N39932, N11823, N23409, N4107, N40670, N41387, N51187, N41400, N28324
U10773: N63415, N29722, N5886, N15559, N1019, N54442, N5088, N4128, N58070, N48487, N51875, N19477, N46915, N53011, N6056, N61973, N18295, N308, N38869, N28324
U10822: N37352, N6471, N47433, N18295, N15066, N60105, N5981, N11569, N4754, N53630, N27737, N24109, N58264, N34031, N14333, N16725, N41387, N28324, N59908, N4107
U1083: N29379, N37007, N38797, N59960, N47916, N1336, N50005, N47216, N15194, N4610, N55723, N52201, N6916, N47380, N51867, N4107, N23682, N8711, N51187, N28324
U10855: N28734, N19477, N12330, N11551, N20136, N28523, N43246, N1952, N1957, N65103, N17510, N55531, N52588, N15194, N39015, N47190, N9409, N42196, N5886, N28324
U10862: N22855, N1663, N15559, N11551, N30316, N64594, N7443, N24275, N62423, N40221, N15194, N61973, N59367, N103, N4661, N26762, N3138, N2994, N8162, N28324
U10866: N23942, N4556, N31556, N38797, N63174, N29462, N31939, N62341, N38311, N33297, N8162, N4107, N34081, N38898, N40670, N61466, N8657, N61623, N44249, N28324
U10868: N26139, N11551, N18063, N56270, N22348, N30648, N1952, N7909, N29930, N8162, N3007, N28983, N35436, N61973, N17510, N46586, N21590, N41387, N62393, N28324
U10906: N39602, N19477, N16461, N13640, N39189, N11817, N53346, N5288, N63681, N11569, N35436, N34344, N17952, N59526, N6056, N26057, N25837, N5886, N49038, N28324
U10909: N30481, N49001, N44249, N8162, N53322, N33490, N48487, N4290, N33120, N15194, N36249, N47433, N22457, N63255, N37272, N32288, N37146, N15559, N64469, N28324
U10910: N4556, N29217, N64037, N61970, N30689, N34459, N8483, N51489, N58129, N55531, N28059, N31179, N64077, N1477, N18978, N26057, N42877, N21590, N46037, N28324
U10928: N4485, N39463, N4610, N43438, N42433, N33439, N25673, N31395, N46917, N15194, N27906, N14170, N54437, N44249, N58264, N1344, N4107, N29217, N26057, N28324
U10936: N29497, N47087, N50565, N2994, N34973, N12436, N56746, N20478, N11551, N53298, N24213, N26690, N58264, N40575, N37346, N61466, N9971, N48084, N15559, N28324
U10944: N33469, N49279, N42196, N51187, N48106, N39796, N47380, N33957, N35671, N1952, N11289, N20764, N37553, N7568, N29364, N40752, N16461, N29217, N61970, N28324
U10979: N26445, N36408, N57521, N15559, N63828, N5880, N29722, N3256, N19025, N51581, N18151, N35238, N8162, N26762, N39015, N61466, N62170, N47433, N28324, N34031
U1098: N39814, N46501, N16804, N41400, N55198, N1371, N18118, N15469, N39463, N46178, N61466, N27906, N52577, N5085, N59908, N32277, N15559, N36408, N51187, N28324
U11007: N41626, N39463, N26537, N1344, N24320, N1952, N52329, N46130, N57919, N14333, N47190, N27906, N38504, N59526, N21590, N32641, N46915, N42196, N26488, N28324
U11014: N1952, N39814, N37346, N308, N1228, N7010, N16854, N28983, N26781, N3007, N15194, N42622, N52201, N61970, N35436, N7173, N4107, N61466, N21590, N28324
U1103: N56051, N44249, N63255, N53011, N63550, N51725, N22457, N36249, N61541, N30345, N52588, N3416, N48487, N14170, N32288, N7173, N40221, N16461, N43361, N28324
U11059: N47151, N1952, N29364, N51187, N38239, N11220, N62423, N94, N7568, N55229, N40752, N39463, N52577, N11551, N7826, N26057, N8162, N6056, N4107, N28324
U11075: N59526, N64902, N26488, N24424, N42365, N15559, N43102, N42670, N13464, N22742, N57521, N35725, N57451, N677, N21142, N61466, N60472, N38797, N2994, N28324
U11124: N47087, N9284, N55723, N2159, N31050, N58656, N15066, N36249, N44249, N60000, N31978, N4610, N677, N46586, N11551, N7173, N41387, N28324, N15559, N29217
U11146: N61754, N8889, N40221, N46037, N30929, N22726, N28251, N28669, N51867, N11359, N46501, N47553, N4287, N23682, N42196, N38504, N52835, N4661, N29217, N28324
U11157: N17405, N46915, N37272, N34031, N33297, N28132, N61429, N4119, N4128, N15559, N36916, N54752, N64954, N54437, N57888, N9971, N33120, N29217, N46037, N28324
U11159: N5162, N39463, N8162, N279, N36459, N36910, N19433, N11569, N31782, N1957, N47216, N53013, N11652, N61929, N16914, N28420, N46037, N62393, N21590, N28324
U11165: N12669, N16431, N56804, N53910, N27619, N3075, N36332, N43301, N31789, N43246, N38869, N1344, N12682, N2530, N27738, N29217, N52835, N40324, N64077, N28324
U11178: N57700, N34081, N1477, N46037, N36689, N52662, N48077, N428, N64273, N11675, N23691, N49973, N4107, N43460, N18485, N61623, N24458, N29217, N5886, N28324
U11185: N29652, N15279, N34081, N1344, N27342, N33719, N1768, N29533, N35436, N46586, N39463, N35252, N61973, N50775, N56347, N59908, N53443, N21590, N64077, N28324
U112: N18978, N20776, N4107, N26488, N7119, N20325, N12588, N49688, N49878, N46501, N40078, N37007, N33297, N26057, N23409, N52577, N8162, N2994, N47433, N28324
U1121: N41658, N55067, N26537, N46037, N32290, N436, N60960, N53593, N39463, N35671, N24424, N22414, N28129, N43361, N3138, N55555, N47190, N36408, N34031, N28324
U11232: N41594, N4661, N30288, N7826, N27499, N61754, N51954, N40906, N16914, N54136, N52835, N32221, N18312, N1539, N41387, N41400, N59908, N31676, N42196, N28324
U11250: N976, N38733, N279, N24109, N40332, N36553, N45163, N28091, N27079, N32221, N53308, N2994, N58070, N4556, N13347, N38797, N28420, N59908, N15559, N28324
U11255: N51951, N5288, N4107, N46037, N61466, N16117, N633, N12588, N60472, N31289, N51867, N57919, N48455, N61969, N27906, N9734, N40670, N61970, N5886, N28324
U11271: N60663, N1952, N1344, N24109, N36382, N61429, N27342, N29533, N48717, N43438, N33326, N14809, N19536, N43361, N38504, N61970, N34031, N29217, N9409, N28324
U11274: N20603, N26537, N19536, N34031, N41626, N35216, N52329, N19477, N38142, N58264, N38901, N46441, N62092, N28324, N35725, N62393, N11931, N41387, N53011, N38797
U11277: N53484, N40752, N17952, N44249, N23195, N28523, N62700, N6873, N49001, N30288, N1952, N62423, N55723, N24109, N19536, N38797, N59908, N24458, N15559, N28324
U11292: N17405, N37346, N13464, N61970, N64786, N23730, N39151, N51875, N33212, N42670, N60472, N61466, N26781, N64412, N61973, N15559, N47433, N25837, N52835, N28324
U11304: N4384, N49609, N62170, N1344, N21253, N29722, N25685, N37587, N45017, N59867, N30562, N47848, N40324, N63390, N59908, N47572, N35252, N49038, N21590, N28324
U11316: N51489, N12588, N2235, N1344, N15807, N27079, N27020, N18978, N39463, N54439, N38381, N26537, N44166, N61970, N42196, N25015, N29217, N28420, N34031, N28324
U11320: N41612, N18151, N308, N1539, N3841, N15066, N7792, N3416, N63255, N23184, N25664, N7826, N28324, N44249, N3007, N60472, N15559, N59526, N24458, N11289
U11324: N26537, N57625, N61466, N1344, N61429, N46917, N18978, N35238, N45953, N43361, N7173, N7010, N40221, N18895, N8162, N38882, N58354, N61970, N51187, N28324
U11340: N4700, N46037, N23602, N62170, N42365, N14929, N7568, N37384, N20576, N24701, N52577, N29364, N15559, N8162, N47572, N31179, N5886, N32288, N279, N28324
U11341: N39184, N40221, N23446, N46037, N55860, N28103, N64594, N64120, N15194, N51875, N53201, N18310, N46586, N61973, N53011, N17510, N44249, N4107, N24458, N28324
U11344: N44897, N39463, N27891, N39399, N57437, N7462, N61338, N49834, N50775, N7173, N1539, N57521, N5519, N40221, N6056, N59908, N4107, N41387, N51187, N28324
U11356: N62465, N31395, N43386, N15559, N41491, N37587, N15066, N3007, N4610, N28983, N5085, N58660, N58070, N54439, N2994, N6056, N8162, N56347, N11289, N28324
U11357: N43222, N63681, N26488, N60472, N57813, N27342, N1336, N17342, N35436, N5085, N40752, N37346, N11551, N25163, N24467, N59526, N65103, N46915, N15559, N28324
U11453: N35268, N6873, N18151, N21590, N47213, N1790, N40356, N28043, N31395, N6471, N45754, N20576, N40906, N11551, N29627, N41387, N47190, N30288, N15559, N28324
U11454: N45953, N10278, N5085, N25163, N50308, N58693, N36288, N59960, N34495, N48077, N62423, N39463, N26488, N11289, N46037, N56347, N4107, N61973, N60472, N28324
U11465: N57813, N61970, N34344, N20576, N28698, N57000, N44737, N29930, N43460, N39184, N5228, N59526, N18295, N57521, N41400, N24458, N40752, N25163, N15559, N28324
U11473: N57919, N19477, N48084, N36037, N48703, N761, N64808, N38142, N53335, N39109, N5085, N35436, N24109, N11551, N32641, N21590, N28324, N9409, N60472, N15559
U11474: N30108, N39184, N16461, N13498, N34852, N6399, N31492, N38333, N3268, N20576, N20507, N53381, N51187, N26690, N8162, N16914, N61623, N46915, N42196, N28324
U11489: N25605, N39463, N46501, N46037, N55347, N44897, N39184, N20576, N23805, N15194, N53013, N4556, N14257, N53011, N7112, N5886, N36408, N32288, N62393, N28324
U1150: N7799, N58264, N46586, N60472, N51745, N12588, N37783, N61973, N436, N52588, N21142, N1477, N58129, N48487, N61466, N29364, N11551, N43361, N44249, N28324
U11506: N6582, N28725, N60472, N5886, N5794, N8907, N483, N1189, N54743, N39298, N14170, N38797, N46915, N48084, N35436, N62001, N28324, N18295, N58264, N4107
U11508: N36408, N49279, N1539, N8162, N19661, N15469, N40906, N59876, N40985, N64273, N63390, N35815, N53013, N1477, N11551, N45612, N5886, N49038, N9409, N28324
U11511: N35147, N19477, N52492, N19536, N39602, N22855, N50653, N47652, N61970, N16461, N57521, N28072, N51187, N25130, N8162, N25015, N41387, N15559, N59960, N28324
U11536: N30668, N6471, N27553, N11551, N54066, N49197, N34709, N30562, N59526, N56347, N50670, N26537, N29450, N279, N63681, N35725, N15559, N21590, N53011, N28324
U11547: N29497, N51187, N40752, N26792, N30744, N7826, N38797, N4290, N9621, N41172, N6916, N27788, N15559, N24109, N31978, N24458, N61973, N30288, N53011, N28324
U11552: N55176, N33469, N26537, N25163, N20676, N33474, N26415, N52577, N15279, N43460, N46178, N40575, N1067, N20576, N34081, N15559, N26488, N41400, N24458, N28324
U11556: N3034, N20394, N28129, N51187, N17720, N2624, N28855, N40221, N46917, N11083, N33212, N24109, N6916, N54439, N16461, N42196, N61970, N47190, N23682, N28324
U1158: N32945, N40752, N24458, N46037, N30222, N1170, N5078, N28800, N49001, N30288, N4610, N3007, N51187, N47380, N15194, N19536, N6056, N53011, N42196, N28324
U11610: N11681, N58553, N39399, N62393, N46459, N38733, N23805, N3007, N28176, N5940, N26537, N36408, N53013, N47380, N44249, N1667, N7173, N24458, N47190, N28324
U1163: N47213, N40356, N40468, N28571, N23060, N26415, N28043, N30834, N48717, N40078, N59022, N48487, N28983, N7173, N20764, N15559, N38797, N21590, N8162, N28324
U11633: N60130, N62750, N47433, N4107, N58054, N23513, N1957, N47652, N58264, N9734, N54439, N41387, N1539, N4610, N2994, N39463, N8162, N25837, N28324, N57403
U11672: N18059, N6916, N30288, N11551, N60000, N65016, N31917, N8657, N19025, N41172, N26537, N54571, N28072, N54439, N41387, N15559, N2994, N4290, N47190, N28324
U11706: N20136, N22975, N60472, N2994, N4089, N57032, N5152, N5085, N40752, N11569, N40906, N18332, N29322, N61973, N13640, N3416, N9409, N16461, N62393, N28324
U11713: N61483, N40752, N47433, N33623, N52007, N28203, N28716, N61363, N19025, N6916, N41172, N48487, N5886, N15559, N14170, N13640, N3007, N41387, N8162, N28324
U11792: N47213, N20236, N61593, N34031, N24272, N30042, N1539, N48077, N13865, N51700, N55229, N54437, N56347, N13628, N47190, N27532, N42196, N1344, N59385, N28324
U11801: N42158, N14170, N11551, N15559, N5085, N38324, N54442, N36612, N59833, N24109, N33474, N41172, N48084, N48077, N51187, N8162, N37346, N46915, N24275, N28324
U11828: N47380, N15811, N42666, N16461, N42890, N16990, N3034, N48539, N13941, N37553, N40752, N53013, N42196, N19536, N61363, N61623, N29217, N20764, N44249, N28324
U11858: N1952, N51552, N37346, N11551, N23855, N42604, N11569, N57521, N41258, N40078, N27532, N31676, N9135, N26488, N26537, N49038, N8162, N9409, N21590, N28324
U11876: N63421, N47848, N20394, N1344, N45888, N14990, N22664, N34055, N16854, N4287, N30639, N62393, N2704, N20764, N53515, N1667, N53910, N25163, N8162, N28324
U11892: N29319, N21290, N58264, N34344, N24963, N43498, N31289, N63860, N48077, N5886, N36288, N6916, N47975, N59526, N3138, N8711, N59960, N47433, N15559, N28324
U11894: N26343, N6578, N47190, N21590, N28340, N53248, N16854, N11569, N29722, N30562, N40221, N31395, N52577, N9971, N41387, N18151, N16461, N58264, N49038, N28324
U11895: N6890, N38142, N13640, N38797, N55943, N35147, N18118, N52312, N40752, N36408, N5085, N24109, N33212, N57521, N60472, N61973, N15559, N23682, N51187, N28324
U11921: N30562, N46736, N4661, N53013, N27908, N9621, N49001, N38797, N20056, N47087, N3007, N41387, N27079, N62001, N59526, N51187, N62033, N8162, N62393, N28324
U11935: N41626, N25163, N16914, N47975, N39184, N55347, N9295, N11551, N48084, N27499, N19477, N33212, N41285, N53837, N8162, N26762, N40324, N17510, N4107, N28324
U11945: N42365, N38053, N39399, N15559, N35147, N31978, N41934, N57521, N60105, N5078, N41172, N24458, N43460, N13640, N64183, N61973, N2994, N40752, N60472, N28324
U11963: N46459, N26762, N59960, N46037, N57919, N57783, N20270, N47975, N6578, N34031, N61241, N49712, N61466, N57521, N52201, N48084, N42196, N58264, N24424, N28324
U11979: N26537, N24386, N1539, N41400, N60255, N60550, N31917, N24272, N26488, N23547, N59526, N36037, N20984, N38504, N62092, N15559, N21590, N20764, N47190, N28324
U11994: N62717, N46162, N34031, N28983, N1957, N43772, N56459, N16066, N46283, N48455, N61040, N1663, N58656, N53728, N58264, N29627, N47433, N62393, N59908, N28324
U12001: N15559, N47938, N19025, N21590, N61898, N54988, N47190, N31884, N47902, N9295, N20601, N54439, N16914, N38915, N26488, N44166, N9409, N33634, N41400, N28324
U12023: N62358, N48487, N6056, N15559, N34400, N48476, N25064, N52835, N45163, N31395, N60472, N28072, N60027, N1539, N40752, N38797, N36037, N54439, N23682, N28324
U12026: N17289, N53910, N26762, N42196, N3451, N7181, N4290, N46917, N44305, N54437, N18332, N37458, N48455, N46037, N31014, N29930, N61466, N60472, N34031, N28324
U12027: N12902, N5940, N52201, N25163, N39442, N47380, N29977, N23195, N13941, N45163, N29369, N40752, N54437, N40221, N39463, N43361, N1344, N56347, N17510, N28324
U12032: N10012, N20576, N16914, N41400, N27866, N3318, N39890, N1952, N7173, N50404, N31395, N41387, N30562, N9846, N53011, N15559, N3416, N21142, N21590, N28324
U12045: N39184, N18653, N60472, N21590, N31136, N20426, N8045, N9409, N52577, N53593, N20984, N62423, N37146, N37272, N29920, N15559, N6056, N46037, N28448, N28324
U12091: N9959, N19025, N27906, N1344, N2636, N19477, N29905, N47553, N62001, N7181, N39298, N59908, N62033, N14809, N48084, N15559, N4661, N53728, N51187, N28324
U12108: N11551, N39602, N52588, N28072, N4554, N23513, N49188, N6578, N62393, N29364, N7568, N8162, N14809, N33212, N27553, N7173, N61466, N6056, N2994, N28324
U12124: N13464, N60255, N15559, N40468, N17231, N30069, N48084, N6371, N35238, N40906, N64462, N31395, N56434, N30422, N8162, N61296, N3138, N46037, N52835, N28324
U12146: N49554, N24617, N37346, N38797, N64269, N57919, N3865, N28150, N39463, N46441, N62001, N4610, N48084, N46915, N36408, N60472, N62423, N51187, N42196, N28324
U12147: N49279, N1952, N52492, N11551, N46887, N10943, N30382, N7173, N39298, N19433, N3007, N8162, N40078, N48659, N15559, N28983, N32288, N5886, N26488, N28324
U12148: N15117, N26048, N42196, N11551, N18989, N19057, N20601, N39741, N31884, N18151, N7173, N6873, N41172, N25015, N37553, N56217, N8162, N40324, N51187, N28324
U1215: N32381, N47975, N40752, N51187, N57202, N32393, N5037, N42666, N53593, N22690, N64372, N48487, N12843, N26488, N46037, N53011, N7173, N26057, N15559, N28324
U12166: N59277, N48487, N18895, N52588, N8074, N4034, N43491, N2728, N14170, N53011, N13347, N27738, N50670, N32288, N308, N24686, N44249, N6056, N15559, N28324
U1217: N64724, N26537, N9354, N41400, N17475, N27788, N45793, N20984, N59526, N28152, N33363, N52492, N18895, N8162, N46379, N15559, N61466, N61623, N34031, N28324
U12183: N23807, N60105, N40752, N34031, N46923, N26445, N45416, N31782, N58264, N39463, N55830, N47380, N19623, N35671, N42196, N24458, N43386, N44645, N47190, N28324
U12226: N38764, N25837, N59526, N38797, N8456, N58569, N20764, N8889, N44897, N50657, N47206, N58129, N61623, N53443, N26762, N30562, N42196, N47190, N2994, N28324
U12239: N30466, N47380, N26537, N16461, N60750, N7010, N1768, N61973, N19623, N44765, N58354, N39463, N40221, N61466, N59908, N4107, N29920, N279, N51187, N28324
U12265: N28112, N1952, N25163, N53011, N17363, N9295, N54439, N35200, N24109, N54587, N19477, N46738, N4661, N28983, N46037, N18978, N9409, N12330, N28324, N15559
U12282: N33363, N1952, N41387, N8162, N19057, N41626, N55396, N21156, N20576, N59367, N54587, N4661, N29627, N18151, N18449, N42196, N51187, N53013, N16461, N28324
U12316: N29578, N26537, N43460, N47433, N14615, N56746, N18350, N6642, N23513, N43822, N39015, N47190, N32641, N4107, N14333, N43955, N2994, N6056, N61466, N28324
U12325: N35220, N11681, N11041, N43386, N53201, N20985, N3007, N4485, N37384, N37458, N58264, N46586, N3841, N60472, N19623, N2994, N28420, N61973, N43361, N28324
U12345: N44289, N39463, N31556, N46037, N19001, N62805, N38381, N46178, N2159, N48049, N4610, N42196, N48084, N11944, N28152, N8162, N20764, N58264, N34031, N28324
U12367: N49554, N29627, N59908, N26488, N20112, N34225, N39463, N50484, N35725, N31492, N44897, N26130, N29722, N38869, N46915, N13498, N21590, N46037, N42196, N28324
U1240: N6224, N36612, N51187, N47190, N56075, N14964, N64095, N61970, N20576, N15194, N3256, N24109, N7173, N48487, N47433, N50775, N8711, N41387, N15559, N28324
U12409: N17768, N22975, N37346, N16461, N9420, N20267, N26762, N41658, N50775, N61970, N48812, N60105, N7173, N4287, N557, N34031, N8162, N64077, N61466, N28324
U12412: N584, N40575, N21142, N36408, N39814, N38142, N4089, N25015, N58070, N2235, N4119, N39109, N15559, N26690, N19536, N46915, N40221, N11551, N21590, N28324
U12425: N3781, N47087, N40752, N34031, N37783, N13094, N63860, N60663, N48487, N16461, N4754, N54439, N4661, N24109, N48717, N24458, N60472, N44645, N15559, N28324
U12430: N18485, N23642, N24617, N21590, N21752, N5796, N42604, N52776, N3865, N26762, N30639, N48302, N46738, N15559, N39109, N20764, N58264, N11551, N8162, N28324
U12452: N40331, N54439, N52492, N1344, N30207, N31341, N38504, N23180, N18332, N30929, N34805, N39463, N42196, N11823, N28983, N9409, N29217, N34031, N17510, N28324
U12460: N61787, N38504, N43438, N51187, N51570, N28176, N53001, N25303, N35238, N32489, N58354, N51875, N35671, N16461, N42196, N8711, N6056, N20764, N40575, N28324
